iter	Accuracy_SumError	Accuracy_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight
494	13646.80256	20717.81801	6300.802565	9260.802565	10411.81801	6300.802565	9260.802565	6300.802565	10411.81801
495	13659.13175	20717.81801	6311.131749	9269.131749	10411.81801	6311.131749	9269.131749	6311.131749	10411.81801
496	13646.80256	20717.81801	6300.802565	9260.802565	10411.81801	6300.802565	9260.802565	6300.802565	10411.81801
497	13648.80256	20717.81801	6300.802565	9258.802565	10411.81801	6300.802565	9258.802565	6300.802565	10411.81801
498	13664.13175	20717.81801	6311.131749	9264.131749	10411.81801	6311.131749	9264.131749	6311.131749	10411.81801
499	13662.13175	20717.81801	6311.131749	9266.131749	10411.81801	6311.131749	9266.131749	6311.131749	10411.81801
500	13651.80256	20717.81801	6300.802565	9255.802565	10411.81801	6300.802565	9255.802565	6300.802565	10411.81801
501	13654.80256	20717.81801	6300.802565	9252.802565	10411.81801	6300.802565	9252.802565	6300.802565	10411.81801
502	13667.13175	20717.81801	6311.131749	9261.131749	10411.81801	6311.131749	9261.131749	6311.131749	10411.81801
503	13658.80256	20717.81801	6300.802565	9248.802565	10411.81801	6300.802565	9248.802565	6300.802565	10411.81801
504	13671.13175	20717.81801	6311.131749	9257.131749	10411.81801	6311.131749	9257.131749	6311.131749	10411.81801
505	13674.13175	20717.81801	6311.131749	9254.131749	10411.81801	6311.131749	9254.131749	6311.131749	10411.81801
506	13659.80256	20717.81801	6300.802565	9247.802565	10411.81801	6300.802565	9247.802565	6300.802565	10411.81801
507	13674.13175	20717.81801	6311.131749	9254.131749	10411.81801	6311.131749	9254.131749	6311.131749	10411.81801
508	13673.13175	20717.81801	6311.131749	9255.131749	10411.81801	6311.131749	9255.131749	6311.131749	10411.81801
509	13674.13175	20717.81801	6311.131749	9254.131749	10411.81801	6311.131749	9254.131749	6311.131749	10411.81801
510	13665.80256	20717.81801	6300.802565	9241.802565	10411.81801	6300.802565	9241.802565	6300.802565	10411.81801
511	13664.80256	20717.81801	6300.802565	9242.802565	10411.81801	6300.802565	9242.802565	6300.802565	10411.81801
512	13662.80256	20717.81801	6300.802565	9244.802565	10411.81801	6300.802565	9244.802565	6300.802565	10411.81801
513	13660.80256	20717.81801	6300.802565	9246.802565	10411.81801	6300.802565	9246.802565	6300.802565	10411.81801
514	13662.80256	20717.81801	6300.802565	9244.802565	10411.81801	6300.802565	9244.802565	6300.802565	10411.81801
515	13660.80256	20717.81801	6300.802565	9246.802565	10411.81801	6300.802565	9246.802565	6300.802565	10411.81801
516	13661.80256	20717.81801	6300.802565	9245.802565	10411.81801	6300.802565	9245.802565	6300.802565	10411.81801
517	13661.80256	20717.81801	6300.802565	9245.802565	10411.81801	6300.802565	9245.802565	6300.802565	10411.81801
518	13661.80256	20717.81801	6300.802565	9245.802565	10411.81801	6300.802565	9245.802565	6300.802565	10411.81801
519	13657.47338	20717.81801	6290.47338	9229.47338	10411.81801	6290.47338	9229.47338	6290.47338	10411.81801
520	13659.47338	20717.81801	6290.47338	9227.47338	10411.81801	6290.47338	9227.47338	6290.47338	10411.81801
521	13657.47338	20717.81801	6290.47338	9229.47338	10411.81801	6290.47338	9229.47338	6290.47338	10411.81801
522	13658.47338	20717.81801	6290.47338	9228.47338	10411.81801	6290.47338	9228.47338	6290.47338	10411.81801
523	13658.80256	20717.81801	6300.802565	9248.802565	10411.81801	6300.802565	9248.802565	6300.802565	10411.81801
524	13651.47338	20717.81801	6290.47338	9235.47338	10411.81801	6290.47338	9235.47338	6290.47338	10411.81801
525	13654.47338	20717.81801	6290.47338	9232.47338	10411.81801	6290.47338	9232.47338	6290.47338	10411.81801
526	13645.1442	20717.81801	6280.144196	9221.144196	10411.81801	6280.144196	9221.144196	6280.144196	10411.81801
527	13632.81501	20717.81801	6269.815011	9212.815011	10411.81801	6269.815011	9212.815011	6269.815011	10411.81801
528	13641.1442	20717.81801	6280.144196	9225.144196	10411.81801	6280.144196	9225.144196	6280.144196	10411.81801
529	13641.1442	20717.81801	6280.144196	9225.144196	10411.81801	6280.144196	9225.144196	6280.144196	10411.81801
530	13639.1442	20717.81801	6280.144196	9227.144196	10411.81801	6280.144196	9227.144196	6280.144196	10411.81801
531	13642.1442	20717.81801	6280.144196	9224.144196	10411.81801	6280.144196	9224.144196	6280.144196	10411.81801
532	13641.1442	20717.81801	6280.144196	9225.144196	10411.81801	6280.144196	9225.144196	6280.144196	10411.81801
533	13652.47338	20717.81801	6290.47338	9234.47338	10411.81801	6290.47338	9234.47338	6290.47338	10411.81801
534	13652.47338	20717.81801	6290.47338	9234.47338	10411.81801	6290.47338	9234.47338	6290.47338	10411.81801
535	13644.1442	20717.81801	6280.144196	9222.144196	10411.81801	6280.144196	9222.144196	6280.144196	10411.81801
536	13629.81501	20717.81801	6269.815011	9215.815011	10411.81801	6269.815011	9215.815011	6269.815011	10411.81801
537	13629.81501	20717.81801	6269.815011	9215.815011	10411.81801	6269.815011	9215.815011	6269.815011	10411.81801
538	13633.81501	20717.81801	6269.815011	9211.815011	10411.81801	6269.815011	9211.815011	6269.815011	10411.81801
539	13634.81501	20717.81801	6269.815011	9210.815011	10411.81801	6269.815011	9210.815011	6269.815011	10411.81801
540	13635.81501	20717.81801	6269.815011	9209.815011	10411.81801	6269.815011	9209.815011	6269.815011	10411.81801
541	13660.47338	20717.81801	6290.47338	9226.47338	10411.81801	6290.47338	9226.47338	6290.47338	10411.81801
542	13665.47338	20717.81801	6290.47338	9221.47338	10411.81801	6290.47338	9221.47338	6290.47338	10411.81801
543	13666.47338	20717.81801	6290.47338	9220.47338	10411.81801	6290.47338	9220.47338	6290.47338	10411.81801
544	13668.47338	20717.81801	6290.47338	9218.47338	10411.81801	6290.47338	9218.47338	6290.47338	10411.81801
545	13668.47338	20717.81801	6290.47338	9218.47338	10411.81801	6290.47338	9218.47338	6290.47338	10411.81801
546	13655.1442	20717.81801	6280.144196	9211.144196	10411.81801	6280.144196	9211.144196	6280.144196	10411.81801
547	13655.1442	20717.81801	6280.144196	9211.144196	10411.81801	6280.144196	9211.144196	6280.144196	10411.81801
548	13650.81501	20717.81801	6269.815011	9194.815011	10411.81801	6269.815011	9194.815011	6269.815011	10411.81801
549	13638.48583	20717.81801	6259.485826	9186.485826	10411.81801	6259.485826	9186.485826	6259.485826	10411.81801
550	13641.48583	20717.81801	6259.485826	9183.485826	10411.81801	6259.485826	9183.485826	6259.485826	10411.81801
551	13642.48583	20717.81801	6259.485826	9182.485826	10411.81801	6259.485826	9182.485826	6259.485826	10411.81801
552	13639.48583	20717.81801	6259.485826	9185.485826	10411.81801	6259.485826	9185.485826	6259.485826	10411.81801
553	13641.48583	20717.81801	6259.485826	9183.485826	10411.81801	6259.485826	9183.485826	6259.485826	10411.81801
554	13630.15664	20717.81801	6249.156642	9174.156642	10411.81801	6249.156642	9174.156642	6249.156642	10411.81801
555	13630.15664	20717.81801	6249.156642	9174.156642	10411.81801	6249.156642	9174.156642	6249.156642	10411.81801
556	13629.15664	20717.81801	6249.156642	9175.156642	10411.81801	6249.156642	9175.156642	6249.156642	10411.81801
557	13642.48583	20717.81801	6259.485826	9182.485826	10411.81801	6259.485826	9182.485826	6259.485826	10411.81801
558	13652.81501	20717.81801	6269.815011	9192.815011	10411.81801	6269.815011	9192.815011	6269.815011	10411.81801
559	13637.48583	20717.81801	6259.485826	9187.485826	10411.81801	6259.485826	9187.485826	6259.485826	10411.81801
560	13639.48583	20717.81801	6259.485826	9185.485826	10411.81801	6259.485826	9185.485826	6259.485826	10411.81801
561	13630.15664	20717.81801	6249.156642	9174.156642	10411.81801	6249.156642	9174.156642	6249.156642	10411.81801
562	13632.15664	20717.81801	6249.156642	9172.156642	10411.81801	6249.156642	9172.156642	6249.156642	10411.81801
563	13632.15664	20717.81801	6249.156642	9172.156642	10411.81801	6249.156642	9172.156642	6249.156642	10411.81801
564	13634.15664	20717.81801	6249.156642	9170.156642	10411.81801	6249.156642	9170.156642	6249.156642	10411.81801
565	13648.48583	20717.81801	6259.485826	9176.485826	10411.81801	6259.485826	9176.485826	6259.485826	10411.81801
566	13635.15664	20717.81801	6249.156642	9169.156642	10411.81801	6249.156642	9169.156642	6249.156642	10411.81801
567	13636.15664	20717.81801	6249.156642	9168.156642	10411.81801	6249.156642	9168.156642	6249.156642	10411.81801
568	13646.48583	20717.81801	6259.485826	9178.485826	10411.81801	6259.485826	9178.485826	6259.485826	10411.81801
569	13620.82746	20717.81801	6238.827457	9162.827457	10411.81801	6238.827457	9162.827457	6238.827457	10411.81801
570	13620.82746	20717.81801	6238.827457	9162.827457	10411.81801	6238.827457	9162.827457	6238.827457	10411.81801
571	13623.82746	20717.81801	6238.827457	9159.827457	10411.81801	6238.827457	9159.827457	6238.827457	10411.81801
572	13640.15664	20717.81801	6249.156642	9164.156642	10411.81801	6249.156642	9164.156642	6249.156642	10411.81801
573	13627.82746	20717.81801	6238.827457	9155.827457	10411.81801	6238.827457	9155.827457	6238.827457	10411.81801
574	13629.82746	20717.81801	6238.827457	9153.827457	10411.81801	6238.827457	9153.827457	6238.827457	10411.81801
575	13624.82746	20717.81801	6238.827457	9158.827457	10411.81801	6238.827457	9158.827457	6238.827457	10411.81801
576	13617.82746	20717.81801	6238.827457	9165.827457	10411.81801	6238.827457	9165.827457	6238.827457	10411.81801
577	13620.82746	20717.81801	6238.827457	9162.827457	10411.81801	6238.827457	9162.827457	6238.827457	10411.81801
578	13644.48583	20717.81801	6259.485826	9180.485826	10411.81801	6259.485826	9180.485826	6259.485826	10411.81801
579	13646.48583	20717.81801	6259.485826	9178.485826	10411.81801	6259.485826	9178.485826	6259.485826	10411.81801
580	13662.1442	20717.81801	6280.144196	9204.144196	10411.81801	6280.144196	9204.144196	6280.144196	10411.81801
581	13639.48583	20717.81801	6259.485826	9185.485826	10411.81801	6259.485826	9185.485826	6259.485826	10411.81801
582	13628.15664	20717.81801	6249.156642	9176.156642	10411.81801	6249.156642	9176.156642	6249.156642	10411.81801
583	13646.48583	20717.81801	6259.485826	9178.485826	10411.81801	6259.485826	9178.485826	6259.485826	10411.81801
584	13650.48583	20717.81801	6259.485826	9174.485826	10411.81801	6259.485826	9174.485826	6259.485826	10411.81801
585	13641.15664	20717.81801	6249.156642	9163.156642	10411.81801	6249.156642	9163.156642	6249.156642	10411.81801
586	13643.15664	20717.81801	6249.156642	9161.156642	10411.81801	6249.156642	9161.156642	6249.156642	10411.81801
587	13658.48583	20717.81801	6259.485826	9166.485826	10411.81801	6259.485826	9166.485826	6259.485826	10411.81801
588	13659.48583	20717.81801	6259.485826	9165.485826	10411.81801	6259.485826	9165.485826	6259.485826	10411.81801
589	13673.81501	20717.81801	6269.815011	9171.815011	10411.81801	6269.815011	9171.815011	6269.815011	10411.81801
590	13658.15664	20717.81801	6249.156642	9146.156642	10411.81801	6249.156642	9146.156642	6249.156642	10411.81801
591	13659.15664	20717.81801	6249.156642	9145.156642	10411.81801	6249.156642	9145.156642	6249.156642	10411.81801
592	13657.15664	20717.81801	6249.156642	9147.156642	10411.81801	6249.156642	9147.156642	6249.156642	10411.81801
593	13656.15664	20717.81801	6249.156642	9148.156642	10411.81801	6249.156642	9148.156642	6249.156642	10411.81801
594	13651.82746	20717.81801	6238.827457	9131.827457	10411.81801	6238.827457	9131.827457	6238.827457	10411.81801
595	13660.15664	20717.81801	6249.156642	9144.156642	10411.81801	6249.156642	9144.156642	6249.156642	10411.81801
596	13649.82746	20717.81801	6238.827457	9133.827457	10411.81801	6238.827457	9133.827457	6238.827457	10411.81801
597	13640.49827	20717.81801	6228.498273	9122.498273	10411.81801	6228.498273	9122.498273	6228.498273	10411.81801
598	13657.15664	20717.81801	6249.156642	9147.156642	10411.81801	6249.156642	9147.156642	6249.156642	10411.81801
599	13661.15664	20717.81801	6249.156642	9143.156642	10411.81801	6249.156642	9143.156642	6249.156642	10411.81801
600	13663.15664	20717.81801	6249.156642	9141.156642	10411.81801	6249.156642	9141.156642	6249.156642	10411.81801
601	13677.81501	20717.81801	6269.815011	9167.815011	10411.81801	6269.815011	9167.815011	6269.815011	10411.81801
602	13656.15664	20717.81801	6249.156642	9148.156642	10411.81801	6249.156642	9148.156642	6249.156642	10411.81801
603	13659.15664	20717.81801	6249.156642	9145.156642	10411.81801	6249.156642	9145.156642	6249.156642	10411.81801
604	13659.15664	20717.81801	6249.156642	9145.156642	10411.81801	6249.156642	9145.156642	6249.156642	10411.81801
605	13671.48583	20717.81801	6259.485826	9153.485826	10411.81801	6259.485826	9153.485826	6259.485826	10411.81801
606	13672.48583	20717.81801	6259.485826	9152.485826	10411.81801	6259.485826	9152.485826	6259.485826	10411.81801
607	13673.48583	20717.81801	6259.485826	9151.485826	10411.81801	6259.485826	9151.485826	6259.485826	10411.81801
608	13679.48583	20717.81801	6259.485826	9145.485826	10411.81801	6259.485826	9145.485826	6259.485826	10411.81801
609	13669.15664	20717.81801	6249.156642	9135.156642	10411.81801	6249.156642	9135.156642	6249.156642	10411.81801
610	13689.81501	20717.81801	6269.815011	9155.815011	10411.81801	6269.815011	9155.815011	6269.815011	10411.81801
611	13690.81501	20717.81801	6269.815011	9154.815011	10411.81801	6269.815011	9154.815011	6269.815011	10411.81801
