,datum,bana,avd,häst,kön,ålder,kusk,spår,vodds,podds,plac,start,lopp_dist,dist,tid,kr,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_kmtid,h1_odds,h1_pris,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_kmtid,h2_odds,h2_pris,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_kmtid,h3_odds,h3_pris,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_kmtid,h4_odds,h4_pris,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_kmtid,h5_odds,h5_pris
10,2019-12-26,SOLVALLA,7,NIGHT BRODDE,h,4,Marc Elias,5,"5,81","3,05",1,AUTOSTART,2140M,2140,"1.12,1",40 560,191207,Åby,Conrad Lugauer,1,2140,7,"13,3a","5,01",125',191127,Solvalla,Conrad Lugauer,1,2140,5,"12,5a","5,12",60',191106,Åby,Conrad Lugauer,3,1640,2,"12,6a","5,87",70',190831,Jägersro,Conrad Lugauer,d,2640,1,6g,"8,05",125',190821,Jägersro,Conrad Lugauer,d,2640,5,9ag,"10,60",200'
11,2019-12-26,SOLVALLA,7,EMPIRE GARBO,v,5,Erik Adielsson,6,"50,65","8,21",2,AUTOSTART,2140M,2140,"1.12,5",19 140,191214,Bergsåker,Erik Adielsson,1,2140,1,"15,7","11,82",125',191126,Bergsåker,Ulf Ohlsson,2,2140,10,"15,9a","3,49",30',191109,Eskilstuna,Ulf Ohlsson,0,3160,4,"17,3","43,16",125',191025,Bergsåker,Ulf Ohlsson,1,2640,8,"15,8a","3,22",30',191002,Bergsåker,Ulf Ohlsson,6,2640,7,"14,8a","3,36",70'
12,2019-12-26,SOLVALLA,7,COBBYS OLIFANT,v,5,Thomas Uhrberg,1,"13,07","2,95",3,AUTOSTART,2140M,2140,"1.12,5",27 613,191212,Åby,Thomas Uhrberg,2,2640,6,"16,0","1,82",35',191113,Jägersro,Peter Ingves,3,2140,4,"12,7a","2,91",70',191026,Jägersro,Thomas Uhrberg,1,2140,10,"12,7a","6,07",125',191012,Åby,Thomas Uhrberg,3,2680,3,"13,9","11,12",150',190925,Åby,Thomas Uhrberg,3,2680,3,"14,0","5,22",70'
13,2019-12-26,SOLVALLA,7,MAN AT WORK,v,6,Örjan Kihlström,12,"5,50","1,74 - 2,24",4,AUTOSTART,2140M,2140,"1.12,8",23 686,191207,Åby,Örjan Kihlström,2,2140,9,"13,3a","2,31",125',191123,Jägersro,Örjan Kihlström,2,1640,6,"12,0a","2,52",125',191109,Eskilstuna,Ulf Ohlsson,4,2140,7,"14,1","2,51",125',191030,Solvalla,Örjan Kihlström,1,2140,10,"12,8a","1,95",60',181222,Mantorp,Jorma Kontio,0,1640,8,"15,9ag","2,40",125'
14,2019-12-26,SOLVALLA,7,GLOBAL WINNER,v,4,Björn Goop,2,"4,43","1,84 - 2,45",5,AUTOSTART,2140M,2140,"1.12,9",31 521,191130,Gävle,Örjan Kihlström,2,2640,11,"14,0a","3,93",125',191110,Eskilstuna,Kai P Jussila,0,2140,9,distag,"2,58",100',191102,Solvalla,Örjan Kihlström,7,2140,6,"13,8a","9,44",250',191016,Solvalla,Örjan Kihlström,1,3140,9,"15,2a","1,96",125',190914,Bollnäs,Örjan Kihlström,0,2140,8,ug,"2,70",125'
15,2019-12-26,SOLVALLA,7,AD HOC,h,4,Torbjörn Jansson,11,"51,15","8,33 - 12,23",6,AUTOSTART,2140M,2140,"1.12,9",35 370,191201,Örebro,Torbjörn Jansson,4,2100,1,"16,5ag","4,15",100',191114,Örebro,Torbjörn Jansson,2,2100,9,"14,3a","5,85",35',191026,Jägersro,Peter Ingves,2,2140,3,"12,7a","3,10",125',191009,Åby,Petter Engblom,0,2640,2,"16,2ag","4,10",70',190925,Åby,Peter Ingves,2,3180,3,"14,3","19,13",125'
16,2019-12-26,SOLVALLA,7,LEXINGTON HALL,v,6,Rikard N Skoglund,8,"49,84","6,94 - 10,19",7,AUTOSTART,2140M,2140,"1.12,9",18 252,191214,Bergsåker,Rikard N Skoglund,2,2140,12,"16,3","16,20",125',191201,Örebro,Jorma Kontio,2,1609,2,"12,5a","8,60",100',191023,Solvalla,Jorma Kontio,0,2160,8,"14,3","7,37",60',190928,Solvalla,Mika Forss,5,2140,9,"12,6a","30,62",250',190921,Färjestad,Örjan Kihlström,0,1640,10,"12,3a","10,15",125'
17,2019-12-26,SOLVALLA,7,KENNEDY,h,4,Adrian Kolgjini,4,"23,77","6,22 - 9,11",0,AUTOSTART,2140M,2140,"1.13,0",27 413,191207,Åby,Kim Eriksson,0,2140,10,"14,1a","22,03",125',191109,Eskilstuna,Adrian Kolgjini,3,2140,9,"14,0","13,91",125',191026,Jägersro,Adrian Kolgjini,3,3160,1,"14,9","3,52",125',191012,Åby,Adrian Kolgjini,1,2660,3,"14,2","3,12",150',190928,Solvalla,Adrian Kolgjini,5,2140,5,"12,8a","17,04",200'
18,2019-12-26,SOLVALLA,7,CHAPUY,v,5,Åke Lindblom,7,"31,78","5,30 - 7,73",0,AUTOSTART,2140M,2140,"1.13,2g",18 559,191123,Jägersro,Åke Lindblom,1,1640,4,"11,9a","12,14",125',191019,Romme,Åke Lindblom,0,2140,4,"14,9g","29,24",125',190911,Solvalla,Mats Holmstedt,1,1640,4,"11,3a","3,79",40',190808,Örebro,Åke Lindblom,1,1609,4,"11,4a","2,29",25',190731,Mantorp,Åke Lindblom,5,1640,5,"12,2a","11,96",40'
19,2019-12-26,SOLVALLA,7,MAGIC CASH,v,4,Jorma Kontio,3,"6,98","2,02 - 2,73",0,AUTOSTART,2140M,2140,"1.14,7",44 875,191130,Gävle,Jorma Kontio,1,2640,5,"13,7a","3,76",125',191019,Romme,Jorma Kontio,1,3160,3,"14,3","4,66",125',190914,Bollnäs,Örjan Kihlström,0,3140,10,"15,9ag","3,87",125',190904,Solvalla,Jorma Kontio,1,3140,3,"15,6a","1,30",40',190821,Jägersro,Jorma Kontio,5,2640,3,"13,7a","8,57",200'
20,2019-12-26,SOLVALLA,7,GOLDEN DREAM M.E.,h,3,Noralf Braekken,9,"21,98","4,65 - 6,73",d,AUTOSTART,2140M,2140,10g,45 482,191209,Leangen,Noralf Braekken,1,2140,,"15,7a","1,19",,191130,Gävle,Noralf Braekken,0,2640,6,"14,4a","18,91",125',191116,Bjerke,Noralf Braekken,3,1609,,"13,3a","28,50",,(191109),Jarlsberg,Noralf Braekken,3,2100,,"15,3a","2,10",,(191026),Bergen,Noralf Braekken,1,2100,,"14,0a","2,40",
21,2019-12-26,SOLVALLA,7,HARRAN BOKO,v,5,Conrad Lugauer,10,"5,01","1,80 - 2,37",d,AUTOSTART,2140M,2140,12g,34 258,191109,Eskilstuna,Conrad Lugauer,1,2140,8,"13,5","17,31",125',191102,Solvalla,Conrad Lugauer,0,2140,8,"14,1a","17,24",250',191001,Jägersro,Conrad Lugauer,1,2140,4,"12,9a","1,97",125',190525,Solvalla,Conrad Lugauer,d,2140,9,10ag,"19,98",250',190511,Åby,Conrad Lugauer,6,2140,11,"13,6","9,50",125'
22,2019-12-26,SOLVALLA,1,STEPPING SPACEBOY,h,6,Stefan Söderkvist,1,"6,56","2,33",1,AUTOSTART,2140M,2140,"1.12,5",36 937,191207,Åby,Stefan Söderkvist,1,1640,1,"12,0a","11,49",200',190720,Axevalla,Stefan Söderkvist,0,2640,2,"13,8a","57,25",200',190629,Eskilstuna,Stefan Söderkvist,2,2140,2,"11,9a","8,23",300',190601,Mantorp,Stefan Söderkvist,0,2640,3,"15,1ag","26,02",200',190518,Gävle,Carl Johan Jepson,1,2140,9,"12,0a","8,04",150'
23,2019-12-26,SOLVALLA,1,ELIAN WEB,v,7,Janne Soronen,10,"9,23","3,12",2,AUTOSTART,2140M,2140,"1.12,6",101 790,191130,Gävle,Jorma Kontio,0,3140,11,"14,5a","5,89",200',191102,Solvalla,Torbjörn Jansson,2,2140,6,"12,1a","12,85",400',191019,Romme,Jorma Kontio,2,1640,11,"10,9a","18,51",200',191003,Bollnäs,Janne Soronen,3,1640,7,"11,9a","7,08",75',190831,Vermo,Jorma Kontio,3,2100,,"11,6a","3,50",
24,2019-12-26,SOLVALLA,1,DIGITAL INK,v,10,Robert Bergh,9,"8,95","2,12",3,AUTOSTART,2140M,2140,"1.12,7",76 489,191214,Bergsåker,Robert Bergh,1,2640,8,"16,7a","11,64",200',191130,Gävle,Dwight Pieters,2,3140,4,"14,2a","19,92",200',191107,Bergsåker,Robert Bergh,1,1660,1,"11,1","1,63",40',191102,Solvalla,Robert Bergh,3,2140,3,"12,2a","42,93",400',191012,Åby,Robert Bergh,2,2640,10,"13,4a","62,86",500'
25,2019-12-26,SOLVALLA,1,GLOBAL TRUSTWORTHY,h,6,Jorma Kontio,2,"5,03","1,74 - 2,32",4,AUTOSTART,2140M,2140,"1.12,9",158 628,191214,Bergsåker,Örjan Kihlström,2,2640,3,"16,7a","1,90",200',191123,Jägersro,Jorma Kontio,5,2140,4,"12,1a","2,40",200',191102,Solvalla,Jorma Kontio,1,2140,2,"12,1a","4,13",400',191012,Åby,Rikard N Skoglund,4,2640,9,"13,4a","7,35",500',190929,Solvalla,Jorma Kontio,1,2140,1,"12,0a","3,71",400'
26,2019-12-26,SOLVALLA,1,MR GOLDEN QUICK,v,6,Magnus A Djuse,5,"16,46","4,11 - 6,01",5,AUTOSTART,2140M,2140,"1.12,9",44 205,191214,Bergsåker,Magnus A Djuse,0,2640,10,"17,3a","8,06",200',191130,Gävle,Magnus A Djuse,3,3140,1,"14,2a","13,83",200',191116,Vermo,Iikka Nurmonen,3,2120,,"14,9a","8,30",,191108,Umåker,Magnus A Djuse,2,3700,4,"16,0","2,08",75',191029,Solvalla,Magnus A Djuse,2,2640,8,"14,2a","4,55",100'
27,2019-12-26,SOLVALLA,1,MILLIGAN'S SCHOOL,h,6,Ulf Eriksson,7,"2,84","1,54 - 1,88",6,AUTOSTART,2140M,2140,"1.12,9",131 964,191217,Solvalla,Ulf Eriksson,1,2140,3,"12,7a","1,45",100',191130,Gävle,Ulf Eriksson,1,3140,5,"14,0a","1,99",200',191109,Eskilstuna,Ulf Eriksson,1,1640,5,"11,6a","2,89",200',191102,Solvalla,Carl Johan Jepson,7,2140,9,"12,6a","7,84",400',191019,Romme,Ulf Eriksson,1,1640,4,"10,9a","1,41",200'
28,2019-12-26,SOLVALLA,1,RECKLESS,h,9,Björn Goop,6,"26,12","4,22 - 6,16",7,AUTOSTART,2140M,2140,"1.13,0",78 009,191130,Gävle,Carl Johan Jepson,4,3140,3,"14,3a","30,66",200',191026,Jägersro,Stefan Söderkvist,0,2640,3,"13,1a","40,54",400',191012,Åby,Stefan Söderkvist,7,2640,5,"13,5a","35,54",500',190921,Färjestad,Björn Goop,5,2140,2,"11,5a","12,59",200',190901,Jägersro,Björn Goop,2,3200,2,"13,5","1,82",100'
29,2019-12-26,SOLVALLA,1,DISCO VOLANTE,v,6,Ulf Ohlsson,11,"25,91","4,32 - 6,32",0,AUTOSTART,2140M,2140,"1.13,1",63 306,191214,Bergsåker,Per Linderoth,3,2640,6,"16,9a","26,32",200',191109,Eskilstuna,Ulf Ohlsson,3,1640,9,"11,7a","10,40",200',191012,Åby,Ulf Ohlsson,0,2640,4,"13,5a","39,34",500',190929,Solvalla,Ulf Ohlsson,6,2140,6,"12,4a","53,81",400',190914,Bollnäs,Carl Johan Jepson,3,1640,6,"10,7a","17,04",200'
30,2019-12-26,SOLVALLA,1,RAGAZZO DA SOPRA,v,6,Carl Johan Jepson,3,"22,38","3,07 - 4,40",0,AUTOSTART,2140M,2140,"1.13,3",39 407,191130,Gävle,Erik Adielsson,6,3140,9,"14,4ag","17,49",200',191102,Solvalla,Rikard N Skoglund,0,2140,8,"12,8a","45,85",400',191005,Skellefteå,Carl Johan Jepson,0,3180,6,"14,7","4,40",200',190921,Färjestad,Jorma Kontio,1,2140,5,"11,3a","33,75",200',190828,Solvalla,Carl Johan Jepson,3,2640,6,"12,5a","2,30",60'
31,2019-12-26,SOLVALLA,1,EVALUATE,h,4,Örjan Kihlström,4,"13,85","2,61 - 3,69",0,AUTOSTART,2140M,2140,"1.13,8",104 911,191217,Solvalla,Örjan Kihlström,2,2140,3,"13,7a",,100',191127,Solvalla,Björn Goop,2,2140,5,"11,9a","1,96",300',191109,Eskilstuna,Torbjörn Jansson,0,1640,10,"12,4a","39,93",200',191027,Solvalla,Stefan Melander,0,2140,6,"13,1a","4,43",200',191016,Solvalla,Stefan Melander,0,2140,4,"14,2a","8,23",100'
32,2019-12-26,SOLVALLA,2,SEISMIC WAVE,v,4,Örjan Kihlström,3,"2,09","1,42",1,AUTOSTART,2140M,2140,"1.12,7",32 314,191130,Gävle,Örjan Kihlström,1,2140,11,"13,4a","2,18",125',191110,Eskilstuna,Örjan Kihlström,1,2140,8,"13,1a","1,75",100',191013,Hamburg,Jorma Kontio,0,2200,,"14,1a","3,95",,190923,Örebro,Jorma Kontio,1,2100,5,"13,7a","1,36",25',181007,US,Simon Allard,1,1609,,"8 ,5a","5,30",
33,2019-12-26,SOLVALLA,2,BEARTIME,v,4,Rikard N Skoglund,9,"30,19","3,51",2,AUTOSTART,2140M,2140,"1.12,7",30 711,191207,Åby,Örjan Kihlström,1,1640,3,"12,4a","3,23",125',191116,Bjerke,Rikard N Skoglund,2,2100,,"16,0a","5,00",,191102,Solvalla,Örjan Kihlström,2,2140,1,"14,3a","10,33",250',191020,Örebro,Carl Johan Jepson,2,2100,6,"14,0a","10,70",125',191007,Färjestad,Henna Halme,3,2140,9,"15,2a","3,59",25'
34,2019-12-26,SOLVALLA,2,VELASQUEZ GAR,v,5,Kevin Oscarsson,5,"9,65","2,19",3,AUTOSTART,2140M,2140,"1.12,8",13 486,191207,Åby,Kevin Oscarsson,3,2140,5,"13,5a","16,62",125',191123,Jägersro,Kevin Oscarsson,2,2640,8,"15,0","5,42",125',191109,Eskilstuna,Kevin Oscarsson,2,2140,5,"14,5a","6,32",125',191026,Jägersro,Kevin Oscarsson,2,2140,7,"13,4a","38,04",125',191012,Åby,Leif Millerud,2,2140,7,"13,9a","8,66",125'
35,2019-12-26,SOLVALLA,2,GIANT SHADOW,v,6,Björn Goop,11,"3,83","1,41 - 2,11",4,AUTOSTART,2140M,2140,"1.12,9",34 078,191102,Solvalla,Björn Goop,1,2140,12,"13,3a","2,70",250',191026,Jägersro,Carl Johan Jepson,1,2140,2,"13,2a","1,41",125',191005,Skellefteå,Carl Johan Jepson,1,1640,8,"12,1a","1,65",125',190910,Solvalla,Björn Goop,1,1640,11,"11,5a","1,72",60',190814,Solvalla,Björn Goop,1,2140,11,"13,6a","2,03",60'
36,2019-12-26,SOLVALLA,2,HURRICANE RIVER,v,4,Thomas Uhrberg,12,"136,38","10,46 - 22,86",5,AUTOSTART,2140M,2140,"1.12,9",21 434,191207,Åby,Thomas Uhrberg,5,1640,12,"13,1a","25,76",125',191109,Eskilstuna,Ulf Ohlsson,3,2140,4,"14,6a","5,94",125',191026,Jägersro,Thomas Uhrberg,d,2140,9,tr2a,"29,95",125',191015,Axevalla,Ulf Ohlsson,0,2140,6,"13,8a","62,54",110',190930,Halmstad,Thomas Uhrberg,3,2140,7,"13,8a","30,67",125'
37,2019-12-26,SOLVALLA,2,ECLIPSE AM,h,5,Adrian Kolgjini,2,"63,74","5,44 - 11,65",6,AUTOSTART,2140M,2140,"1.12,9",17 228,191123,Jägersro,Adrian Kolgjini,3,2640,4,"15,1","8,33",125',191109,Eskilstuna,Adrian Kolgjini,0,2140,3,"14,9a","6,67",125',191026,Jägersro,Adrian Kolgjini,4,2140,8,"13,6a","16,29",125',191012,Åby,Magnus A Djuse,2,2140,10,"12,6a","6,22",125',190929,Solvalla,Dante Kolgjini,4,2140,1,"13,3a","7,48",100'
38,2019-12-26,SOLVALLA,2,ELDORADO MEARAS,v,5,Peter Untersteiner,8,"91,39","7,19 - 15,54",7,AUTOSTART,2140M,2140,"1.13,0",19 969,191207,Åby,Johan Untersteiner,2,1640,10,"12,6a","22,56",125',191123,Jägersro,Henriette Larsen,d,2640,2,ug,"16,03",125',191109,Eskilstuna,Johan Untersteiner,4,2140,11,"14,7a","29,56",125',191021,Halmstad,Peter Untersteiner,1,2160,1,"14,0","13,64",75',191008,Jägersro,Peter Untersteiner,2,2640,2,"14,7a","11,98",30'
39,2019-12-26,SOLVALLA,2,RIBAUDE,v,6,Carl Johan Jepson,10,"60,82","4,44 - 9,36",0,AUTOSTART,2140M,2140,"1.13,0",18 476,191130,Gävle,Carl Johan Jepson,2,2140,10,"13,5a","20,27",125',191113,Solvalla,Björn Goop,1,2140,1,"13,3a","8,17",60',190921,Färjestad,Marc Elias,3,2640,9,"15,1a","5,58",60',190831,Jägersro,Carl Johan Jepson,6,2140,2,"13,5a","21,33",125',190817,Örebro,Björn Goop,3,3100,10,"15,5a","18,52",125'
40,2019-12-26,SOLVALLA,2,FRANKLIN FACE,v,4,Erik Adielsson,7,"31,38","3,02 - 6,09",0,AUTOSTART,2140M,2140,"1.13,2",26 490,191123,Jägersro,Erik Adielsson,1,2640,6,"14,9","4,06",125',191113,Jägersro,Adrian Kolgjini,1,1640,7,"12,6a","1,96",70',191026,Jägersro,Lutfi Kolgjini,7,2140,5,"13,7a","31,06",125',191017,Jägersro,Lutfi Kolgjini,1,1640,4,"13,4a","2,67",30',190925,Åby,Christoffer Eriksson,1,1640,2,"12,4a","3,23",40'
41,2019-12-26,SOLVALLA,2,MUSCLE LANE,v,5,Ken Ecce,1,"28,38","2,86 - 5,71",0,AUTOSTART,2140M,2140,"1.14,2",16 748,191206,Charlottenlund,Steen Juul,1,2540,,"17,0","1,25",,191116,Bjerke,Ken Ecce,1,2100,,"15,9a","6,20",,191026,Jägersro,Steen Juul,d,2140,3,uag,"9,23",125',191002,Solvalla,Thomas Uhrberg,2,2160,8,"13,9","1,51",60',190920,Charlottenlund,Steen Juul,1,2520,,"14,8","1,80",
42,2019-12-26,SOLVALLA,2,NO LIMIT ROYALTY,h,4,Ulf Ohlsson,6,"33,69","4,16 - 8,72",d,AUTOSTART,2140M,2140,10g,24 090,191207,Åby,Janne Korpi,6,1640,4,"13,2a","6,28",125',191130,Gävle,Janne Korpi,3,2140,5,"13,6a","13,89",125',191109,Eskilstuna,Janne Korpi,5,2140,1,"14,7a","9,30",125',191023,Solvalla,Björn Goop,1,2140,7,"14,0","2,23",60',191008,Solvalla,Björn Goop,d,2140,9,2ag,"2,54",60'
43,2019-12-26,SOLVALLA,3,LÖVDALA PRINCIPITO,v,8,Emilia Leo,2,"4,73","1,76",1,VOLTSTART,3140M,3180,"1.15,4",15 189,191130,Gävle,Emilia Leo,3,2640,9,"14,1a","16,64",125',191115,Romme,Emilia Leo,1,2140,10,"14,7a","8,16",30',191018,Bollnäs,Emilia Leo,1,2140,1,"15,2a","1,40",25',190914,Bollnäs,Emilia Leo,2,2140,2,"13,7a","5,17",100',190831,Rättvik,Emilia Leo,1,2160,1,"14,9","1,51",20'
44,2019-12-26,SOLVALLA,3,REMARKABLE FEET,h,4,Jörgen Westholm,1,"14,14","3,22",2,VOLTSTART,3140M,3180,"1.15,5",31 088,191027,Solvalla,Jörgen Westholm,0,2140,11,"13,3a","31,44",200',191019,Romme,Jörgen Westholm,0,2140,9,"14,9g","54,17",125',190906,Umåker,Jörgen Westholm,6,2140,12,"14,5a","14,95",110',190717,Eskilstuna,Jörgen Westholm,d,2640,10,7ag,"11,88",300',190704,Halmstad,Jörgen Westholm,6,1609,8,"12,9a","12,17",150'
45,2019-12-26,SOLVALLA,3,SIR HENRY P.HILL,h,6,Rikard N Skoglund,1,"10,57","2,70",3,VOLTSTART,3140M,3200,"1.15,7",16 863,191127,Solvalla,Jörgen Westholm,d,2140,9,7ag,"4,13",60',191113,Solvalla,Jörgen Westholm,2,2140,11,"13,7a","5,33",60',191021,Rättvik,Jörgen Westholm,2,2660,5,"14,9","2,59",22',190824,Bergsåker,Jörgen Westholm,d,1640,1,11ag,"11,21",125',190803,Rättvik,Oskar J Andersson,0,2660,1,ug,"11,57",300'
46,2019-12-26,SOLVALLA,3,PYROLATOR,v,8,Carl Johan Jepson,1,"31,58","1,96 - 4,87",4,VOLTSTART,3140M,3160,"1.16,8",8 521,191210,Solvalla,Torbjörn Jansson,4,3140,5,"17,2","20,24",60',191119,Solvalla,Carl Johan Jepson,3,2660,1,"15,6g","8,93",40',190925,Solvalla,Torbjörn Jansson,5,2640,6,"15,9","13,55",40',190903,Eskilstuna,Carl Johan Jepson,4,2640,1,"15,2","15,86",50',190618,Eskilstuna,Dick S Jansson,0,2640,3,"16,5","31,67",25'
47,2019-12-26,SOLVALLA,3,SIR ARMANI,v,10,Erik Adielsson,2,"108,74","3,79 - 10,68",5,VOLTSTART,3140M,3140,"1.17,3",3 639,191129,Axevalla,Stefan Söderkvist,3,3180,8,"17,9","80,69",25',191124,Eskilstuna,Jorma Kontio,6,2140,8,"16,5","18,00",35',191115,Axevalla,Mikael J Andersson,0,2140,7,"17,3a","121,60",25',191103,Axevalla,Kaj Widell,0,1660,5,"17,0","16,43",15',191029,Axevalla,Henrik Rudqvist,5,2160,7,"18,0g","19,03",10'
