,datum,bana,avd,häst,kön,ålder,kusk,spår,vodds,podds,plac,start,lopp_dist,dist,tid,kr,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_kmtid,h1_odds,h1_pris,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_kmtid,h2_odds,h2_pris,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_kmtid,h3_odds,h3_pris,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_kmtid,h4_odds,h4_pris,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_kmtid,h5_odds,h5_pris
10,2018-09-09,BJERKE,1,RADIEUX,v,8,Örjan Kihlström,1,"18,90","2,23 - 5,53",0,AUTOSTART,2100M,2100,"1.14,3",32 966,(180906),Bergen,Svein Ove Wassberg,,2640,1,,-,24',(180830),Bergen,Svein Ove Wassberg,2,2100,5,"13,8a","2,40",18',180823,Bjerke,Svein Ove Wassberg,0,1609,7,"13,7ag","15,10",102',(180807),Forus,Svein Ove Wassberg,1,2040,3,"13,4a","4,40",20',(180727),Biri,Kristine Kvasnes,2,1609,4,"12,7a","2,20",31'
11,2018-09-09,BJERKE,1,SPEEDMEISTER,v,8,Jørn Morten Kvikstad,12,"45,20","4,55 - 12,78",0,AUTOSTART,2100M,2100,"1.14,4",11 337,180813,Färjestad,Jörn Morten Kvikstad,1,2140,4,"13,5a","9,24",50',(180728),Biri,Jørn Morten Kvikstad,6,2600,9,"14,5a","44,80",254',180705,Halmstad,Jörn Morten Kvikstad,3,2140,1,"12,7a","24,34",100',180620,Bjerke,Jørn Morten Kvikstad,2,2100,9,"14,1ag","5,60",31',180530,Bjerke,Jørn Morten Kvikstad,3,2100,1,"13,1a","9,70",31'
12,2018-09-09,BJERKE,2,TEKNO ELD,h,4,Ulf Ohlsson,3,"1,58","1,17",1,AUTOSTART,2600M,2600,"1.26,3",87 420,180827,Bjerke,Ulf Ohlsson,1,2600,1,"27,7a","1,00",31',180809,Bollnäs,Ulf Ohlsson,1,1640,1,"22,7a","2,14",150',180725,Östersund,Ulf Ohlsson,2,2140,3,"24,2a","1,41",700',180715,Östersund,Ulf Ohlsson,1,2140,1,"24,6a","1,12",50',180702,Hagmyren,Ulf Ohlsson,1,2140,8,"25,7a","1,05",100'
13,2018-09-09,BJERKE,2,PHILIP ESS,h,4,Øystein Tjomsland,1,"3,55","1,19",2,AUTOSTART,2600M,2600,"1.26,6",56 928,180827,Bjerke,Øystein Tjomsland,1,2600,3,"27,2a","1,50",31',180809,Bollnäs,Örjan Kihlström,2,1640,4,"22,8a","1,68",150',180725,Östersund,Öystein Tjomsland,1,2140,1,"24,0a","10,57",700',180715,Östersund,Öystein Tjomsland,2,2140,9,"24,6a","20,93",50',180701,Sörlandet,Øystein Tjomsland,3,2160,1,"25,9","3,30",16'
14,2018-09-09,BJERKE,2,LOME DIAMANT,h,4,Åsbjørn Tengsareid,11,"30,58","1,79",3,AUTOSTART,2600M,2600,"1.27,0",44 674,180827,Bjerke,Åsbjørn Tengsareid,4,2600,3,"27,9ag","8,50",31',(180703),Forus,Kjetil Djøseland,2,2060,2,"25,1","2,10",16',180617,Forus,Åsbjørn Tengsareid,3,2040,3,"24,6","21,30",20',180501,Forus,Kjetil Djøseland,3,2060,5,"26,6","3,00",20',180414,Bjerke,Kjetil Djøseland,2,2100,2,"26,2a","7,90",204'
15,2018-09-09,BJERKE,2,MÅNLYKKE A.M.,h,4,Jan-Olov Persson,2,"11,47","1,55 - 3,70",4,AUTOSTART,2600M,2600,"1.27,0",24 336,180827,Bjerke,Jan-Olov Persson,1,2600,2,"28,0a","1,90",31',180809,Bollnäs,Jan-Olov Persson,4,1640,3,"23,0a","11,58",150',180518,SK*,Jan-Olov Persson,1,2160,10,"29,8g","1,10",,180420,Umåker,Jan-Olov Persson,1,2180,2,"26,2","1,08",35',180409,Östersund,Jan-Olov Persson,1,2160,3,"27,7","1,24",35'
16,2018-09-09,BJERKE,2,JARAND,v,4,Adrian Solberg Akselsen,8,"142,48","5,60 - 17,34",5,AUTOSTART,2600M,2600,"1.27,0",9 490,180827,Bjerke,Adrian Solberg Akselsen,4,2600,1,"27,7a","30,00",31',180813,Bjerke,Adrian Solberg Akselsen,3,2100,8,"30,0a","8,30",20',180801,Bjerke,Adrian Solberg Akselsen,2,2600,3,"30,0a","16,10",31',180725,Bjerke,Adrian Solberg Akselsen,2,2100,4,"31,0ag","12,50",24',180627,Bjerke,Adrian Solberg Akselsen,0,2100,13,"31,3ag","16,40",16'
17,2018-09-09,BJERKE,2,VALLE ASK,h,4,Tom Erik Solberg,5,"15,09","1,56 - 3,73",6,AUTOSTART,2600M,2600,"1.27,4g",62 086,180827,Bjerke,Tom Erik Solberg,2,2600,3,"28,0a","1,90",31',180725,Östersund,Tom Erik Solberg,4,2140,4,"25,7ag","8,80",700',180715,Östersund,Tom Erik Solberg,2,2140,6,"24,7a","2,35",50',(180706),Jarlsberg,Tom Erik Solberg,2,2100,6,"25,0a","1,70",24',180523,Bjerke,Tom Erik Solberg,3,2200,1,"24,5","3,10",31'
18,2018-09-09,BJERKE,2,PROFESSOR Ø.K.,h,4,Kjetil Djøseland,10,"37,97","3,79 - 11,32",7,AUTOSTART,2600M,2600,"1.27,7g",19 238,180827,Bjerke,Kjetil Djøseland,3,2600,6,"27,8a","21,60",31',(180721),Sörlandet,Kjetil Djøseland,1,2140,5,"27,8","1,60",41',(180707),Jarlsberg,Kjetil Djøseland,1,2100,5,"26,2","1,60",41',(180626),Forus,Kjetil Djøseland,1,2060,2,"26,8","1,60",14',(180616),Forus,Kjetil Djøseland,6,2060,5,"28,8g","2,00",41'
19,2018-09-09,BJERKE,2,MOE TYR,h,4,Gunnar Austevoll,6,"56,28","2,89 - 8,25",8,AUTOSTART,2600M,2600,"1.27,8g",13 543,180827,Bjerke,Gunnar Austevoll,3,2600,4,"27,5a","25,40",31',180815,Bjerke,Tom Erik Solberg,1,2100,10,"26,8a","2,50",31',(180721),Sörlandet,Tom Erik Solberg,4,2160,3,"27,5","6,90",41',(180711),Sörlandet,Tom Erik Solberg,2,2140,2,"27,5a","3,10",31',(180623),Leangen,Tom Erik Solberg,0,2180,2,"29,8","4,00",127'
20,2018-09-09,BJERKE,2,HUGO BÄCK,h,4,Gøran Antonsen,12,"107,95","6,21 - 19,36",9,AUTOSTART,2600M,2600,"1.28,3",17 266,180827,Bjerke,Gøran Antonsen,4,2600,6,"28,8a","19,10",31',180809,Bollnäs,Göran Antonsen,5,1640,8,"23,9a","46,93",150',180725,Östersund,Göran Antonsen,0,2140,5,"27,0ag","61,27",700',180715,Östersund,Göran Antonsen,3,2140,2,"25,7a","44,13",50',(180623),Leangen,Gøran Antonsen,1,2160,1,"29,8","4,80",127'
21,2018-09-09,BJERKE,2,BALDER MOLLYN,h,4,Per Oleg Midtfjeld,7,"77,30","4,07 - 12,30",10,AUTOSTART,2600M,2600,"1.28,5",45 262,180827,Bjerke,Per Oleg Midtfjeld,3,2600,9,"28,2a","13,60",31',180509,Bjerke,Per Oleg Midtfjeld,5,2100,5,"26,1a","6,00",31',180414,Bjerke,Per Oleg Midtfjeld,d,2100,1,0ag,"13,00",204',171104,Biri,Per Oleg Midtfjeld,2,2100,5,"28,6a","3,70",407',(171020),Biri,Per Oleg Midtfjeld,3,2100,5,"28,2a","2,30",31'
22,2018-09-09,BJERKE,2,BOKLI RAPP,h,4,Geir Flåten,4,"24,78","2,59 - 7,25",11,AUTOSTART,2600M,2600,"1.28,6",23 801,180827,Bjerke,Geir Flåten,2,2600,5,"27,3a","3,90",31',180725,Östersund,Geir Flåten,6,2140,2,"26,1a","4,72",700',180715,Östersund,Geir Flåten,1,2140,9,"24,5a","5,66",50',180630,Momarken,Geir Flåten,5,2640,3,"25,9a","14,30",51',180606,Bjerke,Geir Flåten,6,2100,4,"26,3ag","2,10",31'
23,2018-09-09,BJERKE,2,GRISLEFAKSEN G.L.,h,4,Jan Roar Mjølnerød,9,"25,30","2,43 - 6,69",d,AUTOSTART,2600M,2600,0,33 423,180827,Bjerke,Jan Roar Mjølnerød,2,2600,9,"27,8a","10,10",31',180809,Bollnäs,Jan Roar Mjölneröd,3,1640,2,"22,9a","35,35",150',(180728),Biri,Ole-Christian Kjenner,3,2100,2,"27,0a","7,30",41',180715,Östersund,Jan Roar Mjölneröd,0,2140,6,"26,9ag","6,13",50',180623,Rättvik,Jan Roar Mjölneröd,2,2160,3,"25,3","3,52",60'
24,2018-09-09,BJERKE,3,STOLETHESHOW,h,3,Erlend Rennesvik,11,"26,34","1,81",1,AUTOSTART,2100M,2100,"1.13,4",57 564,180828,Bjerke,Erlend Rennesvik,3,2100,4,"15,5a","2,00",31',180715,Biri,Erlend Rennesvik,2,2100,1,"15,3a","3,00",31',180527,Solvalla,Erlend Rennesvik,6,1640,7,"12,8a","20,50",400',(180519),Jarlsberg,Erlend Rennesvik,1,2100,5,"13,5a","9,40",305',180210,Solvalla,Johnny Takter,2,2140,4,"15,9a","2,54",70'
25,2018-09-09,BJERKE,3,CATHERINE'S CHEVY,h,3,Eirik Høitomt,1,"1,47","1,13",2,AUTOSTART,2100M,2100,"1.13,4g",68 085,180828,Bjerke,Eirik Høitomt,1,2100,6,"14,5a","1,30",31',180811,Åby,Peter Untersteiner,1,2140,4,"12,9a","3,93",125',(180728),Biri,Eirik Høitomt,4,2100,2,"15,1a","2,60",407',180715,Biri,Eirik Høitomt,1,2100,4,"14,6a","1,40",31',(180623),Leangen,Eirik Høitomt,1,2140,5,"17,4a","1,30",127'
26,2018-09-09,BJERKE,3,NOBLE SUPERB,h,3,Magnus Teien Gundersen,2,"5,11","1,24",3,AUTOSTART,2100M,2100,"1.13,7",39 698,180828,Bjerke,Magnus Teien Gundersen,1,2100,5,"14,3a","4,60",31',(180728),Biri,Magnus Teien Gundersen,3,2100,3,"15,1a","10,20",407',180715,Biri,Magnus Teien Gundersen,3,2100,7,"15,4a","4,50",31',(180705),Jarlsberg,Magnus Teien Gundersen,1,2100,7,"15,0a","1,50",41',180606,Bjerke,Magnus Teien Gundersen,1,2140,1,"17,2","1,40",16'
27,2018-09-09,BJERKE,3,MAX BRADY,h,3,Geir Vegard Gundersen,3,"12,99","1,83 - 4,88",4,AUTOSTART,2100M,2100,"1.13,8",82 449,180828,Bjerke,Magnus Teien Gundersen,1,2100,5,"15,4a","4,50",31',(180728),Biri,Svein Ove Wassberg,1,2100,5,"15,0a","37,80",407',180715,Biri,Magnus Teien Gundersen,4,2100,2,"15,9a","12,70",31',(180705),Jarlsberg,Magnus Teien Gundersen,3,2100,5,"14,9a","2,90",41',(180613),Jarlsberg,Magnus Teien Gundersen,2,2100,2,"15,7a","5,40",41'
28,2018-09-09,BJERKE,3,L.J.'S MUSCLEMADNESS,h,3,Jomar Blekkan,5,"58,95","3,27 - 10,02",5,AUTOSTART,2100M,2100,"1.14,0",14 886,180828,Bjerke,Jomar Blekkan,2,2100,3,"14,9a","6,50",31',(180728),Biri,Jomar Blekkan,6,2100,9,"16,1ag","14,80",407',180715,Biri,Jomar Blekkan,2,2100,2,"15,3a","4,60",31',(180705),Jarlsberg,Jomar Blekkan,1,2100,1,"14,4a","14,10",41',180622,Leangen,Jomar Blekkan,1,2140,4,"18,8","2,00",20'
29,2018-09-09,BJERKE,3,ROYAL MUSCLE,h,3,Frode Hamre,6,"6,44","1,34 - 3,08",6,AUTOSTART,2100M,2100,"1.14,4",79 905,180828,Bjerke,Frode Hamre,3,2100,7,"14,7a","1,70",31',(180728),Biri,Frode Hamre,2,2100,1,"15,1a","1,80",407',180715,Biri,Frode Hamre,1,2100,4,"15,1a","1,40",31',180610,Bjerke,Frode Hamre,1,2100,8,"14,7a","1,50",204',180530,Bjerke,Per Oleg Midtfjeld,1,2140,3,"15,4","1,20",16'
30,2018-09-09,BJERKE,3,STRONG CASE,h,3,Mads Hviid Nielsen,4,"24,04","2,23 - 6,30",7,AUTOSTART,2100M,2100,"1.14,5",10 128,180828,Bjerke,Mads Hviid Nielsen,2,2100,1,"14,5a","11,30",31',180810,Åby,Mads H Nielsen,0,2140,1,ua,"2,26",30',180722,NY*,Mads Hviid Nielsen,1,1640,2,"17,2a","1,40",,180706,Skive,Mads Hviid Nielsen,1,2060,1,"16,3a","2,90",,180415,Ålborg,Jeppe Juel,0,2160,1,"19,8",,
31,2018-09-09,BJERKE,3,BEAKS MANELLO,v,3,Erik Berglöf,7,"99,99","3,93 - 12,40",8,AUTOSTART,2100M,2100,"1.14,6",12 775,180828,Bjerke,Erik Bergløf,4,2100,6,"15,0a","31,90",31',180813,Färjestad,Erik Berglöf,3,2140,4,"15,5","27,01",50',(180705),Jarlsberg,Erlend Rennesvik,4,2100,3,"16,4a","15,00",41',(180613),Jarlsberg,Erlend Rennesvik,6,2100,6,"16,5a","19,60",41',180524,Axevalla,Erik Berglöf,1,2140,8,"17,8","4,05",25'
32,2018-09-09,BJERKE,3,ESTIRADO,h,3,Hans Wilhelm Storås,12,"99,99","15,88 - 54,55",9,AUTOSTART,2100M,2100,"1.14,9",8 143,180828,Bjerke,Hans Wilhelm Storås,4,2100,1,"15,1a","70,80",31',180808,Bjerke,Hans Wilhelm Storås,2,2100,6,"16,7a","9,60",41',180725,Bjerke,Hans Wilhelm Storås,2,2140,7,"17,8","12,40",16',(180705),Jarlsberg,Hans Wilhelm Storås,7,2100,12,"17,3ag","60,00",20',180523,Bjerke,Hans Wilhelm Storås,5,2140,2,"18,8g","20,20",16'
33,2018-09-09,BJERKE,3,EASY ON THE EYE,h,3,Andre H. Stensen,10,"99,99","7,04 - 23,44",10,AUTOSTART,2100M,2100,"1.16,3",3 780,180828,Bjerke,Andre H. Stensen,3,2100,2,"15,0a","55,40",31',(180728),Biri,Andre H. Stensen,0,2100,12,"16,7a","152,20",407',180715,Biri,Andre H. Stensen,5,2100,1,"16,3a","72,40",31',(180702),Leangen,Jomar Blekkan,6,2140,5,"18,6a","3,20",12',(180521),Leangen,Jomar Blekkan,4,2140,2,"19,2a","4,60",41'
34,2018-09-09,BJERKE,3,THAI EXPLOSIVE,v,3,Per Oleg Midtfjeld,9,"40,88","1,96 - 5,32",11,AUTOSTART,2100M,2100,"1.16,4g",11 196,180828,Bjerke,Per Oleg Midtfjeld,2,2100,2,"15,5a","8,00",31',(180728),Biri,Per Oleg Midtfjeld,0,2100,4,"18,5a","9,40",407',180715,Biri,Per Oleg Midtfjeld,3,2100,6,"15,6a","9,40",31',(180705),Jarlsberg,Per Oleg Midtfjeld,1,2100,5,"16,4","1,40",20',180606,Bjerke,Per Oleg Midtfjeld,0,2140,1,"17,2",,
35,2018-09-09,BJERKE,3,NOBLE TILE,h,3,Kristian Malmin,8,"99,99","5,14 - 16,77",d,AUTOSTART,2100M,2100,0,10 518,180828,Bjerke,Kristian Malmin,4,2100,3,"15,5a","25,50",31',(180810),Biri,Kristian Malmin,1,2100,4,"19,4a","2,00",14',(180728),Biri,Kristian Malmin,5,2100,10,"15,9a","67,20",407',180715,Biri,Kristian Malmin,4,2100,5,"15,4a","24,50",31',(180705),Jarlsberg,Kristian Malmin,4,2100,4,"16,4ag","1,40",20'
36,2018-09-09,BJERKE,4,MYHRENG JERKER,h,7,Olav Mikkelborg,9,"6,75","2,81",1,VOLTSTART,2140M,2140,"1.23,4",26 242,(180901),Klosterskogen,Olav Mikkelborg,1,2100,12,"24,0a","10,70",61',(180721),Sörlandet,Olav Mikkelborg,0,2609,7,"25,1ag","44,90",254',180530,Bjerke,Olav Mikkelborg,d,2160,4,0g,"2,80",31',(180519),Jarlsberg,Olav Mikkelborg,d,2120,2,0g,"5,30",61',180428,Åby,Olav Mikkelborg,1,2160,6,"23,1","5,03",125'
37,2018-09-09,BJERKE,4,ROLI ELD,h,8,Adrian Solberg Akselsen,6,"7,00","2,76",2,VOLTSTART,2140M,2140,"1.23,4",21 105,(180901),Klosterskogen,Adrian Solberg Akselsen,2,2100,5,"24,0a","1,90",61',(180818),Bergen,Adrian Solberg Akselsen,6,2120,5,"25,0g","2,50",71',180808,Bjerke,Adrian Solberg Akselsen,1,2100,8,"24,9a","2,40",24',(180711),Sörlandet,Adrian Solberg Akselsen,2,1609,5,"22,2a","5,30",31',(180120),Bjerke,Vidar Hop,0,2100,12,"27,2a","7,20",61'
38,2018-09-09,BJERKE,4,TEKNO JERKEN,h,11,Erlend Rennesvik,4,"36,46","7,37",3,VOLTSTART,2140M,2160,"1.23,0",31 806,(180830),Bergen,Erlend Rennesvik,3,2180,1,"24,7","1,30",16',(180811),Drammen,Erlend Rennesvik,0,1700,2,"23,9a","24,40",71',(180721),Sörlandet,Erlend Rennesvik,6,2609,5,"23,7a","25,90",254',(180623),Leangen,Erlend Rennesvik,0,2140,2,"28,1a","6,00",127',(171125),Jarlsberg,Erlend Rennesvik,4,2100,10,"23,0a","7,50",71'
39,2018-09-09,BJERKE,4,JÆRVSØRAPPEN,h,7,Jomar Blekkan,2,"21,47","3,46 - 5,78",4,VOLTSTART,2140M,2160,"1.23,0",54 871,(180820),Leangen,Jomar Blekkan,1,1680,1,"24,5","2,40",24',(180811),Drammen,Jomar Blekkan,0,1700,5,"23,8a","19,80",71',180725,Östersund,Jomar Blekkan,5,2140,5,"22,4a","20,00",,(180707),Jarlsberg,Per Oleg Midtfjeld,0,1609,3,"21,5a","20,90",102',(180623),Leangen,Jomar Blekkan,5,2140,6,"25,7a","12,90",127'
40,2018-09-09,BJERKE,4,TROLL SOLEN,h,5,Magnus Teien Gundersen,2,"16,45","3,07 - 5,05",5,VOLTSTART,2140M,2140,"1.23,9",26 551,(180818),Bergen,Magnus Teien Gundersen,1,2120,1,"24,5","11,90",71',180808,Bjerke,Magnus Teien Gundersen,d,2100,7,0ag,"3,60",24',180725,Bjerke,Magnus Teien Gundersen,5,2160,6,"24,8","2,30",31',(180707),Jarlsberg,Magnus Teien Gundersen,2,2640,6,"24,4","3,60",61',180630,Momarken,Frode Hamre,5,2140,10,"23,0a","17,30",71'
41,2018-09-09,BJERKE,4,GANDOLF,v,11,Odd Arne Sagholen,1,"65,99","7,51 - 13,17",6,VOLTSTART,2140M,2140,"1.24,0",16 454,(180901),Klosterskogen,Per Oleg Midtfjeld,5,2100,6,"24,3a","21,50",61',180825,Sörlandet,Odd Arne Sagholen,4,2160,2,"25,1","10,10",18',180804,Rättvik,Odd Arne Sagholen,0,1640,5,"22,6","49,69",125',180725,Bjerke,Odd Arne Sagholen,4,2160,2,"24,5","15,90",31',(180707),Jarlsberg,Per Oleg Midtfjeld,5,2640,2,"24,7","35,20",61'
42,2018-09-09,BJERKE,4,INGBEST,h,6,Tom Erik Solberg,5,"2,91","1,42 - 1,70",7,VOLTSTART,2140M,2160,"1.23,2",60 732,180823,Bjerke,Tom Erik Solberg,4,1609,1,"21,4a","10,40",102',(180811),Drammen,Frode Hamre,1,1700,6,"22,6a","13,00",71',180725,Östersund,Tom Erik Solberg,0,2140,12,"22,7a","24,10",150',(180707),Jarlsberg,Tom Erik Solberg,3,1609,7,"20,4a","14,90",102',180610,Bjerke,Tom Erik Solberg,6,1609,6,"19,9a","79,00",305'
43,2018-09-09,BJERKE,4,ÅSRUD VILJA,s,8,Kristian Malmin,3,"17,68","3,21 - 5,32",0,VOLTSTART,2140M,2160,"1.23,3",60 463,180823,Bjerke,Kristian Malmin,0,1609,9,"25,2ag","10,10",102',(180721),Sörlandet,Kristian Malmin,2,2140,12,"23,6a","3,60",254',(180713),Biri,Kristian Malmin,1,2100,4,"24,4a","1,20",18',180627,Bjerke,Kristian Malmin,1,2160,1,"26,1","3,40",31',(170722),Sörlandet,Tom Erik Solberg,2,2140,10,"23,0a","5,20",254'
44,2018-09-09,BJERKE,4,GALILEO,h,6,Geir Flåten,1,"16,53","3,49 - 5,83",0,VOLTSTART,2140M,2160,"1.23,5",44 711,180825,Sörlandet,Geir Flåten,2,2180,1,"23,9","2,00",18',180819,Momarken,Geir Flåten,1,2180,2,"23,6","1,30",16',(180811),Drammen,Geir Flåten,0,1700,8,"23,8a","20,10",71',(180721),Sörlandet,Geir Flåten,0,2609,4,"23,8ag","15,00",254',(180707),Jarlsberg,Geir Flåten,4,1609,8,"20,5a","17,00",102'
45,2018-09-09,BJERKE,4,MINO,h,10,Dag-Sveinung Dalen,7,"36,24","5,82 - 10,09",0,VOLTSTART,2140M,2140,"1.24,3",18 335,180817,Gävle,Elias Strandberg,5,2140,6,"24,1a","28,91",50',180804,Rättvik,Elias Strandberg,0,1660,3,"21,9","174,84",125',180505,Gävle,Emilia Leo,0,2160,8,"24,0","50,07",30',180419,Gävle,Emilia Leo,4,2660,4,"26,3","5,74",25',180411,Bergsåker,Emilia Leo,4,2140,6,"23,6","125,93",100'
46,2018-09-09,BJERKE,4,SJØ KONGEN,v,6,Øystein Tjomsland,4,"87,27","9,08 - 15,96",0,VOLTSTART,2140M,2140,"1.24,4",23 491,180825,Sörlandet,Øystein Tjomsland,3,2160,3,"24,8","11,40",18',180804,Bjerke,Øystein Tjomsland,0,3160,5,"26,5","28,90",71',180725,Bjerke,Åsbjørn Tengsareid,0,2160,5,"24,9","7,70",31',(180711),Sörlandet,Øystein Tjomsland,4,1609,10,"22,5a","11,50",31',(180707),Jarlsberg,Øystein Tjomsland,0,2640,5,"25,1g","16,30",61'
