datum,bana,avd,häst,kön,ålder,kusk,spår,vodds,podds,plac,start,lopp_dist,dist,tid,kr,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_kmtid,h1_odds,h1_pris,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_kmtid,h2_odds,h2_pris,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_kmtid,h3_odds,h3_pris,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_kmtid,h4_odds,h4_pris,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_kmtid,h5_odds,h5_pris
2020-07-19,AXEVALLA,7,MILOS GANADOR,v,4,Peter Ingves,3,"24,42","2,77 - 5,03",0,VOLTSTART,2140M,2160,"1.15,1",7 951,200709,Örebro,Mikael J Andersson,0,2609,4,"17,6a","11,56",25',200629,Årjäng,Magnus Jakobsson,d,2640,7,uag,"8,00",22',200618,Axevalla,Peter Ingves,2,2640,1,"15,3a","63,68",25',200607,Axevalla,Thomas Dalborg,0,2640,8,"16,4a","45,67",35',200601,Mantorp,Torbjörn Jansson,d,2640,3,ug,"5,74",30'
2020-07-19,AXEVALLA,7,SIR ARMANI,v,11,Andreas Andersson,1,"258,33","15,58 - 31,08",0,VOLTSTART,2140M,2160,"1.15,1",3 718,200707,Lindesberg,Erik Adielsson,6,1640,10,"14,5ag","24,85",10',200630,Axevalla,Stefan Persson,0,2140,5,"15,7","102,44",25',200621,Arvika,Andreas Andersson,3,2100,6,"16,6a","29,07",10',200613,Lindesberg,Tom Fromell,8,2140,4,"17,7g","28,45",10',200525,Färjestad,Tom Fromell,8,2140,5,"15,0a","63,46",25'
2020-07-19,AXEVALLA,7,BETTING REBEL,v,6,Kaj Widell,5,"9,72","1,88 - 3,19",0,VOLTSTART,2140M,2180,"1.15,1",10 763,200708,Visby,Kaj Widell,0,2120,4,"12,8a","87,21",175',200621,Kalmar,Ulf Ohlsson,6,2140,10,"14,5","77,29",110',200530,Solvalla,Oskar Kylin Blom,0,3140,1,u,"205,44",500',200502,Örebro,Ulf Ohlsson,0,1609,10,"11,9a","61,27",110',200412,Romme,Oskar Kylin Blom,0,1640,1,"15,4ag","23,72",110'
2020-07-25,BOLLNÄS,1,VAE VICTIS CLUB,h,6,Örjan Kihlström,10,"4,40","2,30",1,AUTOSTART,1640M,1640,"1.11,4",16 189,200211,Italien,Manuele Matteini,2,3040,,"14,6","4,60",,200106,Bologna,Roberto Vecchione,1,1660,,"12,7a","2,00",,191123,Italien,Manuele Matteini,d,1609,,ag,"20,50",,191116,Milano,Roberto Vecchione,d,1650,,ag,"2,20",,191006,Milano,Roberto Vecchione,3,1650,,"11,8a","2,40",
2020-07-25,BOLLNÄS,1,TWIGS CEASAR,v,8,Björn Goop,7,"22,48","4,20",2,AUTOSTART,1640M,1640,"1.11,6",19 006,200701,Lindesberg,Björn Goop,2,2640,3,"14,5a","6,88",110',200614,Bjerke,Björn Goop,2,2100,,"13,5a","5,20",,200522,Årjäng,Björn Goop,2,2160,1,"13,4","3,00",50',200510,Årjäng,Björn Goop,1,2140,5,"13,1a","3,62",35',200425,Åby,Björn Goop,6,2640,1,"13,7a","28,38",110'
2020-07-25,BOLLNÄS,1,FONDA BOKO,v,8,Torbjörn Jansson,6,"23,79","4,08",3,AUTOSTART,1640M,1640,"1.11,8",8 966,200629,Mantorp,Torbjörn Jansson,4,1640,7,"12,0a","16,15",75',200612,Romme,Torbjörn Jansson,3,1640,6,"11,7a","22,66",40',200524,Lindesberg,Torbjörn Jansson,2,1640,12,"12,7a","34,13",35',200508,Solvalla,Torbjörn Jansson,3,2140,8,"13,5a","78,25",40',200420,Eskilstuna,Torbjörn Jansson,0,2160,4,"14,9","27,91",35'
2020-07-25,BOLLNÄS,1,CHAPUY,v,6,Åke Lindblom,1,"1,87","1,26 - 1,51",4,AUTOSTART,1640M,1640,"1.11,9",21 385,200531,Solvalla,Anders Eriksson,1,1640,4,"10,3a","2,14",150',200502,Örebro,Åke Lindblom,d,1609,11,10ag,"33,91",110',200412,Romme,Åke Lindblom,0,1640,10,"14,1a","7,81",110',200325,Solvalla,Åke Lindblom,1,1640,4,"10,9a","1,93",60',191226,Solvalla,Åke Lindblom,0,2140,7,"13,2ag","31,78",250'
2020-07-25,BOLLNÄS,1,MR CLAYTON J.F.,v,5,Ulf Ohlsson,3,"22,88","2,58 - 4,55",5,AUTOSTART,1640M,1640,"1.12,1",24 208,200627,Bergsåker,Jorma Kontio,5,2140,9,"12,9a","67,14",220',200606,Östersund,Erik Adielsson,3,2140,3,"13,3a","10,54",110',200523,Gävle,Erik Adielsson,4,2140,2,"13,4","20,89",110',200509,Åby,Ulf Ohlsson,5,2640,3,"15,2","43,98",110',200418,Umåker,Örjan Kihlström,2,2140,11,"12,7a","5,70",110'
2020-07-25,BOLLNÄS,1,TAYSON BI,v,8,Mats E Djuse,11,"63,31","5,26 - 9,91",6,AUTOSTART,1640M,1640,"1.12,1",9 825,200627,Bergsåker,Mats E Djuse,4,2140,7,"12,9a","98,17",220',200613,Boden,Magnus A Djuse,3,1640,9,"12,9a","6,09",110',200604,Rättvik,Magnus A Djuse,3,1640,11,"12,2a","8,05",25',200526,Rättvik,Magnus A Djuse,2,1640,5,"12,6a","5,71",22',200501,Rättvik,Björn Goop,d,2140,7,12ag,"8,93",30'
2020-07-25,BOLLNÄS,1,MY DREAM ART,v,6,Oskar J Andersson,12,"50,63","4,22 - 7,89",7,AUTOSTART,1640M,1640,"1.12,6g",16 512,200715,Eskilstuna,Oskar J Andersson,2,2140,8,"13,2a","9,16",60',200625,Örebro,Oskar J Andersson,4,1609,12,"12,1a","17,61",25',200515,Solvalla,Jorma Kontio,5,2140,5,"12,7a","3,96",40',200429,Solvalla,Jorma Kontio,2,2140,10,"13,2a","8,42",60',200401,Solvalla,Jorma Kontio,5,1640,10,"11,6a","7,95",60'
2020-07-25,BOLLNÄS,1,IN LINE TOOMA,h,8,Carl Johan Jepson,9,"21,39","2,49 - 4,38",0,AUTOSTART,1640M,1640,"1.12,6",8 810,200629,Mantorp,Carl Johan Jepson,1,1640,4,"11,7a","3,52",75',200612,Romme,Ulf Ohlsson,1,1640,5,"11,3a","4,12",40',200530,Solvalla,Erik Adielsson,0,640,3,ita,"7,74",100',200511,Färjestad,Carl Johan Jepson,1,1640,5,"11,2a","5,36",30',200504,Mantorp,Carl Johan Jepson,3,1640,4,"12,9a","10,04",25'
2020-07-25,BOLLNÄS,1,VINCENT CHASE,v,6,Kaj Widell,5,"29,22","3,49 - 6,41",0,AUTOSTART,1640M,1640,"1.12,9",13 951,200619,Hagmyren,Jennifer Persson,4,2140,1,"15,4a","6,62",50',200604,Rättvik,Kaj Widell,1,1640,5,"11,5a","6,72",25',200523,Gävle,Jennifer Persson,0,1640,8,"13,1a","18,49",50',200502,Örebro,Jennifer Persson,3,1609,4,"12,7a","18,39",30',200304,Solvalla,Fredrik Linder,5,2640,7,"15,7a","24,56",40'
2020-07-25,BOLLNÄS,1,MERRITT,v,6,Daniel Wäjersten,2,"6,39","1,61 - 2,59",d,AUTOSTART,1640M,1640,7g,14 184,200627,Bergsåker,Daniel Wäjersten,3,2140,12,"12,7a","6,24",220',200618,Dannero,Daniel Wäjersten,0,1640,4,"20,1ag","1,70",35',200523,Gävle,Daniel Wäjersten,1,2140,4,"12,0a","4,03",110',200507,Skellefteå,Daniel Wäjersten,1,1640,6,"13,0a","1,65",30',200321,Bergsåker,Daniel Wäjersten,1,1640,9,"12,2a","3,66",75'
2020-07-25,BOLLNÄS,1,LUKAS BRIS,v,10,Oskar Kylin Blom,4,"70,84","4,98 - 9,36",d,AUTOSTART,1640M,1640,11g,9 140,200606,Östersund,Oskar Kylin Blom,d,2140,12,8ag,"59,21",110',200523,Gävle,Oskar Kylin Blom,6,2140,9,"13,6","54,35",110',200501,Dannero,Oskar Kylin Blom,2,1640,4,"13,4","2,94",25',200409,Gävle,Oskar Kylin Blom,1,3180,7,"15,9","18,07",100',200326,Gävle,Oskar Kylin Blom,1,2140,1,"13,4a","32,94",30'
2020-07-25,BOLLNÄS,2,ANTHARA BI,s,4,Björn Goop,1,"3,06","1,36",1,VOLTSTART,2140M,2160,"1.13,0",31 441,200620,Rättvik,Björn Goop,1,2140,2,"13,5a","1,92",110',200610,Vaggeryd,Björn Goop,2,1640,12,"12,4a","8,15",60',200530,Solvalla,Carl Johan Jepson,d,2160,6,ug,"8,00",220',200502,Örebro,Björn Goop,1,2160,2,"13,2","2,09",110',200328,Solvalla,Björn Goop,1,2140,6,"13,4","8,43",220'
2020-07-25,BOLLNÄS,2,QUARCIA,s,5,Kim Moberg,3,"3,46","1,34",2,VOLTSTART,2140M,2160,"1.13,1",23 042,200706,Rättvik,Emilia Leo,2,2140,2,"12,4a","33,14",100',200625,Örebro,Kim Moberg,1,2160,4,"14,2","2,88",25',200612,Romme,Kim Moberg,6,1640,9,"11,9a","12,57",40',200530,Solvalla,Kim Moberg,0,1640,2,"12,0a","4,14",60',200519,Romme,Kim Moberg,1,2140,8,"13,0a","7,70",30'
2020-07-25,BOLLNÄS,2,DIXIE BRICK,s,5,Jorma Kontio,4,"9,03","2,17",3,VOLTSTART,2140M,2160,"1.13,6",33 090,200715,Eskilstuna,Jorma Kontio,5,2140,12,"13,7a","2,21",100',200626,Bergsåker,Jorma Kontio,0,2160,1,ug,"7,42",220',200606,Östersund,Andreas Lövdal,1,2140,14,"14,2a","4,05",110',200529,Solvalla,Jorma Kontio,1,2140,2,"12,6a","2,16",50',200512,Eskilstuna,Jorma Kontio,3,1640,11,"12,8a","15,73",25'
2020-07-25,BOLLNÄS,2,BOTTNAS FUTURE,s,5,Oskar J Andersson,7,"18,82","3,24 - 6,83",4,VOLTSTART,2140M,2140,"1.14,4",7 657,200713,Rättvik,Hans R Strömberg,1,1640,7,"13,4a","4,99",20',200701,Lindesberg,Kaj Widell,0,2140,3,"16,0g","80,55",60',200612,Solvalla,Hans R Strömberg,0,2140,10,"14,3a","6,32",40',200604,Rättvik,Kaj Widell,3,1640,9,"13,2a","4,13",25',200526,Rättvik,Kaj Widell,2,1640,12,"12,4a","20,74",22'
2020-07-25,BOLLNÄS,2,UPTOWN GIRL,s,8,Ulf Ohlsson,4,"32,34","4,18 - 9,06",5,VOLTSTART,2140M,2140,"1.14,5",3 363,200519,Romme,Jevgeni Ivanov,0,2140,9,"14,8a","35,53",30',200502,Gävle,Kenneth Danielsen,1,2180,1,"14,5","7,94",10',200429,Solvalla,Zeb Jonasson,0,2140,6,"15,0a","81,44",40',200417,Solvalla,Jevgeni Ivanov,0,2140,9,"14,4a","64,34",40',200325,Romme,Jevgeni Ivanov,2,2160,6,"17,0","4,93",10'
2020-07-25,BOLLNÄS,2,ALLIE HANOVER,s,5,Troels Andersen,8,"67,26","7,39 - 16,72",6,VOLTSTART,2140M,2140,"1.14,6",7 858,200714,Lindesberg,Petter Karlsson,3,2140,5,"15,9","14,08",25',200625,Örebro,Oskar J Andersson,3,2140,6,"15,1","40,33",25',200318,Solvalla,Viktor Lyck,3,1640,1,"14,8a","81,12",40',200221,Romme,Viktor Lyck,4,2160,2,"17,0","15,96",30',200214,Romme,Jimmy Dahlman,5,2640,3,"16,3a","23,90",30'
2020-07-25,BOLLNÄS,2,KLARA ZONETT,s,4,Rikard N Skoglund,9,"36,51","4,72 - 10,35",7,VOLTSTART,2140M,2140,"1.14,6",12 994,200710,Axevalla,Jorma Kontio,5,2640,4,"14,8a","48,97",75',200620,Rättvik,Rikard N Skoglund,0,2140,11,"14,9a","95,68",110',200525,Eskilstuna,Jorma Kontio,2,2140,12,"14,6a","3,10",25',200513,Solvalla,Jorma Kontio,0,2140,1,"14,7a","4,07",40',200502,Gävle,Nicklas Westerholm,3,2140,3,"14,4a","13,30",30'
2020-07-25,BOLLNÄS,2,D'LAINA,s,7,Peter G Norman,5,"20,23","3,10 - 6,48",0,VOLTSTART,2140M,2160,"1.13,9",12 767,200709,Hagmyren,Peter G Norman,1,1640,2,"12,3","2,32",22',200625,Gävle,Peter G Norman,2,2140,6,"13,3","4,61",25',200612,Romme,Örjan Kihlström,4,1640,1,"11,8a","14,41",40',200529,Solvalla,Peter G Norman,0,2140,11,"13,4a","33,88",50',200325,Solvalla,Peter G Norman,3,1640,3,"11,6a","9,11",60'
2020-07-25,BOLLNÄS,2,M.T.LIKEABLE,s,7,Johan Brandel,6,"90,83","9,84 - 22,46",0,VOLTSTART,2140M,2140,"1.15,0",6 853,200706,Eskilstuna,Johan Brandel,8,2140,10,"16,4a","50,23",25',200616,Gävle,Johan Brandel,2,2140,8,"16,9a","2,20",10',200602,Gävle,Johan Brandel,1,1640,5,"13,7a","2,21",10',190913,Gävle,Johan Brandel,6,2140,11,"15,6a","8,11",10',190831,Rättvik,Johan Brandel,0,2140,10,"16,4a","19,21",20'
2020-07-25,BOLLNÄS,2,LOLITA TOOMA,s,5,Anders Eriksson,5,"73,53","5,86 - 13,09",d,VOLTSTART,2140M,2140,9g,8 843,200626,Bergsåker,Ulf Ohlsson,0,2140,7,"14,6","62,32",220',200602,Eskilstuna,Carl Johan Jepson,1,2140,2,"15,6","51,51",110',200518,Eskilstuna,Marcus Lilius,3,2160,1,"20,1","2,15",10',200502,Örebro,Andreas Lövdal,6,2100,9,"15,2a","41,13",40',200418,Färjestad,Andreas Lövdal,1,2140,6,"15,8a","44,79",10'
2020-07-25,BOLLNÄS,2,BELLE REINE,s,7,Ove A Lindqvist,1,"9,98","2,16 - 4,25",d,VOLTSTART,2140M,2140,kubug,7 228,200718,Axevalla,Robert Bergh,0,2140,8,"16,3g","34,57",110',200703,Lycksele,Ove A Lindqvist,1,2140,2,"15,3a","3,40",25',200626,Bergsåker,Robert Bergh,d,1640,2,uag,"7,37",40',200101,Bergsåker,Emilia Leo,5,1640,11,"13,8a","4,13",60',191214,Bergsåker,Emilia Leo,6,2140,4,"18,1","5,23",125'
2020-07-25,BOLLNÄS,2,LAURENTI,s,5,Jimmy H Andersson,2,"89,60","7,61 - 17,26",d,VOLTSTART,2140M,2140,ug,7 314,200717,Umåker,Jimmy H Andersson,2,2140,11,"14,9a","15,08",25',200710,Dannero,Jimmy H Andersson,d,2160,5,11g,"16,16",25',200627,Bergsåker,Jimmy H Andersson,4,2640,12,"14,7a","152,17",40',200616,Bergsåker,Jimmy H Andersson,3,2160,2,"16,6","7,23",10',200507,Halmstad,Johan Untersteiner,6,2140,6,"14,9a","44,93",25'
2020-07-25,BOLLNÄS,2,ICELAND RADIO,s,4,Örjan Kihlström,3,"9,80","2,23 - 4,40",d,VOLTSTART,2140M,2140,ug,10 578,200710,Axevalla,Carl Johan Jepson,d,2640,3,11ag,"54,93",75',200622,Halmstad,Carl Johan Jepson,d,1609,3,10ag,"42,26",100',200530,Solvalla,Carl Johan Jepson,5,2140,5,"14,0a","30,28",60',200515,Solvalla,Rikard N Skoglund,1,2140,9,"14,3a","5,07",40',200510,Solvalla,Björn Bylund,3,2140,11,"15,4a","2,30",10'
2020-07-25,BOLLNÄS,2,LOVEMORE,s,6,Mika Forss,2,"26,71","3,06 - 6,38",d,VOLTSTART,2140M,2160,ug,9 375,200715,Eskilstuna,Mika Forss,3,2140,11,"13,6a","5,14",100',200630,Solvalla,Mika Forss,3,2140,11,"13,3a","5,03",40',200602,Eskilstuna,Iikka Nurmonen,d,2160,3,12g,"3,12",110',200524,Lindesberg,Iikka Nurmonen,2,2140,4,"14,2a","1,88",35',200515,Solvalla,Iikka Nurmonen,1,2140,6,"12,9a","7,15",40'
2020-07-25,BOLLNÄS,3,CYRANO DE B.,v,4,Per Lennartsson,10,"26,32","4,75",1,AUTOSTART,3140M,3140,"1.15,3",20 836,200624,Åmål,Per Lennartsson,3,2080,6,"13,2a","8,20",110',200606,Östersund,Per Lennartsson,7,2140,7,"14,1a","4,67",110',200518,Färjestad,Per Lennartsson,1,2140,6,"13,0a","2,72",30',200502,Örebro,Per Lennartsson,5,2100,11,"13,5a","60,05",110',200422,Solvalla,Per Lennartsson,5,2640,10,"14,4a","7,00",40'
2020-07-25,BOLLNÄS,3,TIMO LANE,v,7,Carl Johan Jepson,3,"15,11","3,54",2,AUTOSTART,3140M,3140,"1.15,3",6 221,200706,Eskilstuna,Pierre Nyström,2,2140,12,"14,9a","3,53",25',200601,Visby,Pierre Nyström,1,2620,11,"14,2a","2,95",30',200518,Färjestad,Pierre Nyström,1,2640,9,"15,5","4,44",25',200420,Eskilstuna,Pierre Nyström,1,2180,8,"14,9","12,29",10',200107,Eskilstuna,Julia Andersson,0,2160,7,"23,7g","23,34",25'
2020-07-25,BOLLNÄS,3,VISCOUNT,v,6,Oskar J Andersson,7,"5,93","2,54",3,AUTOSTART,3140M,3140,"1.15,4",19 380,200713,Rättvik,Oskar J Andersson,1,2140,8,"12,9a","2,75",20',200616,Bergsåker,Erik Adielsson,1,2640,3,"15,0a","4,16",30',200519,Romme,Oskar J Andersson,1,2160,9,"15,7","5,44",10',200501,Rättvik,Oskar J Andersson,1,2140,15,"17,1a","7,77",10',200415,Solvalla,Oskar J Andersson,k,2140,11,"17,1g",gdk,
2020-07-25,BOLLNÄS,3,AXL BROWN,v,6,Rikard N Skoglund,1,"32,94","4,40 - 6,18",4,AUTOSTART,3140M,3140,"1.15,4",11 940,200713,Rättvik,Stefan Arvidsson,5,2140,9,"13,6a","23,50",20',200509,Solänget,Malin Viklund,5,2140,5,"16,5","2,38",30',200417,Umåker,Rikard N Skoglund,1,2640,9,"15,4a","2,40",30',200329,Östersund,Rikard N Skoglund,1,2640,2,"16,6a","3,73",35',200126,Bollnäs,Rikard N Skoglund,2,2640,6,"15,7a","3,56",35'
2020-07-25,BOLLNÄS,3,T.REX FACE,v,5,Björn Goop,2,"3,52","1,74 - 2,09",5,AUTOSTART,3140M,3140,"1.15,6g",15 769,200711,Årjäng,Björn Goop,5,2140,4,"13,3","9,14",110',200530,Solvalla,Tommy Karlstedt,0,2140,2,"13,2a","58,14",220',200518,Färjestad,Mats Loberg,0,2140,9,"14,0ag","5,82",30',200502,Örebro,Björn Goop,1,2140,3,"13,8","3,95",110',200420,Eskilstuna,Tony Wallin,1,2140,6,"15,2","3,95",35'
2020-07-25,BOLLNÄS,3,MESSIAH,h,5,Daniel Redén,9,"15,96","3,23 - 4,46",6,AUTOSTART,3140M,3140,"1.15,7",20 147,200627,Bergsåker,Örjan Kihlström,0,2140,7,"13,4a","11,53",220',200606,Östersund,Örjan Kihlström,2,2140,2,"13,9a","3,79",110',200511,Romme,Örjan Kihlström,1,3140,6,"15,1","1,89",35',200401,Solvalla,Daniel Redén,1,3140,4,"15,0","25,77",60',200304,Solvalla,Örjan Kihlström,0,2140,4,"16,2a","3,48",40'
2020-07-25,BOLLNÄS,3,EDIEGO,v,5,Örjan Kihlström,11,"25,51","3,75 - 5,23",7,AUTOSTART,3140M,3140,"1.15,7",8 113,200630,Solvalla,Örjan Kihlström,3,3160,1,"15,6","11,19",40',200620,Rättvik,Örjan Kihlström,2,3160,5,"16,6","29,09",75',200603,Bollnäs,Örjan Kihlström,6,3140,5,"16,5","19,30",60',200517,Dannero,Stefan Arvidsson,2,2640,7,"16,8a","5,75",10',200429,Solvalla,Ulf Ohlsson,0,3140,3,"16,2a","43,27",60'
2020-07-25,BOLLNÄS,3,L.L.ROYAL,v,4,Claes Sjöström,12,"79,20","11,82 - 16,48",0,AUTOSTART,3140M,3140,"1.15,8",20 181,200713,Solvalla,Rikard N Skoglund,5,2160,3,"13,9","4,20",40',200630,Solvalla,Rikard N Skoglund,5,2140,12,"13,9a","95,82",300',200516,Mantorp,Rikard N Skoglund,0,2140,5,ua,"60,15",250',200429,Solvalla,Rikard N Skoglund,1,1640,9,"12,8a","6,13",40',200412,Romme,Rikard N Skoglund,4,2140,1,"14,4","3,58",110'
2020-07-25,BOLLNÄS,3,COBBYS NANA,s,5,Mats E Djuse,8,"27,84","5,11 - 7,17",0,AUTOSTART,3140M,3140,"1.15,8",18 683,200711,Årjäng,Rikard N Skoglund,0,2160,4,"14,5","15,71",110',200701,Lindesberg,Rikard N Skoglund,0,3180,3,"15,7","5,63",60',200530,Solvalla,Örjan Kihlström,d,3140,6,ug,"26,71",500',200516,Mantorp,Örjan Kihlström,1,3140,11,"16,3","14,82",110',200425,Åby,Rikard N Skoglund,2,2640,1,"14,4","11,55",110'
2020-07-25,BOLLNÄS,3,MANUZIO HANOVER,v,5,Kenneth Haugstad,6,"12,20","2,94 - 4,03",0,AUTOSTART,3140M,3140,"1.15,9g",18 522,200620,Lindesberg,Kenneth Haugstad,1,2140,2,"14,7","3,66",75',200620,Lindesberg,Kenneth Haugstad,4,1640,3,"12,9ag","2,61",30',200612,Solvalla,Kenneth Haugstad,3,2140,2,"13,2a","6,03",40',200525,Eskilstuna,Kenneth Haugstad,1,2140,12,"14,5a","3,79",25',200504,Romme,Kenneth Haugstad,6,1640,6,"13,1ag","2,96",30'
2020-07-25,BOLLNÄS,3,BOTTNAS FANTOM,v,5,Jorma Kontio,4,"5,39","2,09 - 2,77",0,AUTOSTART,3140M,3140,"1.16,3",19 554,200707,Lindesberg,Jorma Kontio,1,1640,2,"12,8a","2,66",20',200524,Lindesberg,Jorma Kontio,3,2140,9,"14,4a","5,78",35',200512,Eskilstuna,Jorma Kontio,3,2140,2,"13,7a","5,52",25',200328,Solvalla,Jorma Kontio,4,2140,2,"13,4a","6,90",220',200314,Halmstad,Björn Goop,2,3140,11,"16,1","11,22",110'
2020-07-25,BOLLNÄS,3,ESTELLE NORDIQUE,s,6,Torbjörn Jansson,5,"5,80","2,13 - 2,84",d,AUTOSTART,3140M,3140,5g,6 879,200715,Eskilstuna,Torbjörn Jansson,2,2140,9,"13,4a","8,92",100',200627,Bergsåker,Torbjörn Jansson,2,2640,4,"14,1a","1,57",40',200612,Solvalla,Torbjörn Jansson,1,2140,4,"13,2a","1,88",40',200529,Solvalla,Erik Adielsson,d,3160,2,ug,"8,25",80',200520,Solvalla,Jorma Kontio,2,2640,9,"14,0a","2,48",40'
2020-07-25,BOLLNÄS,4,RAPPNOR,h,7,Jorma Kontio,2,"14,10","4,04",1,VOLTSTART,2640M,2660,"1.24,2",14 068,200711,Årjäng,Ole Johan Östre,0,2180,1,"25,3","15,60",200',(200627),Momarken,Ole Johan Östre,0,2140,,uag,"17,00",,200612,Romme,Ole Johan Östre,2,3180,2,"26,4","1,35",40',200603,Bollnäs,Ole Johan Östre,1,1640,2,"22,6a","4,47",60',200522,Årjäng,Ole Johan Östre,1,2160,3,"23,4","6,57",30'
2020-07-25,BOLLNÄS,4,KOS ODIN,h,6,Simen B Jessen,1,"3,85","2,23",2,VOLTSTART,2640M,2640,"1.24,9",15 317,200715,Bjerke,Simen B Jessen,2,2100,,"23,4a","19,50",,(200620),Leangen,Simen B Jessen,5,2140,,"24,3a","19,40",,200610,Bjerke,Simen B Jessen,5,1609,,"23,2ag","9,50",,200523,Bergen,Simen B Jessen,0,2120,,"25,8g","12,78",,200506,Bjerke,Simen B Jessen,4,2160,,"25,4","5,10",
2020-07-25,BOLLNÄS,4,MJÖLNER SPIK,h,8,Jan Roar Mjölneröd,1,"61,65","10,50",3,VOLTSTART,2640M,2660,"1.24,4",11 449,200715,Bjerke,Ole-Christian Kjenner,5,2100,,"23,6a","23,40",,(200627),Momarken,Ole-Christian Kjenner,0,2140,,"23,0a","36,00",,200615,Klosterskogen,Ole-Christian Kjenner,3,2100,,"25,0","3,20",,200530,Bjerke,Ole-Christian Kjenner,5,2100,,"23,6a","32,84",,200513,Bjerke,Ole-Christian Kjenner,1,2100,,"25,1a","3,67",
2020-07-25,BOLLNÄS,4,SPANG VIKTOR,h,6,Björn Karlsson,2,"11,73","3,31 - 5,22",4,VOLTSTART,2640M,2640,"1.25,0",14 284,200627,Bergsåker,Örjan Kihlström,d,2140,1,9g,"19,37",250',200613,Boden,Björn Karlsson,0,2140,1,"27,3g","3,86",110',200606,Östersund,Björn Karlsson,1,2140,1,"24,0","6,45",110',200523,Gävle,Björn Karlsson,0,2160,3,"24,9g","3,04",200',200430,Boden,Björn Karlsson,1,2160,7,"26,0","2,09",50'
2020-07-25,BOLLNÄS,4,LANGLANDS ODIN,v,7,Vidar Tjomsland,4,"19,11","3,65 - 5,80",5,VOLTSTART,2640M,2640,"1.25,1",14 335,200220,Vincennes,Vidar Tjomsland,5,2100,,"24,4a","18,80",,200216,Vincennes,Vidar Tjomsland,3,2100,,"24,1a","22,70",,200202,Sörlandet,Vidar Tjomsland,1,2140,,"25,5","1,13",,200118,Bjerke,Vidar Tjomsland,5,2100,,"25,3a","9,40",,191215,Sörlandet,Vidar Tjomsland,1,2180,,"24,5","3,52",
2020-07-25,BOLLNÄS,4,GOMNES HANS T.,h,8,Örjan Kihlström,5,"13,02","3,11 - 4,87",6,VOLTSTART,2640M,2640,"1.25,1",7 147,200707,Boden,Ulf Ohlsson,d,2180,2,8g,"2,65",50',200628,Hagmyren,Ole Johan Östre,4,2140,10,"26,2ag","6,06",50',200612,Romme,Ulf Ohlsson,1,3160,3,"26,9","5,70",40',200528,Boden,Ulf Ohlsson,2,2140,5,"26,4","13,27",50',200519,Romme,Jan Ove Olsen,4,2140,1,"27,8a","7,65",30'
2020-07-25,BOLLNÄS,4,PYRMO,h,7,Ulf Ohlsson,3,"3,98","1,64 - 2,02",7,VOLTSTART,2640M,2660,"1.24,6",16 904,200717,Bollnäs,Martin Lundahl,1,2160,5,"24,1","6,41",25',200628,Hagmyren,Ulf Ohlsson,1,2140,7,"25,5ag","3,49",50',200620,Oviken,Martin Lundahl,1,2120,6,"26,7","2,75",25',200523,Gävle,Ulf Ohlsson,0,2160,6,"24,7g","6,91",200',200506,Bergsåker,Martin Lundahl,0,2640,1,"27,0a","21,08",60'
2020-07-25,BOLLNÄS,4,GOTT KLIRR,h,5,Mats E Djuse,10,"9,78","2,52 - 3,88",0,VOLTSTART,2640M,2660,"1.25,0",25 853,200628,Hagmyren,Mats E Djuse,1,2140,2,"24,0","6,55",150',200619,Hagmyren,Mats E Djuse,4,2160,12,"24,6g","5,52",50',200603,Bollnäs,Mats E Djuse,0,1640,5,uag,"3,08",60',200523,Gävle,Mats E Djuse,1,2160,4,"23,7","7,58",200',200506,Bergsåker,Mats E Djuse,4,2640,10,"25,6a","3,03",60'
2020-07-25,BOLLNÄS,4,DEMEX,h,7,Wiktor Kylin-Blom,7,"25,17","4,11 - 6,60",0,VOLTSTART,2640M,2660,"1.25,0",19 744,200627,Bergsåker,Wiktor Kylin-Blom,7,2160,3,"23,1","145,02",250',200606,Östersund,Wiktor Kylin-Blom,0,2160,4,"25,1","24,19",110',200426,Solvalla,Wiktor Kylin-Blom,4,2660,5,"25,7g","2,21",40',200412,Romme,Wiktor Kylin-Blom,2,2140,4,"23,9","21,41",200',200308,Umåker,Wiktor Kylin-Blom,2,2140,5,"26,0a","1,55",50'
2020-07-25,BOLLNÄS,4,VERTIGO KNEKTEN,v,8,Per Lennartsson,8,"112,06","15,32 - 25,80",0,VOLTSTART,2640M,2660,"1.25,2",11 113,200710,Dannero,Henrik Svensson,0,2660,5,"26,8","29,40",25',200606,Östersund,Per Lennartsson,0,2160,8,"27,3","91,42",110',191130,Gävle,Per Lennartsson,1,2160,3,"25,0","82,58",200',191028,Bollnäs,Linus Lönn,d,2160,3,ug,"3,65",10',190927,Bergsåker,Tomas Pettersson,6,2640,9,"25,9a","56,96",50'
