datum,bana,avd,häst,kön,ålder,kusk,spår,vodds,podds,plac,start,lopp_dist,dist,tid,kr,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_kmtid,h1_odds,h1_pris,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_kmtid,h2_odds,h2_pris,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_kmtid,h3_odds,h3_pris,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_kmtid,h4_odds,h4_pris,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_kmtid,h5_odds,h5_pris
2020-06-13,BODEN,6,SATELLIT L.A.,v,6,Hanna Olofsson,5,"74,31","4,63 - 12,36",0,VOLTSTART,2640M,2640,"1.17,1",10 634,200605,Boden,Hanna Olofsson,2,2140,4,"16,2a","1,81",25',200428,Umåker,Hanna Olofsson,1,2140,12,"15,8a","3,68",25',200417,Umåker,Hanna Olofsson,2,2640,10,"15,6a","23,49",30',200405,Umåker,Hanna Olofsson,3,1640,3,"13,8a","15,43",35',200307,Boden,Jenny Engfors,1,2140,1,"15,9a","10,22",10'
2020-06-13,BODEN,6,DON DRAPER,v,7,Mats E Djuse,2,"61,33","4,76 - 12,77",d,VOLTSTART,2640M,2640,ug,10 966,200430,Boden,Sandra Eriksson,5,2660,6,"16,7","4,19",30',200418,Umåker,Sandra Eriksson,5,2140,6,"14,6","35,13",110',200326,Boden,Sandra Eriksson,3,2140,5,"15,2a","6,10",25',190829,Boden,Magnus A Djuse,3,2140,6,"14,3a","5,55",100',190813,Boden,Magnus A Djuse,1,2140,15,"14,7a","3,06",25'
2020-06-13,BODEN,7,GORM,h,4,Ulf Ohlsson,3,"3,13","1,36",1,VOLTSTART,2640M,2640,"1.27,0",24 733,200528,Boden,Ulf Ohlsson,1,2140,4,"27,5a","1,41",30',200519,Solänget,Ulf Ohlsson,1,1640,9,"27,3","2,17",30',200503,Hagmyren,Ulf Ohlsson,1,1660,2,"25,8","2,29",30',200405,Umåker,Ulf Ohlsson,3,2160,1,"28,3","6,34",35',191122,Romme,Ulf Ohlsson,2,2180,2,"28,8","9,76",50'
2020-06-13,BODEN,7,TANGEN TÖFF,v,5,Robert Bergh,5,"3,54","1,57",2,VOLTSTART,2640M,2640,"1.27,1",22 211,200606,Östersund,Per Lennartsson,2,1640,6,"23,8a","7,19",100',200502,Gävle,Robert Bergh,3,3180,3,"28,0","2,04",35',200420,Eskilstuna,Per Lennartsson,1,2160,1,"26,3","2,77",25',200409,Gävle,Per Lennartsson,1,2640,5,"28,1a","3,84",40',200325,Romme,Oskar J Andersson,2,2160,4,"28,2","3,10",30'
2020-06-13,BODEN,7,SVÄRTING A.C.,v,6,Jan Norberg,2,"35,12","5,85",3,VOLTSTART,2640M,2660,"1.26,8",7 541,200605,Östersund,Robert Bergh,3,1660,4,"24,3","24,42",50',200516,Östersund,Jan Norberg,0,2140,2,"29,0","10,51",25',200510,Dannero,Jan Norberg,2,2640,4,"29,2","2,86",10',200506,Bergsåker,Per Lennartsson,0,2640,6,"26,5a","56,57",60',200417,Umåker,Per Lennartsson,4,2140,3,"26,4","16,08",50'
2020-06-13,BODEN,7,BJÖRNIVAR,h,8,Örjan Kihlström,10,"18,31","2,32 - 4,55",4,VOLTSTART,2640M,2640,"1.27,6",6 525,200526,Dannero,Per Linderoth,2,2640,6,"27,4","80,41",50',200424,Östersund,Clara Jonasson,4,2160,2,"32,4","3,17",25',200329,Östersund,Per Linderoth,4,2640,1,"30,5","18,12",35',200209,Bergsåker,Per Linderoth,4,2180,2,"30,4","15,19",35',200124,Östersund,Per Linderoth,2,2660,1,"31,3","6,06",30'
2020-06-13,BODEN,7,G.G.OJJDO,v,6,Tomas Pettersson,4,"8,88","2,27 - 4,47",5,VOLTSTART,2640M,2640,"1.27,6",23 346,200604,Umåker,Tomas Pettersson,4,3160,3,"27,5","3,87",25',200526,Dannero,Tomas Pettersson,6,2640,9,"29,1g","3,22",50',200511,Romme,Tomas Pettersson,2,2140,11,"26,2ag","8,61",50',200502,Gävle,Tomas Pettersson,1,3160,3,"28,3","5,80",35',200411,Dannero,Tomas Pettersson,2,2160,3,"27,2","3,83",75'
2020-06-13,BODEN,7,KÄLLSJÖVIKING,v,5,Mats Gällerstedt,1,"22,86","2,45 - 4,87",6,VOLTSTART,2640M,2640,"1.27,8",12 158,200528,Boden,Mats Gällerstedt,2,2140,8,"27,8a","7,44",30',200507,Skellefteå,Mats Gällerstedt,3,2140,5,"27,1a","4,82",50',200411,Dannero,Mats Gällerstedt,4,2180,6,"27,0","13,64",75',200319,Boden,Mats Gällerstedt,2,2140,2,"28,6","3,41",30',200221,Umåker,Mats Gällerstedt,1,1640,1,"27,1a","7,27",25'
2020-06-13,BODEN,7,SLOTTS PILA,s,5,Jessica Lindgren,9,"217,80","23,50 - 54,33",7,VOLTSTART,2640M,2640,"1.28,4g",9 074,200528,Boden,Jessica Lindgren,0,2140,11,"28,6a","23,62",30',200411,Dannero,Jessica Lindgren,0,2160,1,"28,4g","21,67",75',200329,Östersund,Jessica Lindgren,5,2640,5,"30,7","12,74",35',200227,Boden,Jessica Lindgren,1,2180,3,"31,3","1,96",30',200207,Umåker,Jessica Lindgren,5,2140,2,"29,5a","4,44",30'
2020-06-13,BODEN,7,STJÄRNVIN LINN,v,10,Leif Eriksson,4,"238,73","20,23 - 46,67",0,VOLTSTART,2640M,2660,"1.28,0",5 468,200519,Solänget,Leif Eriksson,5,1660,3,"27,2","104,43",30',200430,Boden,Leif Eriksson,3,2160,2,"27,7","88,78",50',200320,Umåker,Leif Eriksson,4,2180,4,"30,0","26,47",10',200208,Skellefteå,Leif Eriksson,k,2160,3,"34,1",gdk,,180223,Boden,Leif Eriksson,6,1660,1,"28,8","41,36",25'
2020-06-13,BODEN,7,JÄRVSÖGREJ,v,9,Per Gustafsson,1,"122,84","15,33 - 35,21",0,VOLTSTART,2640M,2660,"1.28,2g",5 893,200411,Dannero,Per Gustafsson,0,2660,4,"28,7","34,61",75',200319,Boden,Per Gustafsson,4,2160,1,"28,4","10,90",30',200227,Boden,Per Gustafsson,1,2140,4,"30,0","3,94",35',200216,Boden,Per Gustafsson,1,2160,7,"31,0g","5,02",35',200207,Umåker,Per Gustafsson,6,2140,1,"27,8","101,94",35'
2020-06-13,BODEN,7,WILLODIN,v,9,Ulf Eriksson,2,"77,51","4,03 - 8,59",0,VOLTSTART,2640M,2640,"1.29,1g",4 075,200601,Harstad,Sigmund Jakobsen,0,2060,,"27,5","33,89",,200516,Harstad,Tom-Chr. Nygård,d,2080,,0g,"4,44",,200501,Harstad,Tom-Chr. Nygård,1,2040,,"29,4a","9,17",,(200216),Harstad,Sigmund Jakobsen,1,1600,,"28,9a","13,00",,191207,Harstad,Tom-Chr. Nygård,d,2060,,0g,"71,40",
2020-06-13,BODEN,7,HALLSTA MAJESTIX,v,9,Magnus O Jonsson,11,"162,72","16,23 - 37,38",0,VOLTSTART,2640M,2640,"1.31,5",5 785,200510,Dannero,Magnus O Jonsson,2,2160,4,"28,2","5,44",10',200430,Boden,Magnus O Jonsson,7,2160,4,"28,8","28,67",50',200411,Dannero,Magnus O Jonsson,0,2180,7,"27,5","77,97",75',191225,Umåker,Magnus O Jonsson,0,1640,12,"28,8a","42,10",100',191213,Boden,Ove A Lindqvist,5,2140,1,"30,4","6,27",100'
2020-06-13,BODEN,7,ÅLIA RÄNNIL,v,12,Rikard N Skoglund,3,"17,69","2,50 - 5,03",0,VOLTSTART,2640M,2660,"1.32,2g",8 808,200526,Dannero,Rikard N Skoglund,1,2640,5,"27,4","4,59",50',200507,Skellefteå,Rikard N Skoglund,1,2140,2,"26,9a","6,54",50',191022,Solänget,Susanne H Osterling,0,2160,4,ug,"6,01",25',191005,Skellefteå,Ulf Eriksson,2,2160,7,"26,7","4,79",25',190922,Umåker,Heidi Hiltunen,1,2140,6,"28,2a","2,28",10'
2020-06-13,BODEN,7,GULLPÅL,v,9,Magnus A Djuse,8,"91,94","7,80 - 17,48",0,VOLTSTART,2640M,2640,dist,3 520,200430,Boden,John Östman,0,2160,1,"29,8","65,17",50',200417,Umåker,Hanna Olofsson,0,2140,1,"31,8","87,66",50',200320,Umåker,Frida Simonsson,0,2200,1,"30,9g","40,01",10',200221,Umåker,Micael Melander,2,1640,3,"27,2a","77,78",25',200216,Boden,John Östman,5,2160,2,"31,3","43,37",35'
2020-06-13,BODEN,7,PRINS C.K.,h,6,Björn Goop,6,"5,48","1,74 - 3,19",d,VOLTSTART,2640M,2640,11g,14 907,200523,Gävle,Björn Goop,5,2140,2,"24,9","10,09",200',200507,Skellefteå,Mats E Djuse,d,2140,6,4ag,"2,11",50',200502,Gävle,Jan-Olov Persson,d,3160,1,8g,"3,09",35',200427,Hagmyren,Mats E Djuse,1,2640,9,"29,0","1,81",20',200403,Bollnäs,Jan-Olov Persson,1,1640,10,"26,3a","3,14",50'
2020-06-13,BODEN,7,VALLE TRYGG,v,8,Ove A Lindqvist,7,"19,91","7,20 - 16,07",d,VOLTSTART,2640M,2640,12g,5 429,200601,Harstad,Morten Carlsen,1,2040,,"28,7ag","10,60",,200501,Harstad,Morten Carlsen,d,2040,,0ag,"13,42",,200229,Harstad,Morten Carlsen,d,2040,,0ag,"6,03",,(200216),Harstad,Hans Christian Holm,1,2080,,"31,3g","1,80",,191123,Harstad,Morten Carlsen,7,2610,,"33,4g","6,16",
2020-06-14,BJERKE,1,INNOVATION LOVE,v,5,Michelle Mønster,3,"1,83","1,45",1,AUTOSTART,1609M,1609,"1.11,8",27 839,200604,Åby,Robin Bakker,0,2640,4,"14,4a","30,73",110',200527,Åby,Rick Ebbinge,0,1640,3,"14,4ag","4,12",60',200513,Jägersro,Robin Bakker,0,1640,5,"11,8a","3,05",60',191108,WO*,Robin Bakker,d,2100,3,0ag,"3,70",,191024,WO*,Robin Bakker,1,2100,7,"13,2a","4,50",
2020-06-14,BJERKE,1,READY EDDIE,v,10,Helene Kolle,7,"13,74","2,22",2,AUTOSTART,1609M,1609,"1.12,7",19 262,200421,Jarlsberg,Herman R. Tvedt,0,2100,8,"13,9a","49,12",14',190629,Momarken,Åsbjørn Tengsareid,d,1640,1,0ag,"24,90",61',190622,Leangen,Helene Kolle,d,2140,3,0ag,"1,90",51',190609,Bjerke,Helene Kolle,2,1609,4,"12,0a","15,80",102',190522,Bjerke,Helene Kolle,1,1609,2,"12,4a","8,20",31'
2020-06-14,BJERKE,1,LIGHTHOUSE WEST,v,8,Amalie Ødegård,6,"59,52","5,87",3,AUTOSTART,1609M,1609,"1.13,2",6 254,200529,Jarlsberg,Adrian Solberg Akselsen,5,2100,9,"14,0a","83,75",14',200506,Bjerke,Amalie Ødegård,2,2160,6,"15,6","10,58",14',200421,Jarlsberg,Adrian Solberg Akselsen,0,2100,11,"15,0a","51,04",14',200226,Bjerke,Amalie Ødegård,1,2100,8,"15,5a","22,90",20',200207,Jarlsberg,Maja Kanstad,6,1609,5,"15,0a","57,24",14'
2020-06-14,BJERKE,1,WELCOME S.E.,v,9,Anita Valstad Hagmann,4,"45,51","4,83 - 12,70",4,AUTOSTART,1609M,1609,"1.13,5",6 767,200517,Momarken,Ole Johan Østre,0,2140,11,"15,8ag","21,92",14',200312,Jarlsberg,Vidar Hop,3,1609,3,"13,6a","11,99",14',200227,Momarken,Vidar Hop,4,1640,1,"14,0a","8,71",14',200219,Bjerke,Vidar Hop,5,2100,9,"15,0a","44,30",20',200204,Momarken,Vidar Hop,5,2160,5,"16,6","13,01",14'
2020-06-14,BJERKE,1,JA EL TOMCAT,h,11,Siv Emilie Løvvold,8,"36,37","2,42 - 5,79",5,AUTOSTART,1609M,1609,"1.13,8",9 166,191116,Bjerke,Herman R. Tvedt,0,1609,4,"15,5a","139,10",204',191016,Bjerke,Herman R. Tvedt,0,2100,9,"14,8a","43,90",31',190921,Färjestad,Siv Emilie Lövvold,d,2140,6,uag,"29,57",60',(190726),Biri,Siv Emilie Løvvold,1,1609,2,"12,9a","12,90",31',(190726),Biri,Siv Emilie Løvvold,0,1609,5,"12,8a","10,20",31'
2020-06-14,BJERKE,1,NORMA B.,s,6,Amanda Robertsen,2,"36,80","3,04 - 7,58",6,AUTOSTART,1609M,1609,"1.13,8",8 166,200604,Åby,Simon Helm,7,2140,8,"14,9a","34,48",35',200523,Bjerke,Josefine Eilertsen,2,2100,6,"15,1a","7,95",12',200517,Momarken,Åsbjørn Tengsareid,3,2140,9,"14,3a","14,91",14',200506,Bjerke,Amanda Robertsen,d,2160,5,0g,"8,27",14',200131,Biri,Ole Johan Østre,0,1609,3,"16,8a","15,44",14'
2020-06-14,BJERKE,1,L.A.'S MR. BROWN,v,8,Kristine Kvasnes,5,"11,52","1,49 - 3,08",0,AUTOSTART,1609M,1609,"1.14,3",8 879,200307,Färjestad,Kristine Kvasnes,3,1640,4,"14,1a","15,81",40',200222,Axevalla,Stephanie J Werder,0,2160,1,"18,8","6,71",30',200207,Jarlsberg,Kristine Kvasnes,1,1609,6,"14,1a","1,58",14',200124,Jarlsberg,Kristine Kvasnes,0,2140,7,"16,7","3,86",14',(191220),Biri,Kristine Kvasnes,1,2140,4,"15,8","3,10",14'
2020-06-14,BJERKE,1,BONNIES CELEBRITY,v,7,Tova Bengtsson,9,"2,87","1,20 - 1,66",0,AUTOSTART,1609M,1609,"1.14,6",21 809,200531,Solvalla,Tova Bengtsson,d,1640,2,uag,"45,08",200',200518,Halmstad,Tova Bengtsson,1,1640,7,"13,2a","2,04",30',200425,Åby,Tova Bengtsson,0,2140,7,"14,6a","13,15",125',191203,Jägersro,Peter Untersteiner,0,2140,6,"17,0ag","18,20",60',191109,Eskilstuna,Tova Bengtsson,2,2140,2,"14,3a","4,59",30'
2020-06-14,BJERKE,1,RAMONA'S FIGHTER,v,10,Guro Mogset,1,"46,45","2,63 - 6,39",0,AUTOSTART,1609M,1609,"1.17,4",7 599,200525,Leangen,Guro Mogset,3,1680,2,"15,2","7,12",14',200518,Leangen,Atle Solhus,3,2140,9,"14,9a","12,51",14',200510,Jarlsberg,Dag-Sveinung Dalen,5,1620,1,"14,8","9,99",14',200427,Bergen,Bjørn Steine,2,1620,4,"14,2","13,67",14',200421,Jarlsberg,Adrian Solberg Akselsen,0,2100,7,"13,5a","71,74",14'
2020-06-14,BJERKE,1,GAIA B.R.,s,6,Nina Stene,10,"105,72","6,53 - 17,50",d,AUTOSTART,1609M,1609,0,10 344,200524,Sörlandet,Lars Anvar Kolle,0,2140,9,"16,1a","17,96",14',(190831),Forus,Åsbjørn Tengsareid,1,2060,1,"14,1","10,80",51',(190823),Jarlsberg,Åsbjørn Tengsareid,3,2100,7,"15,4a","7,50",16',190813,Bjerke,Åsbjørn Tengsareid,d,2100,3,0ag,"40,90",31',190805,Bjerke,Lars Anvar Kolle,3,2100,9,"15,4a","5,00",16'
2020-06-14,BJERKE,2,CHANDELLES,s,3,Geir Vegard Gundersen,4,"1,93","1,73",1,AUTOSTART,2100M,2100,"1.15,3",489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,BJERKE,2,GARTH VADER,h,3,Sverre Risa,6,"37,47","6,43",2,AUTOSTART,2100M,2100,"1.15,6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,BJERKE,2,MANGAS COLORADAS,h,3,Kristine Kvasnes,3,"13,40","3,24 - 4,71",3,AUTOSTART,2100M,2100,"1.15,6",2 544,200531,Biri,Kristine Kvasnes,d,2100,5,0ag,"7,28",12',200506,Bjerke,Kristine Kvasnes,6,2100,6,"17,8a","32,50",24',200420,Biri,Kristine Kvasnes,0,2100,2,"18,3",,,190816,Biri,Kristine Kvasnes,0,2100,2,"30,0g",P,,190809,Biri,Kristine Kvasnes,0,2100,2,"27,2",P,
2020-06-14,BJERKE,2,GONE WITH THE WINE,h,3,Vidar Hop,1,"3,74","1,71 - 2,36",4,AUTOSTART,2100M,2100,"1.15,6",0,200527,Bjerke,Vidar Hop,0,2100,8,uag,"10,58",24',200516,Jarlsberg,Vidar Hop,0,2100,10,"15,6ag","28,04",102',200506,Bjerke,Anders Lundstrøm Wolden,d,2100,4,0ag,"13,32",24',200416,Jarlsberg,Anders Lundstrøm Wolden,0,2100,1,"19,0",,,190621,Leangen,Jomar Blekkan,0,1640,2,"27,2",P,
2020-06-14,BJERKE,2,VISCONTI,h,3,Kai Johansen,5,"5,46","1,84 - 2,57",5,AUTOSTART,2100M,2100,"1.15,8",4 071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,BJERKE,2,DONATO FRECEL,h,3,Åsbjørn Tengsareid,2,"9,26","2,60 - 3,73",0,AUTOSTART,2100M,2100,"1.16,7g",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,BJERKE,3,BLE DU GERS,v,9,Per Oleg Midtfjeld,2,"10,06","3,05",1,AUTOSTART,2100M,2100,"1.10,0",131 182,200530,Solvalla,Joseph Verbeeck,3,3180,2,"12,4","7,23",500',200517,Charlottenlund,Joseph Verbeeck,1,2990,3,"14,8","2,30",134',200307,Frankrike,Bernard Piton,5,2850,4,"13,2","3,20",,200118,Vincennes,Nicolas Bazire,3,2875,4,"12,0","33,50",,191215,Vincennes,Nicolas Bazire,6,2875,4,"12,0","31,80",
2020-06-14,BJERKE,3,TSUNAMI DIAMANT,h,6,Jörgen Sjunnesson,6,"22,59","3,99",2,AUTOSTART,2100M,2100,"1.10,4",108 832,200601,Skive,Robin Bakker,1,2060,4,"12,2a","2,30",,200517,Charlottenlund,Robin Bakker,1,1600,10,"12,4a","5,10",100',200126,Vincennes,Robin Bakker,6,2100,5,"11,8a","56,50",,191222,Vincennes,Robin Bakker,0,2700,5,"12,9","68,20",,191207,Wolvega,Robin Bakker,1,2600,8,"17,2","1,60",
2020-06-14,BJERKE,3,VITRUVIO,h,6,Björn Goop,5,"2,79","1,83",3,AUTOSTART,2100M,2100,"1.10,8",271 767,200517,Charlottenlund,Alessandro Gocciadoro,0,2011,8,"13,9ag","5,90",334',200209,Vincennes,Alessandro Gocciadoro,5,2100,6,"11,6a","24,40",,200126,Vincennes,Alessandro Gocciadoro,5,2700,11,"11,9","147,80",,191222,Vincennes,Alessandro Gocciadoro,4,2700,16,"12,2","15,60",,191208,Vincennes,Alessandro Gocciadoro,0,2850,12,"13,4","85,90",
2020-06-14,BJERKE,3,EVIL ENOK M.E.,h,7,Noralf P. Brækken,8,"45,58","5,08 - 9,58",4,AUTOSTART,2100M,2100,"1.10,9",66 699,200524,Leangen,Noralf P. Brækken,0,2140,1,"15,7",,,180825,Bergsåker,Noralf Braekken,0,2140,9,"11,2a","57,88",1000',180814,Solvalla,Noralf Braekken,6,2140,9,"11,4a","16,28",1000',(180728),Biri,Noralf P. Brækken,3,2600,1,"14,3a","6,40",254',180708,Jarlsberg,Noralf P. Brækken,0,2100,2,"13,0ag","14,90",814'
2020-06-14,BJERKE,3,LOOKING SUPERB,h,7,Jomar Blekkan,9,"7,96","1,89 - 3,15",5,AUTOSTART,2100M,2100,"1.11,0",86 296,200531,Solvalla,Jomar Blekkan,0,1609,7,"10,2a","21,21",250',200425,Åby,Erik Adielsson,5,2140,7,"12,4a","15,18",1000',200308,Cagnes sur Mer,Jean Michel Bazire,5,1609,9,"10,5a","7,40",,200209,Vincennes,David Thomain,0,2100,16,"11,9a","138,50",,200202,Vincennes,Jean Michel Bazire,6,2700,6,"13,3","1,80",
2020-06-14,BJERKE,3,GIGANT INVALLEY,h,10,Gunnar Austevoll,10,"69,43","6,42 - 12,17",6,AUTOSTART,2100M,2100,"1.11,5",25 333,200603,Bjerke,Gunnar Austevoll,1,2100,3,"12,9a","2,50",20',200523,Bergen,Gunnar Austevoll,3,1600,4,"12,4a","3,52",61',200311,Bjerke,Gunnar Austevoll,5,2100,3,"14,4a","1,10",20',191116,Bjerke,Gunnar Austevoll,1,1609,1,"12,8a","3,00",204',(191026),Bergen,Gunnar Austevoll,1,2100,1,"13,3a","2,50",127'
2020-06-14,BJERKE,3,ELIAN WEB,v,8,Jorma Kontio,1,"3,45","1,31 - 1,72",0,AUTOSTART,2100M,2100,"1.12,3",117 907,200531,Solvalla,Jorma Kontio,0,1609,1,"10,4a","3,08",250',200513,Solvalla,Jorma Kontio,3,1640,8,"10,5a","9,05",100',200425,Åby,Jorma Kontio,1,2140,4,"12,2a","10,49",1000',200412,Romme,Jorma Kontio,1,2140,6,"13,1a","9,36",150',200328,Solvalla,Jorma Kontio,6,2140,11,"11,5a","6,96",300'
2020-06-14,BJERKE,3,REBELLA MATTERS,s,5,Frode Hamre,3,"59,67","5,36 - 10,13",0,AUTOSTART,2100M,2100,"1.12,6",56 919,200519,Frankrike,Matthieu Abrivard,2,2950,9,"14,3","3,80",,200312,Frankrike,Romain Congard,4,2475,3,"14,3","11,00",,200213,Vincennes,Jean Michel Bazire,d,2850,2,0g,"4,80",,200128,Vincennes,Jean Michel Bazire,1,2100,4,"11,4a","2,50",,200110,Vincennes,Alexandre Abrivard,d,2850,14,0g,"7,80",
2020-06-14,BJERKE,3,MISTER F DAAG,h,5,Robin Bakker,4,"6,12","1,49 - 2,33",0,AUTOSTART,2100M,2100,g,227 393,200517,Charlottenlund,Robin Bakker,3,2011,7,"12,3a","26,10",334',191107,Vincennes,Robin Bakker,d,2100,6,0ag,"11,60",,191012,Vermo,Robin Bakker,3,2120,2,"11,3a","11,20",,190924,Vincennes,Robin Bakker,1,2100,5,"12,4a","1,70",,(190727),Enghien,Robin Bakker,3,2150,8,"11,7a","1,90",
2020-06-14,BJERKE,3,MADELEN L.T.C.,s,7,Eirik Høitomt,7,"22,80","2,88 - 5,14",d,AUTOSTART,2100M,2100,0,42 989,200530,Bjerke,Eirik Høitomt,1,2100,5,"11,2a","1,79",61',200523,Bergen,Eirik Høitomt,1,1600,8,"12,3a","3,01",61',200415,Jägersro,Jeppe Juel,2,2140,1,"13,5a","2,05",60',191102,Solvalla,Erik Adielsson,d,2640,9,8ag,"8,01",250',191009,Bjerke,Eirik Høitomt,2,1609,5,"12,7a","3,40",31'
2020-06-14,BJERKE,4,GOGO HALL,h,5,Adrian Solberg Akselsen,9,"6,20","2,18",1,AUTOSTART,2100M,2100,"1.12,2",18 727,200530,Bjerke,Adrian Solberg Akselsen,5,2100,10,"11,9a","20,00",61',200516,Jarlsberg,Adrian Solberg Akselsen,4,2100,1,"13,5a","29,15",51',200502,Biri,Adrian Solberg Akselsen,4,2100,12,"13,5a","12,10",51',200425,Åby,Erik Adielsson,d,2140,1,uag,"41,57",110',(200229),Jarlsberg,Frode Hamre,1,2100,7,"15,9a","3,20",51'
2020-06-14,BJERKE,4,CALINA,s,6,Frode Hamre,5,"1,92","1,37",2,AUTOSTART,2100M,2100,"1.12,2",82 436,200530,Bjerke,Frode Hamre,3,2100,4,"11,4a","4,37",61',200509,Sörlandet,Frode Hamre,1,1609,4,"11,8a","2,49",61',200502,Örebro,Erik Adielsson,0,2100,10,"19,3ag","20,67",110',200227,Vincennes,David Thomain,7,2700,4,"14,4","5,20",,200213,Vincennes,David Thomain,5,2850,9,"15,4","10,00",
2020-06-14,BJERKE,4,KICKING CLASSIC,h,8,Kristian Malmin,11,"33,87","4,25",3,AUTOSTART,2100M,2100,"1.12,3",10 372,200530,Bjerke,Vidar Hop,4,2100,11,"11,8a","87,33",61',200509,Sörlandet,Lars Anvar Kolle,d,1609,2,0ag,"21,64",61',200502,Biri,Vidar Hop,5,2100,2,"13,8a","6,08",51',200311,Bjerke,Kristian Malmin,2,2100,1,"13,4a","14,40",20',(200229),Jarlsberg,Dag-Sveinung Dalen,2,2100,3,"16,1a","4,20",51'
2020-06-14,BJERKE,4,ALLAWAY G.T.,v,7,Erlend Rennesvik,7,"45,75","3,57 - 10,58",4,AUTOSTART,2100M,2100,"1.12,5",14 814,200530,Bjerke,Anders Lundstrøm Wolden,0,2100,9,"12,0a","44,81",61',200502,Biri,Erlend Rennesvik,0,2100,7,"14,2a","2,26",51',200421,Jarlsberg,Erlend Rennesvik,2,2100,5,"13,1a","2,07",14',200307,Färjestad,Erlend Rennesvik,6,2140,7,"13,3a","6,94",110',200212,Bjerke,Erlend Rennesvik,1,2100,3,"14,0a","1,80",20'
2020-06-14,BJERKE,4,MELLBY FRODO,v,6,Dag-Sveinung Dalen,4,"72,90","4,82 - 14,74",5,AUTOSTART,2100M,2100,"1.12,6",18 492,200523,Bergen,Dag-Sveinung Dalen,0,2100,5,"18,0a","4,40",51',200509,Sörlandet,Kristian Malmin,5,1609,11,"12,7a","26,92",61',200426,Jarlsberg,Kristian Malmin,2,2100,7,"14,3a","3,92",14',200307,Färjestad,Kristian Malmin,7,2140,2,"13,4a","27,60",110',(200229),Jarlsberg,Kristian Malmin,0,2100,12,"17,1a","9,80",51'
2020-06-14,BJERKE,4,RED BAR,h,7,Åsbjørn Tengsareid,10,"43,69","3,61 - 10,72",6,AUTOSTART,2100M,2100,"1.12,8",15 506,200530,Bjerke,Åsbjørn Tengsareid,0,2100,12,"12,2a","30,67",61',200509,Sörlandet,Åsbjørn Tengsareid,d,1609,10,0ag,"14,77",61',200502,Biri,Åsbjørn Tengsareid,1,2100,3,"13,2a","42,93",51',200421,Jarlsberg,Åsbjørn Tengsareid,0,2100,2,"13,8a","14,12",14',(200216),Bjerke,Ole Johan Østre,0,1609,5,"16,4ag","1,30",14'
2020-06-14,BJERKE,4,CODE BON,h,8,Magnus Teien Gundersen,6,"3,46","1,15 - 1,62",0,AUTOSTART,2100M,2100,"1.13,0",33 455,200530,Bjerke,Magnus Teien Gundersen,6,2100,6,"11,9a","4,43",61',200509,Sörlandet,Magnus Teien Gundersen,2,1609,9,"12,1a","2,72",61',200420,Biri,Magnus Teien Gundersen,0,2100,6,"15,2",,,180908,Bjerke,Magnus Teien Gundersen,1,2100,8,"12,1a","1,40",127',180815,Eskilstuna,Magnus Teien Gundersen,2,2140,7,"12,5a","1,30",125'
2020-06-14,BJERKE,4,IN HÅLERYD,s,8,Tom Erik Solberg,8,"50,10","4,18 - 12,63",0,AUTOSTART,2100M,2100,"1.13,0",9 838,(200229),Jarlsberg,Per Oleg Midtfjeld,0,2100,11,"16,6a","6,10",51',200219,Bjerke,Tom Erik Solberg,3,2100,4,"14,8a","2,30",20',200122,Bjerke,Tom Erik Solberg,4,2100,1,"14,0a","3,90",20',(200111),Jarlsberg,Tom Erik Solberg,5,2609,8,"16,8a","5,50",51',191230,Bjerke,Tom Erik Solberg,1,1609,11,"13,8a","9,20",51'
2020-06-14,BJERKE,4,BLUERIDGE SUN,s,5,Geir Vegard Gundersen,3,"60,37","3,93 - 11,78",0,AUTOSTART,2100M,2100,"1.13,1",63 439,200509,Sörlandet,Geir Vegard Gundersen,6,1609,6,"12,7a","12,18",61',200502,Biri,Magnus Teien Gundersen,6,2100,9,"13,9a","11,11",51',200425,Åby,Jorma Kontio,0,2140,2,"13,6a","53,69",300',200410,Färjestad,Jorma Kontio,6,2140,9,"13,6a","20,63",100',(200208),Forus,Magnus Teien Gundersen,1,2040,10,"14,4a","5,40",51'
