datum,bana,avd,häst,ålder,kön,kusk,lopp_dist,start,dist,pris,spår,streck,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_odds,h1_pris,h1_kmtid,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_odds,h2_pris,h2_kmtid,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_odds,h3_pris,h3_kmtid,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_odds,h4_pris,h4_kmtid,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_odds,h5_pris,h5_kmtid,h1_auto,h2_auto,h3_auto,h4_auto,h5_auto,h1_perf,h2_perf,h3_perf,h4_perf,h5_perf,senast,delta1,delta2,delta3,delta4,rel_kr,streck_avst,rel_rank,h1_samma_bana,h2_samma_bana,h3_samma_bana,h1_samma_kusk,h2_samma_kusk,h3_samma_kusk,probat1,probat2,probat3,probat4
2022-10-01,skellefteå,6,copertino v.w.,8,v,mikael lindqvist,3140.0,1,3140.0,200000.0,8.0,0.0,boden,mikael lindqvist,2.0,2640.0,10.0,101.45,25.0,15.3,skellefteå,mikael lindqvist,2.0,2140.0,10.0,1.96,10.0,17.0,umåker,mikael lindqvist,5.0,2140.0,10.0,111.71,25.0,15.5,skellefteå,mikael lindqvist,5.0,2640.0,10.0,23.03,22.0,18.4,boden,mikael lindqvist,5.0,3140.0,10.0,84.71,60.0,17.8,1,1,1,1,0,3325.708165221809,2103.362527024099,742.065795512883,696.1194204199074,1149.6033871246218,9.0,10.0,23.0,16.0,8.0,0.02317874718798052,45.0,0.6428571428571429,False,True,False,True,True,True,0.018684694917872682,0.02099710054999905,0.03152468615158911,0.018893348467015684
2022-10-01,skellefteå,6,flight deck,6,v,daniel wäjersten,3140.0,1,3140.0,200000.0,9.0,1.0,kaustinen,niko jokela,4.0,3120.0,,19.8,,17.2,solänget,john östman,6.0,2140.0,,6.49,25.0,17.6,härmä,niko jokela,20.0,1609.0,,7.3,,30.0,ylivieska,niko jokela,20.0,1600.0,,5.7,,14.4,härmä,niko jokela,20.0,1609.0,,2.0,,13.0,0,0,1,0,1,,450.0856565026091,,,,8.0,31.0,11.0,7.0,21.0,0.035773658579549415,44.0,0.5714285714285714,False,False,False,False,False,False,0.02119802198640008,0.022131496371152293,0.03013549726333972,0.020611982003174895
2022-10-01,skellefteå,6,l.l.royal,6,v,robert bergh,3140.0,1,3160.0,200000.0,1.0,45.0,solvalla,robert bergh,3.0,2140.0,11.0,16.26,220.0,11.4,jägersro,robert bergh,1.0,3180.0,11.0,7.65,100.0,14.2,rättvik,robert bergh,1.0,2140.0,11.0,1.61,110.0,13.3,axevalla,robert bergh,1.0,2640.0,11.0,2.72,110.0,13.2,eskilstuna,rikard n skoglund,1.0,2140.0,11.0,4.22,220.0,12.4,1,0,0,1,1,5983.816015903301,10966.331584284586,11501.58559756547,11501.58559756547,16265.698340872146,7.0,20.0,29.0,14.0,21.0,0.10540164629290509,0.0,0.07142857142857142,False,False,False,True,True,True,0.2947645947769691,0.25451482770490835,0.08789145053477611,0.30637623733387725
2022-10-01,skellefteå,6,magic cash,7,v,sandra eriksson,3140.0,1,3160.0,200000.0,2.0,1.0,umåker,sandra eriksson,2.0,3180.0,1.0,5.64,35.0,16.0,skellefteå,sandra eriksson,5.0,2680.0,1.0,5.15,50.0,15.1,skellefteå,sandra eriksson,3.0,2160.0,1.0,1.7,25.0,14.3,boden,sandra eriksson,3.0,3180.0,1.0,3.15,60.0,15.8,skellefteå,sandra eriksson,3.0,3180.0,1.0,8.72,150.0,15.0,0,0,0,0,0,3935.030968151612,1049.439512187499,2017.143967463676,3124.9459971558285,4940.973458019238,15.0,11.0,21.0,19.0,32.0,0.1291785783750656,44.0,0.5714285714285714,False,True,True,True,True,True,0.024430936073744077,0.029533163264358495,0.05773673761541837,0.020158113680620437
2022-10-01,skellefteå,6,toutre,10,v,ove a lindqvist,3140.0,1,3160.0,200000.0,3.0,0.0,solänget,susanne h osterling,2.0,1640.0,1.0,8.41,30.0,13.4,skellefteå,susanne h osterling,2.0,1640.0,1.0,2.85,22.0,14.5,solänget,jan norberg,1.0,2160.0,1.0,7.67,25.0,15.9,boden,ove a lindqvist,1.0,2660.0,1.0,12.06,30.0,15.7,orkla,arve sjoner,1.0,1800.0,1.0,7.8,,14.2,1,0,0,0,1,3643.130763542206,3119.790798145967,5483.165792142293,6006.507181794034,,11.0,15.0,13.0,14.0,9.0,0.032830442106344795,45.0,0.6428571428571429,False,True,False,False,False,False,0.020144874625410022,0.021646260795235586,0.04844185420129792,0.020736959161374486
2022-10-01,skellefteå,6,zorro swing,9,v,leif eriksson,3140.0,1,3180.0,200000.0,1.0,0.0,solänget,jens eriksson,3.0,2640.0,4.0,23.46,50.0,16.0,skellefteå,leif eriksson,6.0,2680.0,4.0,9.47,50.0,15.4,boden,jens eriksson,15.0,2140.0,4.0,8.33,35.0,13.8,boden,leif eriksson,15.0,2660.0,4.0,9.69,30.0,15.4,harstad,jens eriksson,15.0,3070.0,4.0,11.7,,15.1,1,0,1,0,0,2852.672356046204,636.517239655588,5.916079783099616,5.477225575051661,,11.0,15.0,17.0,10.0,10.0,0.04520883258529639,45.0,0.6428571428571429,False,True,False,False,True,False,0.019538659371861538,0.02139588896900532,0.03315251416167848,0.019597514885821486
2022-10-01,skellefteå,6,selmer i.h.,8,v,samu sundqvist,3140.0,1,3180.0,200000.0,2.0,12.0,boden,samu sundqvist,1.0,1640.0,6.0,3.67,30.0,12.9,bodö,sigmund jakobsen,2.0,3140.0,6.0,3.5,,16.7,harstad,dag sveinung dalen,2.0,3070.0,6.0,1.6,,15.0,skellefteå,samu sundqvist,2.0,3200.0,6.0,9.98,150.0,14.8,boden,samu sundqvist,2.0,2140.0,6.0,2.33,25.0,18.4,1,0,0,0,1,6006.507181794034,,,8146.288038201084,3325.708165221809,9.0,25.0,29.0,35.0,30.0,0.1785673655276688,33.0,0.21428571428571427,False,False,False,True,False,False,0.11728450306573829,0.11271798976103183,0.08178918550812013,0.11111867788347732
2022-10-01,skellefteå,6,hard times,8,h,ulf ohlsson,3140.0,1,3180.0,200000.0,3.0,0.0,solänget,ulf ohlsson,5.0,2640.0,2.0,5.32,50.0,16.1,bollnäs,per linderoth,4.0,2140.0,2.0,40.69,50.0,12.6,bergsåker,rikard n skoglund,15.0,1640.0,2.0,34.23,100.0,11.3,solvalla,rikard n skoglund,15.0,3180.0,2.0,65.7,100.0,13.9,dannero,rikard n skoglund,15.0,2140.0,2.0,60.23,100.0,12.6,1,1,1,0,1,1049.439512187499,1730.233246056696,10.0,10.0,10.0,11.0,18.0,7.0,9.0,10.0,0.11897640656021667,45.0,0.6428571428571429,False,False,False,True,False,False,0.02142629045828327,0.0280199659299018,0.050362050174183506,0.02087250154445282
2022-10-01,skellefteå,7,inspector,7,v,ove a lindqvist,2140.0,0,2140.0,110000.0,1.0,0.0,bergsåker,kenth åkerlund,15.0,2140.0,1.0,34.18,30.0,14.1,östersund,daniel wäjersten,4.0,2140.0,1.0,11.57,50.0,14.4,boden,mats e djuse,8.0,2140.0,1.0,33.52,110.0,13.7,bergsåker,kaj widell,8.0,1640.0,1.0,14.36,50.0,11.6,bergsåker,per linderoth,8.0,2640.0,1.0,12.62,40.0,14.8,1,1,1,1,1,5.477225575051661,1730.233246056696,347.31779025430075,234.16160642048672,209.44050787070373,51.0,11.0,43.0,9.0,20.0,0.06709320598379559,36.0,0.75,False,False,False,False,False,False,0.01927481465593659,0.021929187657959922,0.03350947330733718,0.019211544157029425
2022-10-01,skellefteå,7,just celebration,6,v,ulf ohlsson,2140.0,0,2140.0,110000.0,2.0,2.0,boden,ulf ohlsson,2.0,1640.0,6.0,3.23,60.0,14.0,lycksele,jan norberg,15.0,1640.0,6.0,3.85,20.0,18.4,dannero,ulf ohlsson,2.0,1640.0,6.0,7.84,100.0,12.2,dannero,ulf ohlsson,2.0,1640.0,6.0,11.78,30.0,10.8,boden,ulf ohlsson,2.0,2140.0,6.0,20.34,110.0,13.6,1,0,1,1,1,5152.164935300037,4.47213595499958,6651.416330443618,3643.130763542206,6976.064300232707,66.0,23.0,11.0,0.0,5.0,0.05837193956339245,34.0,0.5833333333333334,False,False,False,True,False,True,0.02079276809721886,0.02424799946141213,0.07870674101688392,0.021271660289071036
2022-10-01,skellefteå,7,fabulous pellini,5,s,daniel wäjersten,2140.0,0,2140.0,110000.0,3.0,36.0,bergsåker,daniel wäjersten,1.0,2140.0,5.0,2.15,60.0,12.7,bergsåker,daniel wäjersten,6.0,2640.0,5.0,7.32,110.0,13.2,skellefteå,daniel wäjersten,1.0,2160.0,5.0,1.59,110.0,13.9,boden,mats e djuse,1.0,2140.0,5.0,1.29,50.0,13.0,solvalla,daniel wäjersten,1.0,2140.0,5.0,9.51,220.0,12.3,1,1,0,1,1,8494.48391898452,944.107637948816,11501.58559756547,7754.367427987846,16265.698340872146,17.0,18.0,63.0,7.0,21.0,0.13631230569331346,0.0,0.08333333333333333,False,False,True,True,True,True,0.27508763608113196,0.2812042678041124,0.11082372830430472,0.2788756372950711
2022-10-01,skellefteå,7,marvelous,9,v,petter lundberg,2140.0,0,2140.0,110000.0,4.0,10.0,solvalla,petter lundberg,7.0,2140.0,10.0,61.7,220.0,12.1,hagmyren,petter lundberg,5.0,2140.0,10.0,85.74,110.0,13.3,örebro,jorma kontio,5.0,1609.0,10.0,53.28,110.0,11.5,boden,petter lundberg,5.0,1640.0,10.0,6.54,60.0,13.8,eskilstuna,petter lundberg,5.0,2140.0,10.0,94.12,220.0,12.9,1,0,1,1,1,809.8214353480527,1556.570344516668,1556.570344516668,1149.6033871246218,2201.322892003233,7.0,14.0,21.0,24.0,25.0,0.05471200092518895,26.0,0.4166666666666667,False,False,False,True,True,False,0.05858794670586565,0.03820204189071119,0.03405505424948139,0.07153096655045034
2022-10-01,skellefteå,7,secondary stall,6,v,oskar j andersson,2140.0,0,2140.0,110000.0,5.0,1.0,solänget,per linderoth,1.0,1640.0,3.0,3.74,30.0,13.2,romme,oskar j andersson,1.0,2180.0,3.0,6.31,35.0,14.8,hagmyren,sofia frilén,15.0,2140.0,3.0,10.43,20.0,15.4,romme,oskar j andersson,15.0,1640.0,3.0,22.07,40.0,12.3,bollnäs,oskar j andersson,15.0,2140.0,3.0,36.33,110.0,14.3,1,0,0,1,0,6006.507181794034,6487.769258055282,4.47213595499958,6.324555320336759,10.488088481701515,11.0,17.0,6.0,13.0,16.0,0.04568120437832065,35.0,0.6666666666666666,False,False,False,False,True,False,0.019616138949231508,0.02289557834283943,0.06580588844632548,0.020128252661636786
2022-10-01,skellefteå,7,ellis pride,8,v,per linderoth,2140.0,0,2140.0,110000.0,6.0,5.0,bergsåker,per linderoth,2.0,2140.0,9.0,1.96,30.0,13.8,bergsåker,henrik svensson,2.0,2140.0,9.0,28.19,90.0,13.9,östersund,henrik svensson,7.0,2140.0,9.0,19.93,110.0,14.9,umåker,per linderoth,7.0,2140.0,9.0,17.43,110.0,13.3,östersund,henrik svensson,7.0,2160.0,9.0,3.41,30.0,14.8,1,1,1,1,0,3643.130763542206,6310.087581072298,572.6302284848314,572.6302284848314,299.0463837120453,25.0,47.0,40.0,28.0,9.0,0.07940638244317912,31.0,0.5,False,False,False,True,False,False,0.0311597193055296,0.02691231862633969,0.04838662327555229,0.03950637364071179
2022-10-01,skellefteå,7,beat generation,4,h,tomas pettersson,2140.0,0,2140.0,110000.0,7.0,19.0,jägersro,jörgen westholm,15.0,2640.0,10.0,17.64,200.0,13.9,solvalla,jörgen westholm,3.0,2640.0,10.0,13.4,60.0,13.1,eskilstuna,jörgen westholm,15.0,2640.0,10.0,41.14,250.0,12.3,solvalla,jörgen westholm,15.0,2140.0,10.0,24.25,600.0,11.9,solvalla,jörgen westholm,15.0,1640.0,10.0,74.51,500.0,10.7,1,1,1,1,1,14.142135623730953,3124.9459971558285,15.811388300841896,24.49489742783178,22.36067977499789,39.0,21.0,13.0,28.0,24.0,0.14169336789186174,17.0,0.16666666666666666,False,False,False,False,False,False,0.14011912764288956,0.12110162954434062,0.03732906354678396,0.1312631861014982
2022-10-01,skellefteå,7,roller coaster ås,6,v,christian månsson,2140.0,0,2140.0,110000.0,8.0,0.0,boden,christian månsson,3.0,1660.0,6.0,10.41,100.0,13.6,boden,christian månsson,2.0,1640.0,6.0,2.07,30.0,13.0,boden,christian månsson,1.0,2140.0,6.0,3.19,35.0,14.5,kalmar,stefan persson,1.0,2140.0,6.0,16.66,25.0,13.0,halmstad,johan untersteiner,1.0,1640.0,6.0,14.84,35.0,12.3,0,1,1,1,1,4034.287934927351,3643.130763542206,6487.769258055282,5483.165792142293,6487.769258055282,9.0,0.0,34.0,11.0,10.0,0.07189262365898624,36.0,0.75,False,False,False,True,True,True,0.020301667758699894,0.022618162154274764,0.042164401603003866,0.01990080736515133
2022-10-01,skellefteå,7,anthem,7,s,rikard n skoglund,2140.0,0,2140.0,110000.0,9.0,1.0,skellefteå,ove a lindqvist,1.0,2140.0,4.0,4.32,22.0,14.2,boden,sandra eriksson,1.0,2160.0,4.0,8.55,35.0,15.8,boden,john östman,15.0,2140.0,4.0,58.4,35.0,15.4,skellefteå,sandra eriksson,15.0,2140.0,4.0,10.03,25.0,16.4,lycksele,john östman,15.0,2160.0,4.0,56.95,40.0,15.9,1,0,1,0,0,5143.665449037786,6487.769258055282,5.916079783099616,5.0,6.324555320336759,19.0,10.0,14.0,15.0,31.0,0.03897018306496051,35.0,0.6666666666666666,True,False,False,False,False,False,0.01922511930532544,0.022498219159987603,0.041960052923089554,0.019846072654010248
2022-10-01,skellefteå,7,get ready on tour,8,v,micael melander,2140.0,0,2140.0,110000.0,10.0,0.0,bergsåker,mats e djuse,3.0,2640.0,8.0,38.63,60.0,14.7,skellefteå,micael melander,15.0,1640.0,8.0,5.43,22.0,16.0,lycksele,fredrik jonsson,7.0,1640.0,8.0,2.11,20.0,16.5,dannero,magnus a djuse,7.0,1640.0,8.0,7.78,100.0,12.2,dannero,magnus a djuse,7.0,1640.0,8.0,11.24,30.0,10.4,1,0,0,1,1,3124.9459971558285,4.69041575982343,244.17034983968583,545.9815003314424,299.0463837120453,17.0,16.0,56.0,11.0,0.0,0.040881786703129995,36.0,0.75,False,True,False,False,True,False,0.01907628402698909,0.021312731623225663,0.03354873160653232,0.019359150783903576
2022-10-01,skellefteå,7,mellby joker,4,v,mats e djuse,2140.0,0,2140.0,110000.0,11.0,11.0,bergsåker,daniel wäjersten,1.0,2640.0,7.0,3.13,60.0,14.2,jägersro,daniel wäjersten,15.0,2640.0,7.0,14.05,200.0,13.9,bergsåker,daniel wäjersten,4.0,2140.0,7.0,8.95,250.0,12.8,eskilstuna,per lennartsson,4.0,2140.0,7.0,12.5,220.0,12.3,mantorp,daniel wäjersten,4.0,2140.0,7.0,6.72,300.0,13.1,1,1,1,1,1,8494.48391898452,14.142135623730953,3868.919155112892,3629.3678757248513,4238.188588838319,17.0,22.0,33.0,19.0,28.0,0.11430165241467513,25.0,0.3333333333333333,False,False,False,False,False,False,0.08095503209031352,0.0687976573686027,0.04921325727325898,0.0809207162721239
2022-10-01,skellefteå,7,devils tongue,4,v,sandra eriksson,2140.0,0,2140.0,110000.0,12.0,13.0,solänget,sandra eriksson,3.0,2140.0,5.0,4.96,110.0,13.2,skellefteå,sandra eriksson,2.0,1640.0,5.0,1.5,75.0,11.3,boden,sandra eriksson,1.0,2140.0,5.0,1.69,110.0,13.0,östersund,sandra eriksson,1.0,2140.0,5.0,3.57,110.0,30.0,solvalla,sandra eriksson,1.0,1640.0,5.0,10.98,500.0,10.5,1,1,1,1,1,4231.196882217894,5760.295513310844,11501.58559756547,11501.58559756547,24521.4628862633,11.0,87.0,7.0,7.0,13.0,0.15068334727919616,23.0,0.25,False,True,False,True,True,True,0.1070305914812319,0.10054862400876576,0.07136846083270594,0.0982142264021503
