datum,bana,avd,nr,häst,ålder,kön,kusk,lopp_dist,start,dist,pris,spår,streck,vodds,podds,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_odds,h1_pris,h1_kmtid,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_odds,h2_pris,h2_kmtid,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_odds,h3_pris,h3_kmtid,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_odds,h4_pris,h4_kmtid,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_odds,h5_pris,h5_kmtid,bins,h1_auto,h2_auto,h3_auto,h4_auto,h5_auto,h1_perf,h2_perf,h3_perf,h4_perf,h5_perf,senast,delta1,delta2,delta3,delta4,rel_kr,streck_avst,rel_rank,h1_samma_bana,h2_samma_bana,h3_samma_bana,h1_samma_kusk,h2_samma_kusk,h3_samma_kusk,proba_cat1L1,proba_cat2L1,proba_xgb1L1,proba_xgb2L1,proba_cat1L2,proba_cat2L2,proba_xgb1L2,proba_xgb2L2,Meta,välj
2023-02-04,solvalla,6,1,attention please,5,s,kim eriksson,2140.0,1,2140.0,220000.0,1.0,1.0,18.89,6.34,2023-01-14,kalmar,kim eriksson,4.0,2140.0,4.0,31.54,110.0,15.1,2022-12-31,axevalla,kim eriksson,5.0,2140.0,4.0,10.82,110.0,17.5,2022-12-11,kalmar,kim eriksson,1.0,2140.0,4.0,8.31,35.0,15.6,2022-12-02,kalmar,stefan persson,1.0,2140.0,4.0,9.62,25.0,16.3,2022-11-21,mantorp,kim eriksson,1.0,2140.0,4.0,6.38,30.0,18.0,17,0,0,1,1,0,2566.350636345657,1556.570344516668,6487.769258055282,5483.165792142293,6006.507181794034,21.0,14.0,20.0,9.0,11.0,0.0381849724447822,22.0,0.6666666666666666,False,False,False,True,True,True,0.0279531303598029,0.0220020495479837,0.0006987532,0.0016678149,0.0083258375842141,0.006440494533074,0.0007363761,0.00057995267,0.0021875593582017,False
2023-02-04,solvalla,7,12,lucifer sam,6,v,stefan persson,2140.0,0,2140.0,220000.0,12.0,3.0,28.31,2.08,2023-01-14,kalmar,stefan persson,1.0,2640.0,9.0,6.34,110.0,14.6,2022-12-23,halmstad,stefan persson,1.0,2140.0,9.0,4.81,110.0,14.3,2022-11-30,åby,stefan persson,4.0,2140.0,9.0,15.4,110.0,12.7,2022-11-19,jägersro,stefan persson,4.0,2640.0,9.0,8.5,110.0,30.0,2022-10-28,kalmar,stefan persson,4.0,2640.0,9.0,3.07,40.0,14.6,21,0,1,1,1,0,11501.58559756547,11501.58559756547,2566.350636345657,2566.350636345657,1547.5676620451568,21.0,22.0,23.0,11.0,22.0,0.0772543455125931,59.0,0.4166666666666667,False,False,False,True,True,True,0.0527686947998468,0.0456677857615114,0.043954294,0.06846552,0.0125401079337085,0.0127039546221397,0.016563607,0.016109414,0.0143588190424416,False
2023-02-04,solvalla,7,11,power blaster,6,h,ulf ohlsson,2140.0,0,2140.0,220000.0,11.0,0.0,99.99,22.29,2023-01-21,östersund,ulf ohlsson,3.0,2140.0,10.0,27.48,110.0,14.5,2023-01-10,eskilstuna,ulf ohlsson,1.0,2680.0,10.0,5.89,40.0,15.6,2022-12-19,eskilstuna,per lennartsson,3.0,2140.0,10.0,12.84,25.0,15.0,2022-12-09,solvalla,mika forss,3.0,2640.0,10.0,59.25,40.0,14.7,2022-11-29,gävle,mika forss,3.0,1640.0,10.0,26.51,25.0,12.9,29,1,0,1,1,1,4231.196882217894,6935.717076596412,2017.143967463676,2551.5077222615173,2017.143967463676,14.0,11.0,22.0,10.0,10.0,0.0617382050372472,62.0,0.6666666666666666,False,False,False,True,True,False,0.0289249706180556,0.0214275995667565,0.065260075,0.062622935,0.0080538229139623,0.0063409836630385,0.015959786,0.012391944,0.0100249290913168,False
2023-02-04,solvalla,7,9,graces candy,6,s,örjan kihlström,2140.0,0,2140.0,220000.0,9.0,2.0,97.1,11.14,2023-01-21,östersund,tomas pettersson,15.0,2140.0,4.0,8.29,110.0,15.1,2023-01-07,färjestad,björn goop,1.0,1640.0,4.0,6.23,110.0,12.7,2022-12-23,romme,jörgen westholm,1.0,1640.0,4.0,2.04,30.0,14.3,2022-12-06,eskilstuna,erik adielsson,1.0,2140.0,4.0,11.86,40.0,15.1,2022-10-29,romme,william ekberg,1.0,2160.0,4.0,55.05,110.0,13.9,29,1,1,1,0,0,10.488088481701515,11501.58559756547,6006.507181794034,6935.717076596412,11501.58559756547,14.0,14.0,15.0,17.0,38.0,0.0757218871940404,60.0,0.5,False,False,False,False,False,False,0.0340843115480865,0.0278115808605253,0.030106824,0.04259985,0.0091931919325066,0.0073397229992353,0.006386474,0.010506177,0.0082028158933448,False
2023-02-04,solvalla,7,10,chiffchaff,6,s,jorma kontio,2140.0,0,2140.0,220000.0,10.0,0.0,99.99,33.64,2023-01-16,halmstad,stefan persson,4.0,2140.0,7.0,4.02,40.0,14.5,2023-01-07,färjestad,stefan persson,3.0,1640.0,7.0,10.2,110.0,13.0,2022-12-20,jägersro,stefan persson,2.0,2140.0,7.0,4.67,35.0,15.2,2022-12-10,åby,tova bengtsson,2.0,2140.0,7.0,4.7,60.0,30.0,2022-11-28,halmstad,stefan persson,2.0,2140.0,7.0,5.28,35.0,13.6,29,1,1,1,1,1,1547.5676620451568,4231.196882217894,3935.030968151612,5152.164935300037,3935.030968151612,19.0,9.0,18.0,10.0,12.0,0.0572224192976232,62.0,0.6666666666666666,False,False,False,False,False,False,0.0248947442439346,0.0201242534111684,0.018123563,0.019956455,0.007848840117605,0.0054268580095647,0.00621429,0.0058694403,0.0062782056141903,False
2023-02-04,solvalla,7,5,lorenzo boko,5,v,gustav johansson,2140.0,0,2140.0,220000.0,5.0,2.0,15.87,4.47,2023-01-28,halmstad,gustav johansson,3.0,2140.0,1.0,44.73,125.0,13.4,2023-01-14,kalmar,gustav johansson,6.0,1640.0,1.0,39.23,125.0,13.4,2022-12-23,halmstad,thomas uhrberg,2.0,2140.0,1.0,3.6,110.0,14.3,2022-12-10,åby,thomas uhrberg,2.0,1640.0,1.0,4.59,110.0,12.6,2022-11-30,åby,jeppe rask,2.0,2140.0,1.0,3.21,110.0,12.7,15,1,1,1,1,1,4510.471031652402,1006.422123637454,6976.064300232707,6976.064300232707,6976.064300232707,7.0,14.0,22.0,13.0,10.0,0.0836147570060305,60.0,0.5,False,False,False,True,True,False,0.0338866199914564,0.0304615624944978,0.03540784,0.036281943,0.0099663072117391,0.0082266762800818,0.0026021213,0.0030435203,0.0050479565090191,False
2023-02-04,solvalla,7,1,l.l.labero,7,v,robert bergh,2140.0,0,2140.0,220000.0,1.0,5.0,46.01,4.52,2023-01-21,östersund,robert bergh,2.0,2140.0,9.0,14.77,110.0,14.3,2023-01-11,bergsåker,robert bergh,2.0,2140.0,9.0,1.87,60.0,16.3,2022-12-26,solvalla,björn goop,4.0,2140.0,9.0,9.18,220.0,14.9,2022-12-18,bergsåker,olle wäjersten,4.0,2140.0,9.0,3.23,50.0,30.0,2022-12-03,bergsåker,robert bergh,4.0,2140.0,9.0,2.89,110.0,13.9,25,1,1,1,1,1,6976.064300232707,5152.164935300037,3629.3678757248513,1730.233246056696,2566.350636345657,14.0,10.0,16.0,8.0,15.0,0.074320681092586,57.0,0.25,False,False,False,True,True,False,0.0902862174923238,0.0721278558027926,0.0008323558,0.0017348769,0.0145474894452266,0.0162862532531045,0.001254876,0.000949089,0.0040985406823593,False
2023-02-04,solvalla,7,3,oskar run,6,h,carl johan jepson,2140.0,0,2140.0,220000.0,3.0,1.0,99.99,7.95,2023-01-28,halmstad,carl johan jepson,4.0,2140.0,8.0,7.56,100.0,15.7,2023-01-14,kalmar,kevin oscarsson,15.0,2640.0,8.0,26.49,110.0,15.0,2022-12-31,axevalla,carl johan jepson,2.0,2140.0,8.0,35.67,110.0,16.1,2022-12-21,åby,carl johan jepson,2.0,2640.0,8.0,13.19,40.0,16.5,2022-12-06,axevalla,victor rosleff,2.0,2160.0,8.0,4.35,25.0,16.0,29,1,0,1,1,0,2446.919322642204,10.488088481701515,6976.064300232707,4206.725054048198,3325.708165221809,7.0,14.0,14.0,10.0,15.0,0.048393047179851,61.0,0.5833333333333334,False,False,False,True,False,True,0.0262071925720227,0.0223813135878416,0.0008327354,0.0016335137,0.0090103249685774,0.006161663756733,0.0006175075,0.0006536563,0.002175742706589,False
2023-02-04,solvalla,7,6,love håleryd,8,v,johan untersteiner,2140.0,0,2140.0,220000.0,6.0,1.0,99.99,11.45,2023-01-16,halmstad,henriette larsen,2.0,1640.0,3.0,3.58,30.0,15.4,2022-12-31,axevalla,stefan persson,6.0,2140.0,3.0,26.14,110.0,16.3,2022-12-23,halmstad,johan untersteiner,5.0,2140.0,3.0,38.69,110.0,14.6,2022-12-05,halmstad,johan untersteiner,5.0,2200.0,3.0,3.23,40.0,15.2,2022-11-08,jägersro,johan untersteiner,5.0,1640.0,3.0,5.62,35.0,12.1,29,1,1,1,0,1,3643.130763542206,944.107637948816,1556.570344516668,938.6472350101868,878.0240901127003,19.0,16.0,8.0,18.0,27.0,0.0480028378857751,61.0,0.5833333333333334,False,False,False,False,False,True,0.0268819398882265,0.0215556721876484,0.00070667086,0.0016444471,0.0084046543095002,0.0056334408742253,0.0007326434,0.0005710275,0.002109651992147,False
2023-02-04,solvalla,7,7,olga utca,9,s,thomas uhrberg,2140.0,0,2140.0,220000.0,7.0,1.0,25.82,1.87,2023-01-28,halmstad,gustav johansson,2.0,2160.0,5.0,4.53,110.0,15.2,2023-01-14,kalmar,gustav johansson,3.0,2640.0,5.0,9.29,110.0,14.7,2023-01-04,jägersro,gustav johansson,1.0,2160.0,5.0,7.01,60.0,14.4,2022-12-21,åby,gustav johansson,1.0,2160.0,5.0,6.4,60.0,15.3,2022-12-14,jägersro,gustav johansson,1.0,2160.0,5.0,16.45,60.0,14.0,20,0,0,0,0,0,6976.064300232707,4231.196882217894,8494.48391898452,8494.48391898452,8494.48391898452,7.0,14.0,10.0,14.0,7.0,0.0364668322100035,61.0,0.5833333333333334,False,False,False,False,False,False,0.0303898643467047,0.0229933543616134,0.000618253,0.0016029801,0.0082599388112946,0.006236136223241,0.00033754576,0.00034532012,0.0015653510220832,False
