datum,avd,startnr,häst,vodds,prob_order,vodds2,prob_ord2,vodds3,prob_ord3,vodds4,prob_ord4
2021-02-20,1,5,SWEETMAN,6.78,3,7.81,2.0,7.19,2.0,7.48,2.0
2021-02-20,1,6,QUICK LANE,6.33,2,7.8,3.0,9.04,3.0,9.63,3.0
2021-02-20,1,7,WIND KNIGHT,34.25,11,37.32,10.0,36.41,10.0,33.2,10.0
2021-02-20,1,8,PHOENIX PHOTO,3.84,1,3.92,1.0,3.74,1.0,3.65,1.0
2021-02-20,1,9,UPSTATE FACE,9.0,6,7.36,6.0,7.14,6.0,7.08,5.0
2021-02-20,1,10,MINNESTADS ECUADOR,7.01,4,6.42,4.0,6.78,4.0,6.88,4.0
2021-02-20,1,11,LOVE HÅLERYD,21.07,8,18.09,8.0,17.56,8.0,12.55,8.0
2021-02-20,1,12,MILORD,20.74,10,16.99,9.0,15.8,9.0,18.66,9.0
2021-02-20,2,1,JUST MAKE IT,13.91,8,14.47,8.0,15.19,8.0,18.53,8.0
2021-02-20,2,3,MASCARPONE DOC,7.72,3,8.39,3.0,8.09,3.0,10.06,4.0
2021-02-20,2,4,CASSIUS IMA,7.3,2,7.11,2.0,7.2,2.0,5.06,2.0
2021-02-20,2,5,BAT MARKE,11.9,4,13.26,6.0,13.93,7.0,18.75,6.0
2021-02-20,2,6,ZACK BRIS,2.43,1,2.42,1.0,2.4,1.0,2.21,1.0
2021-02-20,2,7,FAJM COMPOSITE,12.89,5,11.76,5.0,11.79,5.0,16.99,7.0
2021-02-20,2,8,BRAVO TESSLA,14.05,9,14.62,9.0,14.94,9.0,18.24,9.0
2021-02-20,2,9,HARVARD STUDENT,13.38,7,11.19,4.0,11.26,4.0,8.13,3.0
2021-02-20,2,10,LISTAS BEHINDBARS,31.56,11,33.6,11.0,32.77,11.0,45.48,11.0
2021-02-20,2,11,KIARA C.BOKO,39.26,10,36.3,10.0,34.15,10.0,59.97,10.0
2021-02-20,2,12,LUMBERMANS KALLE,15.68,6,16.49,7.0,16.43,6.0,20.97,5.0
2021-02-20,3,1,HAWK CLIFF,7.19,2,6.97,2.0,7.08,2.0,5.94,2.0
2021-02-20,3,2,EVALUATE,17.06,5,16.15,6.0,15.34,6.0,21.54,7.0
2021-02-20,3,3,DISCO VOLANTE,1.72,1,1.75,1.0,1.78,1.0,1.85,1.0
2021-02-20,3,4,SPITCAM JUBB,55.16,8,51.68,8.0,51.73,8.0,102.96,8.0
2021-02-20,3,5,SLIDING HOME,89.36,11,86.39,10.0,81.08,10.0,134.61,9.0
2021-02-20,3,6,SPEEDY FACE,24.91,6,21.53,5.0,20.67,5.0,20.74,6.0
2021-02-20,3,7,VÄSTERBO GROSBOIS,10.21,3,9.74,3.0,9.75,3.0,13.86,5.0
2021-02-20,3,8,HIGHSPEED CALL,99.99,12,99.99,11.0,99.99,11.0,230.21,10.0
2021-02-20,3,9,WEST WING,64.87,9,64.39,9.0,62.34,9.0,,
2021-02-20,3,10,NIGHT BRODDE,9.01,4,8.36,4.0,8.38,4.0,6.75,3.0
2021-02-20,3,11,BREIDABLIKS NUBBE,35.96,10,,,,,,
2021-02-20,3,12,ZENIT BRICK,14.43,7,12.94,7.0,11.95,7.0,7.45,4.0
2021-02-20,4,1,LUNA NERA DOC,10.76,6,10.81,5.0,10.92,4.0,10.02,4.0
2021-02-20,4,2,HIGHSURPRISE LADAY,12.54,5,13.31,7.0,13.51,8.0,14.9,6.0
2021-02-20,4,3,CALL ME BRODDA,3.79,2,3.77,1.0,3.86,1.0,3.71,2.0
2021-02-20,4,4,ARTEMIDE ZACK,14.39,8,11.82,6.0,12.08,7.0,14.48,7.0
2021-02-20,4,5,APPALOOSA,4.21,1,4.36,2.0,4.38,2.0,3.73,1.0
2021-02-20,4,6,BELUGA WEST,16.77,9,18.02,9.0,18.24,10.0,22.11,10.0
2021-02-20,4,7,BIANCA SISA,12.47,7,12.52,8.0,12.76,9.0,13.74,8.0
2021-02-20,4,8,STELLA PONA,36.54,12,35.3,12.0,34.17,12.0,56.79,12.0
2021-02-20,4,9,BANSKY,9.29,3,9.0,3.0,9.05,3.0,9.35,3.0
2021-02-20,4,10,SVECAK PALEMA,16.26,11,16.71,11.0,16.4,11.0,17.62,11.0
2021-02-20,4,11,MELLBY EYE CATCHER,30.2,10,29.25,10.0,21.27,6.0,27.92,9.0
2021-02-20,4,12,XANTHIS DELICIOUS,15.39,4,16.01,4.0,16.12,5.0,14.41,5.0
2021-02-20,5,2,KUNG EDWARD,20.03,9,19.49,9.0,18.6,9.0,29.64,9.0
2021-02-20,5,3,JAQUES NOIR,9.62,8,9.48,7.0,9.59,7.0,10.99,6.0
2021-02-20,5,4,FRANKLIN FACE,4.52,2,4.75,3.0,4.85,3.0,3.52,1.0
2021-02-20,5,5,MY DREAM ART,6.07,1,5.98,1.0,6.1,1.0,4.5,2.0
2021-02-20,5,6,BEARTIME,9.28,6,10.46,8.0,10.68,8.0,13.87,7.0
2021-02-20,5,7,MR CLAYTON J.F.,11.06,7,11.13,6.0,11.31,6.0,13.94,8.0
2021-02-20,5,8,REMARKABLE FEET,6.91,3,6.04,2.0,5.83,2.0,6.14,3.0
2021-02-20,5,9,RAFIKI FRI,19.32,11,17.85,11.0,17.39,11.0,25.1,10.0
2021-02-20,5,10,FELIX V.M.,21.76,10,22.16,10.0,22.71,10.0,36.28,11.0
2021-02-20,5,11,MR PERFECTION,8.81,5,9.07,5.0,9.09,5.0,8.63,4.0
2021-02-20,5,12,DOM PERIGNON,11.92,4,12.36,4.0,11.89,4.0,17.41,5.0
2021-02-20,6,1,THEBANKONBROADWAY,6.0,3,6.06,3.0,6.22,3.0,4.49,2.0
2021-02-20,6,2,ELLE VILD,27.67,12,28.61,12.0,29.19,12.0,41.16,12.0
2021-02-20,6,4,ANICE CAKE,47.59,13,49.45,13.0,49.73,13.0,104.18,13.0
2021-02-20,6,5,OTTILIA FRI,12.06,6,12.27,6.0,12.26,6.0,11.45,7.0
2021-02-20,6,6,ALE' PRIDE GAR,11.1,5,10.94,5.0,10.63,5.0,10.88,5.0
2021-02-20,6,7,BRILJANT SENSATION,17.6,9,17.52,9.0,17.9,9.0,24.75,9.0
2021-02-20,6,8,HILLBILLY WOODLAND,27.54,11,26.73,11.0,26.67,11.0,30.16,10.0
2021-02-20,6,9,HOSSIANA BOKO,5.63,1,5.77,1.0,5.83,1.0,7.18,3.0
2021-02-20,6,10,FANTASIA SISU,14.07,7,14.39,7.0,14.11,7.0,12.12,6.0
2021-02-20,6,11,JULIA AF SOLNÄS,19.15,10,19.52,10.0,19.81,10.0,27.39,11.0
2021-02-20,6,12,PRINCESS S.W.,5.68,2,5.44,2.0,5.27,2.0,4.45,1.0
2021-02-20,6,13,VELEGANCE,8.37,4,8.53,4.0,8.76,4.0,9.28,4.0
2021-02-20,6,14,OFELIA O.E.,14.38,8,13.56,8.0,13.25,8.0,15.35,8.0
2021-02-20,6,15,SHE IS CECILIA,46.03,14,46.45,14.0,47.24,14.0,79.06,14.0
2021-02-20,7,1,MAESTRO CROWE,4.05,1,3.81,1.0,2.61,1.0,2.6,1.0
2021-02-20,7,2,SHUTUPANDSCRATCHME,9.28,6,9.24,6.0,10.83,6.0,12.75,6.0
2021-02-20,7,3,JORI BOKO,13.99,7,14.38,8.0,16.77,7.0,27.03,9.0
2021-02-20,7,5,DON CASH,5.78,2,6.07,2.0,7.1,2.0,5.53,2.0
2021-02-20,7,6,L.L.ROYAL,7.91,4,7.75,4.0,9.13,4.0,10.14,4.0
2021-02-20,7,7,FLEXIBLE LAUNCHER,27.82,8,27.65,7.0,31.67,8.0,46.8,8.0
2021-02-20,7,8,TIMO LANE,5.82,3,6.17,3.0,6.58,3.0,6.38,3.0
2021-02-20,7,9,HACKER AM,14.22,9,13.77,9.0,15.98,9.0,14.22,7.0
2021-02-20,7,10,LEON ZON,6.23,5,6.43,5.0,7.52,5.0,7.48,5.0
2021-02-20,7,12,DELIVER,71.57,10,56.79,10.0,67.17,10.0,58.15,10.0
2021-02-27,1,1,ARA,6.49,2,7.84,3.0,7.89,4.0,6.37,2.0
2021-02-27,1,2,SHE'S READY,5.13,3,5.32,2.0,5.34,3.0,6.49,4.0
2021-02-27,1,3,CASH COWBOY,6.2,4,4.93,1.0,4.82,2.0,5.56,3.0
2021-02-27,1,4,ENGE EROS,16.37,8,16.94,8.0,16.36,8.0,13.11,8.0
2021-02-27,1,5,LORD HORSE,25.79,10,33.89,10.0,34.16,10.0,39.2,10.0
2021-02-27,1,6,MOONEY,33.2,12,45.02,12.0,44.65,12.0,46.12,11.0
2021-02-27,1,7,ARTFUL DEIMOS,16.02,5,18.74,6.0,18.72,6.0,22.01,6.0
2021-02-27,1,8,TULLIBARDINE BOE,5.06,1,4.64,4.0,4.75,1.0,3.73,1.0
2021-02-27,1,9,JUST CELEBRATION,20.17,9,23.59,9.0,24.08,9.0,32.58,9.0
2021-02-27,1,10,FLACCO,29.73,11,35.49,11.0,36.0,11.0,45.95,12.0
2021-02-27,1,11,RED HOT ROADSTER,14.21,7,13.9,7.0,13.87,7.0,16.22,7.0
2021-02-27,1,12,POWER BLASTER,8.07,6,7.25,5.0,7.22,5.0,7.36,5.0
2021-02-27,2,2,HÖNN BLESA,43.7,12,51.66,12.0,51.66,12.0,103.72,12.0
2021-02-27,2,3,TORPA OLEA,8.42,4,5.59,3.0,5.59,3.0,5.7,3.0
2021-02-27,2,4,GULI RUBIN,12.25,5,12.96,6.0,12.96,6.0,14.59,5.0
2021-02-27,2,5,EMIL MOLLYN,16.15,6,17.27,7.0,17.27,7.0,16.57,7.0
2021-02-27,2,6,ARRAGON,17.62,9,20.78,10.0,20.78,10.0,58.59,11.0
2021-02-27,2,7,ALFIE,23.91,10,24.65,9.0,24.65,9.0,36.43,9.0
2021-02-27,2,8,VOLLANFAKS,33.7,11,36.94,11.0,36.94,11.0,60.52,10.0
2021-02-27,2,9,ART KJARVALD,22.27,7,24.4,8.0,24.4,8.0,26.74,8.0
2021-02-27,2,10,ROLI ELD,4.21,2,4.75,2.0,4.75,2.0,4.42,2.0
2021-02-27,2,11,BELLFAKS,9.08,3,9.65,4.0,9.65,4.0,8.66,4.0
2021-02-27,2,12,ELD RASK,19.89,8,11.88,5.0,11.88,5.0,14.58,6.0
2021-02-27,2,13,B.W.RUNE,3.11,1,3.45,1.0,3.45,1.0,2.81,1.0
2021-02-27,3,1,NAROLD VOX,41.97,10,45.97,12.0,45.97,12.0,89.19,12.0
2021-02-27,3,2,GIVEITGASANDGO,18.6,7,20.33,7.0,20.33,7.0,25.01,6.0
2021-02-27,3,3,ZENIT BRICK,9.74,4,10.31,4.0,10.31,4.0,11.39,4.0
2021-02-27,3,4,SUPER ZANTOS,29.61,9,30.42,9.0,30.42,9.0,50.44,9.0
2021-02-27,3,5,HAZARD BOKO,4.0,2,4.28,2.0,4.28,2.0,4.15,2.0
2021-02-27,3,6,VÄSTERBO GROSBOIS,8.12,3,8.75,3.0,8.75,3.0,10.84,3.0
2021-02-27,3,7,DISCO VOLANTE,2.89,1,2.52,1.0,2.52,1.0,1.77,1.0
2021-02-27,3,8,J.H.MANNERHEIM,19.99,8,21.01,8.0,21.01,8.0,38.37,8.0
2021-02-27,3,9,APOLLON DE KACY,47.35,12,50.26,11.0,50.26,11.0,103.69,11.0
2021-02-27,3,10,M.T.JOINVILLE,57.24,11,55.81,10.0,55.81,10.0,115.09,10.0
2021-02-27,3,11,ON TRACK PIRATEN,12.38,6,13.33,6.0,13.33,6.0,28.0,7.0
2021-02-27,3,12,EVALUATE,13.34,5,13.84,5.0,13.84,5.0,22.21,5.0
2021-02-27,4,1,B.G.ARNE,12.63,7,13.26,6.0,13.26,6.0,17.62,5.0
2021-02-27,4,2,MASCARPONE DOC,16.69,6,18.49,7.0,18.49,7.0,39.87,8.0
2021-02-27,4,3,ZEOLIT,4.94,2,5.14,3.0,5.14,3.0,4.09,2.0
2021-02-27,4,4,AGAIN KRONOS,13.0,8,12.75,8.0,12.75,8.0,15.09,6.0
2021-02-27,4,5,D.DAY ZET,3.22,1,3.52,1.0,3.52,1.0,2.6,1.0
2021-02-27,4,6,MANDELA ZON,9.95,4,9.89,4.0,9.89,4.0,7.87,4.0
2021-02-27,4,7,MATAMOROS,25.36,10,27.88,9.0,27.88,9.0,44.46,10.0
2021-02-27,4,8,VOLTAIRE P.HILL,31.81,11,33.95,11.0,33.95,11.0,56.05,9.0
2021-02-27,4,9,PACIFIC KINGDOM,12.31,5,13.01,5.0,13.01,5.0,26.57,7.0
2021-02-27,4,10,GLOBAL WANNABE,37.66,12,37.37,12.0,37.37,12.0,,
2021-02-27,4,11,EVEN'S GOOD GIRL,31.26,9,34.9,10.0,34.9,10.0,60.68,11.0
2021-02-27,4,12,GLOBAL ABOVE ALL,7.25,3,5.18,2.0,5.18,2.0,5.53,3.0
2021-02-27,5,1,GIVE ME TEN,38.68,10,32.38,10.0,32.38,10.0,55.87,10.0
2021-02-27,5,3,GLOBAL UNDECIDED,5.48,2,6.12,2.0,6.12,2.0,5.33,2.0
2021-02-27,5,4,DONNERS AM,7.31,3,7.48,3.0,7.48,3.0,8.61,3.0
2021-02-27,5,5,ALGOT ZONETT,1.9,1,1.76,1.0,1.76,1.0,1.54,1.0
2021-02-27,5,6,KAPTAH,17.22,6,18.35,6.0,18.35,6.0,28.22,7.0
2021-02-27,5,7,YOUNG DA VICI,27.24,7,30.21,7.0,30.21,7.0,58.46,9.0
2021-02-27,5,8,FINDUS M.,64.47,11,71.14,11.0,71.14,11.0,140.61,11.0
2021-02-27,5,9,REMARKABLE FEET,11.1,4,11.9,4.0,11.9,4.0,12.31,4.0
2021-02-27,5,10,VACQUEYRAS,65.66,9,72.65,9.0,72.65,9.0,139.69,8.0
2021-02-27,5,11,RALLY HANS,18.08,5,20.42,5.0,20.42,5.0,32.98,5.0
2021-02-27,5,12,CARAT DU GOUTIER,27.56,8,28.35,8.0,28.35,8.0,31.76,6.0
2021-02-27,6,1,PAPPAJONNYS ILSE,7.14,3,7.3,3.0,7.3,3.0,8.72,4.0
2021-02-27,6,2,FOLLOW MY LEAD,25.89,10,25.58,10.0,25.58,10.0,29.66,9.0
2021-02-27,6,3,VÄSTERBO JOLENE,19.15,8,19.83,8.0,19.83,8.0,24.99,8.0
2021-02-27,6,4,DONNA LEONORA,5.85,2,5.78,2.0,5.78,2.0,3.57,1.0
2021-02-27,6,5,KRAKAS,14.67,7,14.53,7.0,14.53,7.0,14.05,7.0
2021-02-27,6,6,SMARAGD NORRGÅRD,8.93,5,9.13,6.0,9.13,6.0,10.84,6.0
2021-02-27,6,7,EAST DORIS,35.05,15,35.55,15.0,35.55,15.0,75.27,15.0
2021-02-27,6,8,HEAVENLY MAY,32.24,13,32.04,13.0,32.04,13.0,57.46,13.0
2021-02-27,6,9,NANDINO ÅS,41.53,14,42.57,14.0,42.57,14.0,66.58,14.0
2021-02-27,6,10,RUN A MILE,34.17,12,33.92,12.0,33.92,12.0,64.7,12.0
2021-02-27,6,11,VALBORG MARJE,11.82,6,11.85,5.0,11.85,5.0,11.23,5.0
2021-02-27,6,12,SELMA TÖLL,39.83,11,39.95,11.0,39.95,11.0,50.5,10.0
2021-02-27,6,13,LYX HÅLERYD,5.15,1,5.09,1.0,5.09,1.0,5.57,2.0
2021-02-27,6,14,ZOOROPA,7.26,4,7.08,4.0,7.08,4.0,6.03,3.0
2021-02-27,6,15,SHE IS CECILIA,24.39,9,24.9,9.0,24.9,9.0,32.17,11.0
2021-02-27,7,1,SHOWTIMEJACKFLOWER,16.16,6,16.44,6.0,16.44,6.0,27.15,8.0
2021-02-27,7,2,BALOTELLI CROWN,4.93,3,4.87,2.0,4.87,2.0,5.02,3.0
2021-02-27,7,3,WALTHER PÅ G.,22.72,10,21.6,10.0,21.6,10.0,30.09,9.0
2021-02-27,7,5,OXIDIZER,3.25,1,3.28,1.0,3.28,1.0,2.88,1.0
2021-02-27,7,6,READY DOC,16.32,8,15.81,8.0,15.81,8.0,16.05,6.0
2021-02-27,7,7,GLOBAL WINNER,7.42,2,7.3,3.0,7.3,3.0,5.32,2.0
2021-02-27,7,8,VOLARE GAR,12.19,5,12.22,5.0,12.22,5.0,10.87,5.0
2021-02-27,7,9,I'LL FIXIT,27.03,11,28.54,11.0,28.54,11.0,53.52,11.0
2021-02-27,7,10,XANTHIS COKTAIL,16.13,7,16.36,7.0,16.36,7.0,20.17,7.0
2021-02-27,7,11,MAS CAPACITY,8.22,4,8.24,4.0,8.24,4.0,8.43,4.0
2021-02-27,7,12,DARK ROADSTER,15.8,9,16.1,9.0,16.1,9.0,31.11,10.0
2021-03-06,1,1,FELIX V.M.,20.97,10,23.06,10.0,20.62,9.0,25.47,10.0
2021-03-06,1,2,MR PERFECTION,14.3,7,13.91,7.0,13.09,7.0,11.33,7.0
2021-03-06,1,3,ARON PALEMA,10.79,5,10.18,4.0,11.28,5.0,12.41,5.0
2021-03-06,1,4,KUNG EDWARD,31.12,9,33.18,9.0,37.89,11.0,48.11,11.0
2021-03-06,1,5,MY DREAM ART,15.41,8,15.73,8.0,15.58,8.0,16.52,8.0
2021-03-06,1,6,MR CLAYTON J.F.,4.52,1,4.6,1.0,4.87,2.0,5.04,2.0
2021-03-06,1,7,BEARTIME,4.95,3,5.16,3.0,5.67,3.0,5.39,3.0
2021-03-06,1,8,HIERRO BOKO,10.76,6,11.23,6.0,11.88,6.0,11.03,6.0
2021-03-06,1,9,ZIO TOM JET,10.6,4,10.72,5.0,8.84,4.0,9.59,4.0
2021-03-06,1,10,ALL STAR,27.27,11,28.05,11.0,25.92,10.0,30.54,9.0
2021-03-06,1,11,THRUST CONTROL,70.47,12,74.91,12.0,98.53,12.0,103.85,12.0
2021-03-06,1,12,SPICKLEBACK FACE,4.77,2,4.37,2.0,4.05,1.0,3.74,1.0
2021-03-06,2,1,ART OF DIAMOND,19.89,8,21.84,9.0,24.93,9.0,39.43,10.0
2021-03-06,2,2,GEORGIA AM,8.39,3,5.89,2.0,5.64,2.0,3.57,2.0
2021-03-06,2,3,JUNI RAPID,32.46,12,20.56,8.0,22.32,8.0,23.59,8.0
2021-03-06,2,4,LORELEI MARIE,7.09,2,7.44,3.0,7.18,3.0,8.12,3.0
2021-03-06,2,5,LYCKANS CASH,2.38,1,2.64,1.0,2.6,1.0,3.49,1.0
2021-03-06,2,6,ANICE CAKE,41.32,11,46.0,12.0,49.07,12.0,83.02,12.0
2021-03-06,2,7,PRINCESS CARMODY,70.63,14,65.77,14.0,71.79,13.0,141.98,13.0
2021-03-06,2,8,ARCHIDAMIA,10.98,6,11.22,6.0,12.12,6.0,12.83,7.0
2021-03-06,2,9,DOYOUKNOW,19.24,7,20.36,7.0,19.57,7.0,14.56,5.0
2021-03-06,2,11,HILLBILLY WOODLAND,12.51,5,13.45,5.0,13.23,5.0,11.33,6.0
2021-03-06,2,12,ALFREDO SAUCE,41.02,10,47.44,11.0,53.29,11.0,89.84,11.0
2021-03-06,2,13,GUSTO,29.57,9,32.7,10.0,35.13,10.0,44.14,9.0
2021-03-06,2,14,EMMA D.,57.29,13,59.94,13.0,64.47,14.0,130.73,14.0
2021-03-06,2,15,AMAZON FONT,12.28,4,11.98,4.0,11.65,4.0,8.02,4.0
2021-03-06,3,1,SLIDE SO EASY,4.65,3,3.51,2.0,3.58,2.0,3.88,3.0
2021-03-06,3,2,ZILATH,32.88,9,30.36,8.0,31.63,9.0,49.11,9.0
2021-03-06,3,3,PACIFIC FACE,4.63,2,5.13,3.0,4.87,3.0,3.51,2.0
2021-03-06,3,4,SPEEDY FACE,12.25,4,14.11,4.0,13.71,4.0,13.71,4.0
2021-03-06,3,5,NOBEL AMOK,20.06,5,21.94,6.0,21.26,6.0,19.25,5.0
2021-03-06,3,6,FLORIS BALDWIN,2.2,1,2.62,1.0,2.64,1.0,2.66,1.0
2021-03-06,3,7,ELDORADO B.,25.89,7,12.23,5.0,12.89,5.0,27.5,7.0
2021-03-06,3,8,KING ON THE HILL,41.47,8,48.16,9.0,49.55,8.0,90.19,10.0
2021-03-06,3,9,BARON GIFT,16.76,6,17.31,7.0,17.11,7.0,16.07,6.0
2021-03-06,3,10,HIGHSPEED CALL,99.99,10,99.99,10.0,99.99,10.0,186.49,8.0
2021-03-06,4,1,NELLE ATTICUS LANE,29.64,8,38.38,8.0,41.7,8.0,65.17,9.0
2021-03-06,4,2,VIOLETTE FACE,9.88,4,11.5,6.0,12.06,5.0,7.46,4.0
2021-03-06,4,4,CASSIUS IMA,6.56,2,4.33,2.0,4.83,2.0,4.19,2.0
2021-03-06,4,5,PRE CALCULATED,6.73,3,7.86,4.0,8.05,4.0,5.3,3.0
2021-03-06,4,6,VISION FACE,7.47,5,9.83,5.0,10.82,6.0,10.96,5.0
2021-03-06,4,7,LUMBERMANS KALLE,13.1,6,8.33,3.0,9.18,3.0,19.69,6.0
2021-03-06,4,8,JOEL DI QUATTRO,28.26,9,37.5,9.0,38.64,9.0,45.23,8.0
2021-03-06,4,9,DIGITAL PROCESS,54.12,10,68.04,10.0,74.68,10.0,129.56,10.0
2021-03-06,4,10,LUCKY TRUC,2.45,1,2.59,1.0,2.23,1.0,2.61,1.0
2021-03-06,4,11,AIR SPACE,50.62,11,57.07,11.0,62.34,11.0,85.13,11.0
2021-03-06,4,12,B.G.ARNE,19.89,7,24.82,7.0,27.56,7.0,28.34,7.0
2021-03-06,5,1,BILLI TIME,2.27,1,2.09,1.0,2.15,1.0,1.94,1.0
2021-03-06,5,2,NOUBA MOM,6.86,3,7.5,4.0,7.26,3.0,7.23,4.0
2021-03-06,5,3,STÅHLEBOS KING,32.6,10,36.58,10.0,43.66,11.0,54.85,10.0
2021-03-06,5,4,DON CASH,8.91,2,9.74,2.0,11.37,4.0,10.6,2.0
2021-03-06,5,5,PERE UBU,8.33,4,8.33,3.0,7.01,2.0,7.48,3.0
2021-03-06,5,6,ZOCCOLODURO O.P.,21.39,7,23.09,8.0,19.01,6.0,11.44,5.0
2021-03-06,5,7,M.T.OSCAR,11.97,5,12.9,5.0,14.49,5.0,14.96,6.0
2021-03-06,5,8,AWESOME KRONOS,35.07,9,35.27,9.0,28.77,10.0,59.91,9.0
2021-03-06,5,9,KURRI JARI BOKO,12.59,6,12.91,6.0,15.27,7.0,18.9,7.0
2021-03-06,5,10,EPPUR SI MUOVE,34.79,11,39.0,11.0,26.88,9.0,69.64,12.0
2021-03-06,5,11,BUGSY,55.66,12,60.69,12.0,43.41,12.0,113.97,11.0
2021-03-06,5,12,BARON FRONTLINE,21.66,8,20.79,7.0,24.61,8.0,29.92,8.0
2021-03-06,6,1,GARCA,4.61,2,4.6,2.0,3.85,2.0,4.72,2.0
2021-03-06,6,2,DIVERSITY PELLINI,11.53,7,11.71,8.0,13.12,6.0,12.42,6.0
2021-03-06,6,3,QUIZ ROC,39.75,13,41.35,13.0,47.81,13.0,57.96,13.0
2021-03-06,6,4,TETON SWEET LINDY,9.54,5,10.15,5.0,11.77,5.0,16.15,7.0
2021-03-06,6,6,FOLLOW MY LEAD,17.39,9,13.58,6.0,15.01,8.0,7.19,3.0
2021-03-06,6,7,BAZINGA CHERI,14.51,8,15.13,10.0,16.84,9.0,19.32,8.0
2021-03-06,6,8,JUST MAKE IT,9.87,4,10.41,4.0,6.44,3.0,12.12,5.0
2021-03-06,6,10,MAHJONG,26.46,11,28.3,11.0,33.88,12.0,35.97,11.0
2021-03-06,6,11,SHUTTER ISLAND,16.26,6,16.71,7.0,19.46,7.0,52.31,10.0
2021-03-06,6,12,BIANCA SISA,22.04,10,22.05,9.0,24.89,10.0,26.56,9.0
2021-03-06,6,13,DONTLOOSEALLMONEY,32.86,12,33.83,12.0,40.29,11.0,52.56,12.0
2021-03-06,6,14,ULTRA BRIGHT,3.85,1,3.73,1.0,4.19,1.0,2.79,1.0
2021-03-06,6,15,VELEGANCE,12.41,3,12.68,3.0,14.22,4.0,13.98,4.0
2021-03-06,7,1,ZAFFIRO JET,17.62,8,17.75,9.0,20.93,7.0,20.77,7.0
2021-03-06,7,2,EXCLUSIVE MATTER,9.91,6,10.08,6.0,11.79,5.0,7.26,3.0
2021-03-06,7,3,ECHELON,14.44,7,14.31,7.0,18.68,9.0,17.7,8.0
2021-03-06,7,4,DARK ROADSTER,2.87,1,2.92,1.0,2.07,1.0,2.25,1.0
2021-03-06,7,5,HURRICANE RIVER,19.83,10,20.03,10.0,24.08,10.0,25.1,9.0
2021-03-06,7,6,ZLATAN KNICK,8.19,4,8.41,4.0,9.97,3.0,12.44,6.0
2021-03-06,7,7,CALL ME BRODDA,27.44,11,26.97,11.0,32.92,11.0,33.13,11.0
2021-03-06,7,8,CARGO DOOR,8.78,2,8.38,2.0,10.14,2.0,11.14,5.0
2021-03-06,7,9,SWEETMAN,9.28,3,9.23,3.0,11.02,6.0,9.69,2.0
2021-03-06,7,10,UPPER FACE,10.5,5,10.2,5.0,12.11,4.0,9.75,4.0
2021-03-06,7,11,LOVE HÅLERYD,23.11,9,22.09,8.0,26.67,8.0,36.38,10.0
2021-03-06,7,12,MCGARRET,29.41,12,29.74,12.0,34.53,12.0,55.48,12.0
2021-03-13,1,1,MR PERFECTION,7.2,2,,,,,,
2021-03-13,1,2,MR CLAYTON J.F.,12.33,6,,,,,,
2021-03-13,1,3,VALEUR,16.16,3,,,,,,
2021-03-13,1,4,UBIQUARIAN FACE,2.13,1,,,,,,
2021-03-13,1,5,HIERRO BOKO,6.3,4,,,,,,
2021-03-13,1,6,SOUTHWIND HYDRO,13.26,5,,,,,,
2021-03-13,1,7,JULIA AF SOLNÄS,28.38,9,,,,,,
2021-03-13,1,8,BETTING REBEL,29.92,8,,,,,,
2021-03-13,1,9,TODDLER,20.66,7,,,,,,
2021-03-13,1,10,HANK VON HÅLERYD,95.33,11,,,,,,
2021-03-13,1,11,COUNTERFEIGHTR,32.13,10,,,,,,
2021-03-13,1,12,GOBI PRINCESS,27.68,12,,,,,,
2021-03-13,2,1,GOLDEN EVASION,29.07,10,,,,,,
2021-03-13,2,2,HÖWINGS YOKI,40.17,13,,,,,,
2021-03-13,2,3,HONEY JOURNEY,33.25,14,,,,,,
2021-03-13,2,4,ERIN ZET,10.96,7,,,,,,
2021-03-13,2,5,GITANE D'INVERNE,42.3,15,,,,,,
2021-03-13,2,6,GLOBAL BENEFIT,3.59,1,,,,,,
2021-03-13,2,7,THEBANKONBROADWAY,9.69,8,,,,,,
2021-03-13,2,8,AND STITCH,18.44,9,,,,,,
2021-03-13,2,9,CAIPIRINHA RAZZ,25.07,12,,,,,,
2021-03-13,2,10,MOON ZAPPA,11.79,4,,,,,,
2021-03-13,2,11,SVECAK PALEMA,12.58,3,,,,,,
2021-03-13,2,12,VALKYRIA K.,9.56,2,,,,,,
2021-03-13,2,13,BELLE GODIVA,26.4,11,,,,,,
2021-03-13,2,14,ALFREDO SAUCE,13.1,6,,,,,,
2021-03-13,2,15,PAPPAJONNYS ILSE,8.71,5,,,,,,
2021-03-13,3,1,ROSIE ACCESS,23.72,8,,,,,,
2021-03-13,3,2,FLEXIBLE LAUNCHER,36.43,12,,,,,,
2021-03-13,3,3,BRANSBYS JUKE BOX,18.58,9,,,,,,
2021-03-13,3,4,DREAMSTONE,20.7,2,,,,,,
2021-03-13,3,5,VICAR,13.45,3,,,,,,
2021-03-13,3,6,L.L.ROYAL,9.25,6,,,,,,
2021-03-13,3,7,TOTTI FACE,17.37,7,,,,,,
2021-03-13,3,8,TIMO LANE,13.04,4,,,,,,
2021-03-13,3,9,MADE OF STARS,12.92,5,,,,,,
2021-03-13,3,10,AMIGO RACER,40.91,10,,,,,,
2021-03-13,3,11,CERTAINLY,26.89,11,,,,,,
