datum,avd,startnr,häst,vodds,prob_order,vodds2,prob_ord2,vodds3,prob_ord3,vodds4,prob_ord4
2021-01-02,5,1,SIR HENRY P.HILL,3.19,1,3.34,1.0,3.34,1.0,,
2021-01-02,5,2,KENNEDY,11.54,4,12.05,4.0,12.04,4.0,,
2021-01-02,5,3,FORTUNE MEARAS,7.19,5,7.4,5.0,7.42,5.0,,
2021-01-02,5,4,PANAMERA,7.17,3,7.36,3.0,7.42,3.0,,
2021-01-02,5,5,DOCTOR DOXEY ZENZ,18.1,8,11.7,6.0,11.26,6.0,,
2021-01-02,5,6,ZOKO LANE,15.8,6,17.0,7.0,17.28,7.0,,
2021-01-02,5,7,HIERRO BOKO,15.74,9,16.98,9.0,17.07,9.0,,
2021-01-02,5,8,FELIX V.M.,42.91,11,47.26,11.0,48.0,11.0,,
2021-01-02,5,9,STARO LEONARDO,5.58,2,5.28,2.0,5.28,2.0,,
2021-01-02,5,10,MR PERFECTION,11.12,7,11.71,8.0,11.8,8.0,,
2021-01-02,5,12,KUNG EDWARD,40.16,10,38.53,10.0,39.1,10.0,,
2021-01-02,6,1,DOLLY DREAM,23.2,10,23.2,10.0,23.23,10.0,,
2021-01-02,6,2,OTTILIA FRI,35.76,11,36.43,11.0,36.09,11.0,,
2021-01-02,6,3,ANEMON,90.13,14,91.51,14.0,92.08,14.0,,
2021-01-02,6,4,ORLANDO,5.12,2,5.2,2.0,5.21,2.0,,
2021-01-02,6,5,SHUTTER ISLAND,10.06,5,10.38,5.0,10.34,5.0,,
2021-01-02,6,6,HICKOMISSCHAMPAGNE,22.81,9,18.57,7.0,18.66,7.0,,
2021-01-02,6,8,NO LIMIT QUEEN,6.53,4,6.55,4.0,6.56,4.0,,
2021-01-02,6,9,ISI BAND,69.17,13,71.1,13.0,71.57,13.0,,
2021-01-02,6,10,LYX HÅLERYD,5.16,3,5.3,3.0,5.29,3.0,,
2021-01-02,6,11,OFELIA O.E.,14.33,6,14.25,6.0,14.32,6.0,,
2021-01-02,6,12,D'LAINA,36.16,12,36.42,12.0,36.6,12.0,,
2021-01-02,6,13,HASTY HELENE,21.89,7,21.12,8.0,21.08,8.0,,
2021-01-02,6,14,DONTLOOSEALLMONEY,35.07,8,35.73,9.0,35.99,9.0,,
2021-01-02,6,15,ULTRA BRIGHT,4.46,1,4.44,1.0,4.42,1.0,,
2021-01-02,7,1,THE REAL STAR,8.79,6,8.85,6.0,8.89,6.0,,
2021-01-02,7,2,MAMBA,4.62,3,4.55,3.0,4.56,3.0,,
2021-01-02,7,3,CALL ME BRODDA,8.55,5,8.07,5.0,8.08,5.0,,
2021-01-02,7,4,ANDY PANDY ONE,26.64,9,27.29,9.0,27.0,9.0,,
2021-01-02,7,5,COPACA BANANA,7.11,4,7.29,4.0,7.31,4.0,,
2021-01-02,7,6,INERTIAL,5.89,2,6.0,2.0,6.0,2.0,,
2021-01-02,7,7,BAG'S SIMONI,40.12,10,41.12,10.0,41.22,10.0,,
2021-01-02,7,8,DYNAMITE LIGHT,36.3,11,36.69,11.0,36.89,11.0,,
2021-01-02,7,9,PAYET D.E.,8.3,7,8.33,7.0,8.14,7.0,,
2021-01-02,7,11,GLOBAL TAILWIND,6.01,1,6.04,1.0,6.09,1.0,,
2021-01-02,7,12,ECLIPSE AM,22.82,8,22.83,8.0,22.89,8.0,,
2021-01-09,1,1,ELECTRICAL STORM,7.39,5,7.25,4.0,,,6.55,3.0
2021-01-09,1,2,DONNERS AM,7.81,3,7.91,6.0,,,9.56,4.0
2021-01-09,1,3,IMPORTEDFRMDETROIT,28.39,7,27.88,7.0,,,29.86,6.0
2021-01-09,1,4,MR CLAYTON J.F.,9.43,4,9.57,3.0,,,14.16,7.0
2021-01-09,1,5,REMARKABLE FEET,5.0,2,4.89,2.0,,,3.83,2.0
2021-01-09,1,6,DOCTOR DOXEY ZENZ,26.93,8,27.53,8.0,,,32.46,8.0
2021-01-09,1,7,ALGOT ZONETT,2.9,1,2.91,1.0,,,2.78,1.0
2021-01-09,1,8,MERRITT,6.02,6,6.1,5.0,,,6.77,5.0
2021-01-09,1,9,VACQUEYRAS,86.81,9,86.56,9.0,,,99.98,9.0
2021-01-09,1,10,CASANOVA SISU,70.62,10,71.12,10.0,,,113.4,10.0
2021-01-09,2,1,BELLIS FRONTLINE,15.24,6,15.12,6.0,,,13.7,4.0
2021-01-09,2,2,ULTRALIGHT,39.85,11,40.07,11.0,,,93.33,11.0
2021-01-09,2,3,ESSIE GONZALES,2.21,1,2.22,1.0,,,2.04,1.0
2021-01-09,2,4,GAIA BARSK,15.13,8,14.93,8.0,,,14.48,8.0
2021-01-09,2,5,CARLOS CHABLIS,67.03,14,66.18,14.0,,,245.93,13.0
2021-01-09,2,6,LISTAS ALICE,60.76,12,59.63,12.0,,,208.25,15.0
2021-01-09,2,7,TRITONS ARIEL,22.49,9,22.72,10.0,,,44.59,10.0
2021-01-09,2,8,LISTAS THAITANIC,95.09,13,94.74,13.0,,,153.23,12.0
2021-01-09,2,9,LISA S.E.,21.34,7,21.15,7.0,,,18.11,5.0
2021-01-09,2,10,BELLE GODIVA,29.48,10,29.85,9.0,,,48.03,9.0
2021-01-09,2,11,LUPIN HÅLERYD,7.9,3,7.94,3.0,,,5.54,2.0
2021-01-09,2,12,WHITSUN MADONNA,13.98,4,13.91,4.0,,,19.96,6.0
2021-01-09,2,13,IES ELISABET,8.47,2,8.44,2.0,,,8.19,3.0
2021-01-09,2,14,SANTANA'S ULTIMATE,95.02,15,95.99,15.0,,,250.5,14.0
2021-01-09,2,15,MELLBY GUAVA,13.12,5,13.09,5.0,,,15.05,7.0
2021-01-09,3,1,DIGITAL PEN,40.85,11,40.79,11.0,,,42.53,7.0
2021-01-09,3,2,SPARTAN COUGAR,23.88,7,24.08,7.0,,,32.78,6.0
2021-01-09,3,3,VEGA FACE,6.48,3,6.6,3.0,,,7.33,3.0
2021-01-09,3,4,HEFNER AM,4.33,2,4.35,2.0,,,2.6,1.0
2021-01-09,3,5,ANTS IN THE PANTS,5.12,1,4.91,1.0,,,6.0,2.0
2021-01-09,3,6,UTO BROLINE,20.3,8,20.65,8.0,,,32.86,10.0
2021-01-09,3,7,REVEN DEJAVU,23.12,9,22.15,9.0,,,47.53,11.0
2021-01-09,3,8,DR BYFUGLIEN,26.74,10,27.24,10.0,,,35.45,9.0
2021-01-09,3,9,MERRIMAC S.G.,9.16,5,9.27,5.0,,,14.22,5.0
2021-01-09,3,10,ZODIAC KRONOS,5.32,4,5.42,4.0,,,4.54,4.0
2021-01-09,3,11,XANTHIS DAIQUIRI,9.6,6,9.62,6.0,,,14.85,8.0
2021-01-09,4,1,MOESES,41.52,10,42.07,10.0,,,92.82,11.0
2021-01-09,4,2,HALLSTA VINNEX,21.36,3,21.55,3.0,,,27.42,4.0
2021-01-09,4,3,LINDA KAVAT,54.44,12,55.13,12.0,,,190.79,10.0
2021-01-09,4,4,VALLE HUGO,38.69,11,38.84,11.0,,,77.92,9.0
2021-01-09,4,5,GULI ROY,13.56,7,13.47,7.0,,,13.14,6.0
2021-01-09,4,6,GULI RUBIN,22.27,6,21.79,6.0,,,20.75,7.0
2021-01-09,4,7,KONG HENRY,31.54,13,31.84,13.0,,,52.41,12.0
2021-01-09,4,8,FAKS NILS,32.2,8,32.41,9.0,,,,
2021-01-09,4,9,VESTPOL GLADIATOR,4.96,2,4.95,2.0,,,4.12,2.0
2021-01-09,4,10,ART KJARVALD,14.21,5,14.4,5.0,,,19.32,5.0
2021-01-09,4,11,VÅLER NIKOLAI,3.11,1,3.14,1.0,,,2.66,1.0
2021-01-09,4,12,CALI MAKS,99.99,14,99.99,14.0,,,262.4,13.0
2021-01-09,4,13,LEX PEIDEI,85.5,15,86.7,15.0,,,290.94,14.0
2021-01-09,4,14,MINO,66.09,9,55.42,8.0,,,77.57,8.0
2021-01-09,4,15,B.W.RUNE,3.96,4,3.95,4.0,,,3.57,3.0
2021-01-09,5,1,NAROLD VOX,38.9,11,37.09,11.0,,,60.96,11.0
2021-01-09,5,2,VÄSTERBO GROSBOIS,31.8,7,32.51,7.0,,,62.7,7.0
2021-01-09,5,3,ON TRACK PIRATEN,3.72,5,3.78,5.0,,,6.92,5.0
2021-01-09,5,4,J.H.MANNERHEIM,31.14,9,30.52,9.0,,,51.69,8.0
2021-01-09,5,5,ANTONIO TROT,4.43,2,4.48,2.0,,,3.62,2.0
2021-01-09,5,6,SUPER ZANTOS,25.22,6,24.97,6.0,,,49.66,9.0
2021-01-09,5,7,DIGITAL INK,20.87,8,21.2,8.0,,,26.42,6.0
2021-01-09,5,8,ZENIT BRICK,7.0,3,7.1,4.0,,,7.1,4.0
2021-01-09,5,9,GOING FOR GOLD ZAZ,53.38,10,54.14,10.0,,,136.54,10.0
2021-01-09,5,10,GRAINFIELD AIDEN,5.75,4,5.55,3.0,,,4.7,3.0
2021-01-09,5,11,DISCO VOLANTE,5.83,1,5.78,1.0,,,3.47,1.0
2021-01-09,6,1,GOONER,4.92,2,4.96,2.0,,,3.21,3.0
2021-01-09,6,2,SHOWTIMEJACKFLOWER,10.08,5,10.2,5.0,,,22.59,7.0
2021-01-09,6,3,WIND KNIGHT,25.48,9,25.83,9.0,,,59.76,8.0
2021-01-09,6,4,ROYAL T.N.,18.23,6,17.69,6.0,,,32.26,6.0
2021-01-09,6,5,S.G.CHARPENTIER,6.63,4,6.66,4.0,,,10.62,4.0
2021-01-09,6,6,TRISTAN CESAR,74.03,10,75.01,10.0,,,138.67,9.0
2021-01-09,6,7,MARSCHALL MATCH,6.2,3,6.04,3.0,,,3.77,2.0
2021-01-09,6,8,JARETH BOKO,14.67,7,14.79,7.0,,,,
2021-01-09,6,9,GARDNER SHAW,3.9,1,3.9,1.0,,,3.17,1.0
2021-01-09,6,11,KAPTAH,7.62,8,7.7,8.0,,,10.72,5.0
2021-01-09,7,1,AXEL RUDA,6.71,1,6.73,1.0,,,4.32,1.0
2021-01-09,7,2,GLOBAL AGENCY,6.46,3,6.48,3.0,,,6.99,3.0
2021-01-09,7,3,ASTRONASCENTE ZAC,2.97,2,2.95,2.0,,,2.97,2.0
2021-01-09,7,4,GELATO,41.45,11,41.7,11.0,,,99.84,10.0
2021-01-09,7,5,BIG SHOT,8.33,4,8.36,4.0,,,6.91,4.0
2021-01-09,7,6,MARCOS GALLON,12.06,5,12.07,5.0,,,8.88,5.0
2021-01-09,7,7,SHE'S READY,25.28,12,25.27,12.0,,,60.06,12.0
2021-01-09,7,8,FASTER THAN YOU,24.19,8,24.17,8.0,,,41.28,9.0
2021-01-09,7,9,DAYSOFOURLIVES,12.56,6,12.63,6.0,,,17.25,7.0
2021-01-09,7,10,ISA,17.77,9,17.6,9.0,,,35.07,11.0
2021-01-09,7,11,PRIME LINI,18.3,7,18.4,7.0,,,21.04,6.0
2021-01-09,7,12,MOROTAI DEGATO,25.6,10,25.32,10.0,,,39.72,8.0
2021-01-16,1,1,TODDLER,19.66,9,22.13,9.0,20.11,8.0,26.34,9.0
2021-01-16,1,2,MR PERFECTION,8.94,4,9.76,5.0,11.19,6.0,10.22,4.0
2021-01-16,1,3,FELIX V.M.,41.79,12,50.94,12.0,64.77,12.0,97.28,12.0
2021-01-16,1,4,NIGHT BRODDE,7.14,3,6.69,3.0,6.33,2.0,5.6,2.0
2021-01-16,1,5,FRANKLIN FACE,17.0,6,13.65,4.0,13.81,4.0,16.72,5.0
2021-01-16,1,6,KENNEDY,3.55,1,3.24,1.0,3.01,1.0,2.74,1.0
2021-01-16,1,7,HIERRO BOKO,14.19,5,13.58,6.0,14.3,5.0,15.1,6.0
2021-01-16,1,8,JOYRIDE CANE,21.43,10,24.13,10.0,26.87,11.0,21.54,8.0
2021-01-16,1,9,ZOKO LANE,18.24,7,21.51,7.0,26.7,9.0,36.29,10.0
2021-01-16,1,10,GLOBAL UNSPOKED,19.75,11,20.42,11.0,23.14,10.0,20.26,11.0
2021-01-16,1,11,FORTUNE MEARAS,6.54,8,6.99,8.0,6.84,7.0,8.19,7.0
2021-01-16,1,12,ZIO TOM JET,7.42,2,8.07,2.0,7.89,3.0,8.53,3.0
2021-01-16,2,1,CLASSIC GAL,5.3,3,5.5,2.0,5.69,3.0,5.91,4.0
2021-01-16,2,2,JORI BOKO,4.55,1,4.78,1.0,4.98,1.0,4.96,1.0
2021-01-16,2,3,FALM,20.11,10,20.08,10.0,20.81,10.0,25.17,8.0
2021-01-16,2,4,LUCKY TRUC,5.3,4,5.16,4.0,5.3,4.0,4.13,3.0
2021-01-16,2,6,SPEED VICI,20.82,7,15.44,6.0,15.47,6.0,19.04,6.0
2021-01-16,2,7,SOLKATTENS FERRARI,8.12,5,8.56,5.0,8.92,5.0,8.94,5.0
2021-01-16,2,9,SOBEL NILS,17.96,9,18.81,9.0,20.45,9.0,41.6,9.0
2021-01-16,2,10,ERA WAN,22.23,8,22.43,8.0,23.63,8.0,32.98,10.0
2021-01-16,2,11,GLIMMA BLIXTEN,13.09,6,13.1,7.0,14.09,7.0,28.29,7.0
2021-01-16,2,12,BEHIND BARS,5.45,2,5.32,3.0,4.43,2.0,3.68,2.0
2021-01-16,3,1,KUNG EDWARD,23.33,5,24.93,5.0,26.07,5.0,56.59,6.0
2021-01-16,3,2,SLIDE SO EASY,6.4,3,6.27,3.0,6.35,3.0,7.16,4.0
2021-01-16,3,3,SECRET MISSION,44.41,7,45.76,7.0,47.88,7.0,125.16,8.0
2021-01-16,3,4,ORDER TO FLY,14.91,8,15.48,8.0,15.53,8.0,16.88,7.0
2021-01-16,3,5,GARETH BOKO,2.33,2,2.36,2.0,2.32,2.0,2.2,1.0
2021-01-16,3,6,THUNDER PEAK,51.7,9,54.74,9.0,57.15,9.0,95.77,9.0
2021-01-16,3,7,PACIFIC FACE,10.57,4,10.89,4.0,11.08,4.0,7.96,3.0
2021-01-16,3,8,NADAL BROLINE,3.74,1,3.57,1.0,3.54,1.0,3.32,2.0
2021-01-16,3,11,MASTER CROWE,18.53,6,19.01,6.0,20.0,6.0,20.92,5.0
2021-01-16,3,12,WEST WING,38.25,10,37.41,10.0,39.15,10.0,70.83,10.0
2021-01-16,4,1,FINGERSPRINT,53.34,13,56.51,13.0,59.58,13.0,143.13,13.0
2021-01-16,4,2,PERSOS OTELLO,8.89,5,9.15,5.0,8.83,4.0,10.0,5.0
2021-01-16,4,4,ORNELLO,9.77,3,8.32,3.0,8.44,3.0,5.99,2.0
2021-01-16,4,5,TOTTI FACE,53.45,14,56.95,14.0,60.33,14.0,119.87,14.0
2021-01-16,4,6,UFO JET,15.78,6,15.31,6.0,13.09,6.0,19.08,6.0
2021-01-16,4,7,CHAMPION MELON,32.88,12,33.6,12.0,32.73,12.0,74.91,12.0
2021-01-16,4,8,CHABLIS D.K.,5.74,4,5.78,4.0,5.83,5.0,5.33,4.0
2021-01-16,4,9,GLOBAL WARRIOR,3.55,1,3.69,1.0,3.8,1.0,4.34,3.0
2021-01-16,4,10,GALANTIS,7.58,2,7.93,2.0,7.74,2.0,4.82,1.0
2021-01-16,4,11,TYSON DIMANCHE,15.58,9,16.1,9.0,16.34,9.0,20.62,9.0
2021-01-16,4,12,ECLIPSE AM,24.04,7,23.57,7.0,22.61,7.0,24.32,7.0
2021-01-16,4,13,ISCO BOKO,25.95,11,26.06,11.0,27.35,11.0,34.73,11.0
2021-01-16,4,14,FIRST ONE IN,15.84,8,14.42,8.0,15.17,8.0,15.75,8.0
2021-01-16,4,15,BASTIAN,27.34,10,27.61,10.0,29.17,10.0,43.82,10.0
2021-01-16,5,1,PRINCESS S.W.,6.6,4,6.33,4.0,6.16,3.0,6.22,3.0
2021-01-16,5,2,FRANCES YODA,40.51,10,42.96,11.0,44.13,11.0,104.83,12.0
2021-01-16,5,3,VELEGANCE,10.36,5,10.65,5.0,10.6,5.0,12.72,5.0
2021-01-16,5,4,D'LAINA,44.59,12,47.14,12.0,47.38,12.0,71.57,10.0
2021-01-16,5,5,ALHAMBRA MAIL,5.61,2,5.35,2.0,5.18,2.0,4.66,2.0
2021-01-16,5,6,ZETA KRONOS,4.33,1,4.42,1.0,4.49,1.0,3.55,1.0
2021-01-16,5,7,ANITA ROC,44.1,11,41.99,10.0,43.35,10.0,76.11,11.0
2021-01-16,5,8,DEVS DAFFODIL,6.35,3,6.36,3.0,6.31,4.0,6.85,4.0
2021-01-16,5,9,FANTASIA SISU,10.57,7,11.03,7.0,11.46,7.0,21.48,8.0
2021-01-16,5,10,SHARP DREAM,14.89,9,14.98,9.0,15.31,9.0,21.76,9.0
2021-01-16,5,11,OFELIA O.E.,17.57,8,17.79,8.0,18.22,8.0,17.93,7.0
2021-01-16,5,12,QUEEN OF TRIXS,13.29,6,13.61,6.0,13.74,6.0,8.95,6.0
2021-01-16,6,1,BETTING REBEL,13.34,7,13.29,7.0,13.05,7.0,18.52,7.0
2021-01-16,6,2,THE REAL STAR,10.57,5,10.52,5.0,10.56,5.0,9.0,5.0
2021-01-16,6,4,EMILION,2.63,1,2.61,1.0,2.62,1.0,3.46,1.0
2021-01-16,6,5,ZIZOU,30.26,9,30.33,9.0,30.19,9.0,39.49,8.0
2021-01-16,6,6,CARGO DOOR,6.15,2,6.15,2.0,6.17,2.0,5.45,3.0
2021-01-16,6,7,LOVE HÅLERYD,6.82,3,6.93,3.0,6.93,3.0,5.12,2.0
2021-01-16,6,8,HURRICANE RIVER,49.94,10,50.86,10.0,49.25,10.0,38.6,10.0
2021-01-16,6,9,QUATTRO TÖLL,13.83,6,14.0,6.0,14.08,6.0,14.96,6.0
2021-01-16,6,10,COPACA BANANA,17.81,8,17.61,8.0,18.16,8.0,25.86,9.0
2021-01-16,6,12,PAYET D.E.,7.27,4,7.25,4.0,7.18,4.0,5.29,4.0
2021-01-16,7,1,LEON ZON,10.24,5,10.51,5.0,10.84,5.0,7.79,3.0
2021-01-16,7,2,ROMERO,8.33,7,8.3,7.0,8.5,7.0,7.82,6.0
2021-01-16,7,3,OXIDIZER,5.13,1,5.19,1.0,4.66,1.0,3.94,1.0
2021-01-16,7,4,A SECRET WORD,25.5,10,24.53,10.0,25.27,10.0,32.49,9.0
2021-01-16,7,5,TAXI OUT,6.9,2,6.92,2.0,7.06,3.0,10.69,5.0
2021-01-16,7,6,DON CASH,5.94,3,5.89,3.0,5.9,2.0,4.29,2.0
2021-01-16,7,7,CRUISE,9.49,6,9.58,6.0,9.97,6.0,15.65,7.0
2021-01-16,7,8,BRAVO SANTANA,6.99,4,6.8,4.0,7.1,4.0,7.77,4.0
2021-01-16,7,9,HARPER SEABROOK,20.75,9,21.38,9.0,21.75,9.0,36.67,10.0
2021-01-16,7,10,CUTTY SARK,38.02,11,39.04,11.0,42.21,11.0,71.91,11.0
2021-01-16,7,12,M.T.OSCAR,11.16,8,11.04,8.0,10.84,8.0,13.01,8.0
2021-01-23,1,1,REMARKABLE FEET,4.36,1,4.58,1.0,5.0,2.0,6.0,2.0
2021-01-23,1,2,URGENT CALL,10.61,4,9.7,4.0,11.19,5.0,11.72,5.0
2021-01-23,1,3,DONNERS AM,4.15,3,3.87,3.0,3.68,3.0,3.68,3.0
2021-01-23,1,4,MR CLAYTON J.F.,5.95,5,5.74,5.0,5.43,4.0,6.0,4.0
2021-01-23,1,5,MERRITT,3.66,2,3.98,2.0,3.56,1.0,2.9,1.0
2021-01-23,1,6,EINSTEIN SISU,75.58,9,76.49,9.0,92.48,9.0,121.34,9.0
2021-01-23,1,7,VALEUR,77.71,12,77.29,12.0,92.22,12.0,105.79,12.0
2021-01-23,1,8,RELIGIOUS,24.43,7,23.73,7.0,24.43,7.0,20.77,7.0
2021-01-23,1,9,TRISTAN CESAR,71.52,10,76.14,10.0,97.17,10.0,118.12,10.0
2021-01-23,1,10,VACQUEYRAS,99.99,11,99.99,11.0,99.99,11.0,241.37,11.0
2021-01-23,1,11,MALKIN,12.58,6,12.61,6.0,14.45,6.0,16.42,6.0
2021-01-23,1,12,BOTTNAS COMMANDEUR,99.99,8,99.99,8.0,99.99,8.0,234.77,8.0
2021-01-23,2,1,SAPHIR C.D.,22.65,9,23.04,9.0,25.18,9.0,51.5,13.0
2021-01-23,2,2,BEARFIRE,14.25,7,14.01,7.0,14.07,7.0,13.32,6.0
2021-01-23,2,3,HONEY JOURNEY,14.0,8,12.68,8.0,12.18,8.0,11.1,7.0
2021-01-23,2,4,GLOBAL BENEFIT,8.72,4,8.76,4.0,8.84,4.0,6.58,3.0
2021-01-23,2,5,GLOBAL BROADCAST,46.27,13,43.69,13.0,47.24,13.0,57.48,12.0
2021-01-23,2,6,ZOLA T.P.,31.92,11,31.9,11.0,34.43,11.0,50.94,10.0
2021-01-23,2,7,BAULA,8.58,3,8.61,3.0,8.65,3.0,7.48,4.0
2021-01-23,2,8,LOVE YOU SWEDEN,17.54,10,16.99,10.0,17.45,10.0,20.75,9.0
2021-01-23,2,9,MOON ZAPPA,8.82,5,8.95,5.0,8.79,5.0,10.24,5.0
2021-01-23,2,10,SHE IS CECILIA,53.38,14,52.19,14.0,58.0,14.0,83.18,15.0
2021-01-23,2,11,KRAKAS,5.33,2,5.48,2.0,5.25,2.0,5.26,2.0
2021-01-23,2,12,FLIGHT DANSEUR,99.99,15,99.99,15.0,99.99,15.0,165.7,14.0
2021-01-23,2,13,HIGHSURPRISE LADAY,25.85,12,25.65,12.0,27.62,12.0,28.61,11.0
2021-01-23,2,14,ELLA PACE,9.99,6,10.23,6.0,9.54,6.0,14.63,8.0
2021-01-23,2,15,LUPIN HÅLERYD,5.51,1,5.51,1.0,5.65,1.0,4.69,1.0
2021-01-23,3,1,ÄNGSPILEN,70.09,14,71.27,14.0,81.83,14.0,162.72,12.0
2021-01-23,3,2,TÅGA KONGEN,92.11,13,91.8,13.0,95.09,13.0,223.42,10.0
2021-01-23,3,3,NORDBY KULING,24.36,6,25.86,7.0,26.57,6.0,55.42,6.0
2021-01-23,3,4,TEKNO JERVEN,3.94,2,4.08,2.0,3.98,2.0,3.4,2.0
2021-01-23,3,5,G.G.OJJDO,16.87,7,17.55,6.0,18.6,7.0,26.27,7.0
2021-01-23,3,6,VESTPOL GLADIATOR,7.52,3,7.64,3.0,7.63,3.0,7.48,3.0
2021-01-23,3,7,MOESES,38.94,12,42.16,12.0,45.45,12.0,123.99,14.0
2021-01-23,3,8,GULI RUBIN,16.99,4,18.0,4.0,19.19,4.0,17.79,4.0
2021-01-23,3,9,TANGEN ELVIRA,37.67,10,38.97,10.0,42.24,11.0,60.09,9.0
2021-01-23,3,10,EMIL MOLLYN,11.95,5,9.73,5.0,9.19,5.0,10.15,5.0
2021-01-23,3,11,BOKLI RAPP N.O.,2.39,1,2.37,1.0,2.34,1.0,2.09,1.0
2021-01-23,3,12,LINDA KAVAT,99.99,8,99.99,8.0,99.99,8.0,298.69,8.0
2021-01-23,3,13,DEMEX,52.21,11,54.92,11.0,59.55,9.0,126.47,13.0
2021-01-23,3,14,GULI ROY,36.01,9,37.45,9.0,40.7,10.0,68.52,11.0
2021-01-23,4,1,COIN PERDU,11.1,5,11.09,5.0,11.39,5.0,16.01,5.0
2021-01-23,4,2,DISCO VOLANTE,2.23,1,2.24,1.0,2.21,1.0,1.78,1.0
2021-01-23,4,3,SUPER ZANTOS,53.07,11,55.56,11.0,59.1,11.0,122.06,11.0
2021-01-23,4,4,VÄSTERBO GROSBOIS,35.99,6,35.15,6.0,33.11,6.0,79.11,7.0
2021-01-23,4,5,TARGET KRONOS,43.63,9,43.41,9.0,45.78,9.0,94.91,9.0
2021-01-23,4,6,J.H.MANNERHEIM,30.31,8,30.35,8.0,32.1,8.0,67.19,10.0
2021-01-23,4,7,SORBET,4.6,2,4.47,2.0,4.38,2.0,3.79,2.0
2021-01-23,4,8,GRAINFIELD AIDEN,9.46,4,9.69,4.0,9.67,4.0,14.58,4.0
2021-01-23,4,9,DIGITAL INK,25.68,7,26.07,7.0,26.59,7.0,30.69,6.0
2021-01-23,4,10,EVALUATE,40.5,10,38.26,10.0,40.62,10.0,124.55,8.0
2021-01-23,4,11,ANTONIO TROT,7.16,3,7.27,3.0,7.42,3.0,7.6,3.0
2021-01-23,4,12,NAROLD VOX,89.1,12,89.81,12.0,93.1,12.0,197.99,12.0
2021-01-23,5,1,KIARA C.BOKO,15.4,6,14.87,6.0,15.22,6.0,27.9,6.0
2021-01-23,5,2,KONTUR,3.23,1,3.28,1.0,3.28,1.0,2.78,1.0
2021-01-23,5,3,FRECKLESS,8.93,3,8.85,3.0,8.42,3.0,7.89,4.0
2021-01-23,5,5,HADRIANOS,13.54,5,13.3,5.0,13.68,5.0,15.51,5.0
2021-01-23,5,6,POWER BLASTER,9.8,4,9.74,4.0,9.23,4.0,5.11,2.0
2021-01-23,5,7,SPARTAN COUGAR,38.44,11,38.58,11.0,39.28,11.0,53.21,10.0
2021-01-23,5,8,AFFAIR OF THEUNION,23.58,9,23.69,9.0,24.28,8.0,45.28,11.0
2021-01-23,5,9,CERTAINLY,3.97,2,4.02,2.0,4.19,2.0,4.97,3.0
2021-01-23,5,10,LISTAS BEHINDBARS,24.5,8,24.43,8.0,25.21,9.0,40.78,9.0
2021-01-23,5,11,MADAME AF DJUPMYRA,7.16,7,7.13,7.0,6.86,7.0,8.89,7.0
2021-01-23,5,12,REVEN DEJAVU,62.29,10,57.52,10.0,57.58,10.0,58.42,8.0
2021-01-23,6,1,DUGUR,24.57,9,24.79,9.0,26.21,10.0,61.29,11.0
2021-01-23,6,2,GORGEOUS LIME,22.31,8,22.21,8.0,23.19,9.0,38.3,9.0
2021-01-23,6,3,GREVIN SISU,7.19,4,7.0,3.0,6.55,4.0,8.04,6.0
2021-01-23,6,4,DOUBLE FORMULA,25.79,10,26.2,10.0,25.92,8.0,14.95,8.0
2021-01-23,6,5,DARLINGTON,11.08,7,11.0,7.0,11.62,6.0,12.16,7.0
2021-01-23,6,6,ARA,7.61,2,7.5,2.0,7.64,2.0,6.79,2.0
2021-01-23,6,7,DAYSOFOURLIVES,6.57,6,6.57,6.0,6.89,5.0,7.28,5.0
2021-01-23,6,8,MARCOS GALLON,6.74,5,6.95,5.0,7.19,7.0,6.37,4.0
2021-01-23,6,9,ESKIMO BROTHER,29.07,12,28.7,12.0,30.6,12.0,46.2,12.0
2021-01-23,6,10,DANILO BRICK,5.3,1,5.37,1.0,5.26,1.0,3.87,1.0
2021-01-23,6,11,BALDER D.K.,30.74,11,31.25,11.0,33.0,11.0,54.79,10.0
2021-01-23,6,12,VICAR,7.31,3,7.23,4.0,6.63,3.0,8.18,3.0
2021-01-23,7,2,MARSCHALL MATCH,3.89,2,3.94,2.0,3.93,2.0,2.43,1.0
2021-01-23,7,3,ROYAL T.N.,16.98,6,17.15,7.0,17.78,7.0,20.02,7.0
2021-01-23,7,4,MAS CAPACITY,18.14,5,17.3,4.0,17.21,4.0,12.37,3.0
2021-01-23,7,5,WIND KNIGHT,36.4,10,37.75,10.0,38.96,10.0,73.78,10.0
2021-01-23,7,6,TWINKLE FACE,20.49,4,20.46,5.0,20.22,5.0,20.44,5.0
2021-01-23,7,7,VÄSTERBO POKERFACE,2.61,1,2.65,1.0,2.6,1.0,3.24,2.0
2021-01-23,7,8,KAPTAH,13.03,9,12.57,9.0,12.68,9.0,19.14,9.0
2021-01-23,7,9,JARETH BOKO,27.02,11,27.14,11.0,28.46,11.0,65.14,11.0
2021-01-23,7,10,ZOOROPA,22.55,7,20.71,6.0,21.02,6.0,20.17,6.0
2021-01-23,7,11,LENNART SJÖHAMMAR,15.61,8,15.78,8.0,15.53,8.0,25.79,8.0
2021-01-23,7,12,S.G.CHARPENTIER,7.9,3,7.81,3.0,7.99,3.0,8.99,4.0
2021-01-30,1,1,FELIX V.M.,12.17,7,12.55,7.0,14.38,7.0,14.68,7.0
