datum,bana,avd,startnr,häst,ålder,kön,kusk,lopp_dist,start,dist,pris,spår,streck,vodds,podds,kr,h1_dat,h1_bana,h1_kusk,h1_plac,h1_dist,h1_spår,h1_odds,h1_pris,h1_kmtid,h2_dat,h2_bana,h2_kusk,h2_plac,h2_dist,h2_spår,h2_odds,h2_pris,h2_kmtid,h3_dat,h3_bana,h3_kusk,h3_plac,h3_dist,h3_spår,h3_odds,h3_pris,h3_kmtid,h4_dat,h4_bana,h4_kusk,h4_plac,h4_dist,h4_spår,h4_odds,h4_pris,h4_kmtid,h5_dat,h5_bana,h5_kusk,h5_plac,h5_dist,h5_spår,h5_odds,h5_pris,h5_kmtid,bins,h1_auto,h2_auto,h3_auto,h4_auto,h5_auto,h1_perf,h2_perf,h3_perf,h4_perf,h5_perf,senast,delta1,delta2,delta3,delta4,proba,f,spela,insats,prob_order,poäng
2021-10-09,ÅBY,6,7,HELGAFELL,4,h,David Thomain,2140.0,0,2140.0,1.0,7.0,1.0,37.51,5.46,215282.0,2021-09-26,Vincennes-8,David Thomain,3.0,2100.0,,3.9,,11.0,2021-09-04,Vincennes-7,David Thomain,6.0,2850.0,,20.1,,12.0,2021-08-25,Vincennes-2,Eric Raffin,20.0,2700.0,,3.1,,30.0,2021-07-31,Enghien-5,Eric Raffin,20.0,2150.0,,2.3,,13.2,2021-06-27,Vincennes-2,Eric Raffin,20.0,2850.0,,3.7,,30.0,23,1,0,0,1,0,,,,,,13.0,22.0,10.0,25.0,34.0,0.01562532212328979,-0.011336460343889347,False,-0.0,7,15
2021-10-09,ÅBY,6,11,HAKIM GRIFF,4,h,Hans Crebas,2140.0,0,2140.0,0.0,11.0,0.0,84.98,17.0,35910.0,2021-09-26,Vincennes-8,Alexandre Abrivard,4.0,2100.0,,23.7,,11.5,2021-09-04,Vincennes-7,Franck Ouvrie,15.0,2850.0,,122.7,,16.6,2021-08-18,Enghien-5,David Thomain,7.0,2875.0,,15.8,,15.0,2021-08-12,Enghien-1,Alexandre Abrivard,7.0,2875.0,,48.8,,12.9,2021-07-31,Enghien-1,Matthieu Abrivard,7.0,2875.0,,16.9,,30.0,29,1,0,0,0,0,,,,,,13.0,22.0,17.0,6.0,12.0,0.015109443286471017,0.0033817634018136126,True,0.6763526803627226,8,15
2021-10-09,ÅBY,6,9,READY TONIGHT,4,h,Johan Untersteiner,2140.0,0,2140.0,0.0,9.0,0.0,73.92,10.71,43647.0,2021-09-26,Solvalla-8,Johan Untersteiner,3.0,2140.0,2.0,85.31,200.0,12.3,2021-09-01,Solvalla-6,Erik Adielsson,2.0,2140.0,2.0,12.24,100.0,12.9,2021-08-24,Jägersro-6,Johan Untersteiner,3.0,2640.0,2.0,10.43,200.0,14.4,2021-08-02,Mantorp-8,Johan Untersteiner,3.0,2140.0,2.0,57.78,110.0,13.3,2021-07-23,Axevalla-11,Johan Untersteiner,3.0,2140.0,2.0,29.5,100.0,13.0,28,1,1,1,1,1,5705.344712092407,6651.416330443618,5705.344712092407,4231.196882217894,4034.287934927351,13.0,25.0,8.0,22.0,10.0,0.015109443286471017,0.0016029902322536695,True,0.3205980464507339,9,15
2021-10-09,ÅBY,6,12,WALLAWALLA BROLINE,4,s,Torbjörn Jansson,2140.0,0,2140.0,0.0,12.0,0.0,73.44,20.38,30368.0,2021-09-26,Solvalla-8,Björn Goop,4.0,2140.0,3.0,62.16,200.0,12.4,2021-09-01,Solvalla-4,Erik Adielsson,3.0,2140.0,3.0,50.43,60.0,12.0,2021-07-25,Axevalla-6,Björn Goop,15.0,2140.0,3.0,4.75,100.0,18.0,2021-07-16,Axevalla-9,Björn Goop,15.0,2640.0,3.0,15.33,75.0,13.9,2021-06-26,Rättvik-10,Björn Goop,15.0,2140.0,3.0,39.8,110.0,13.3,28,1,1,1,1,1,3460.466492113392,3124.9459971558285,10.0,8.660254037844387,10.488088481701515,13.0,25.0,38.0,9.0,20.0,0.015109443286471017,0.0015134941325018144,True,0.3026988265003629,10,15
2021-10-09,ÅBY,6,8,NAPOLEON CASH,4,h,Carl Johan Jepson,2140.0,0,2140.0,0.0,8.0,0.0,58.62,9.56,31227.0,2021-09-26,Solvalla-9,Carl Johan Jepson,4.0,2140.0,3.0,8.42,200.0,12.5,2021-08-24,Jägersro-5,Carl Johan Jepson,5.0,2640.0,3.0,13.43,200.0,13.6,2021-07-15,Örebro-9,Carl Johan Jepson,2.0,2100.0,3.0,1.79,75.0,12.4,2021-06-27,Kalmar-8,Carl Johan Jepson,2.0,2640.0,3.0,4.46,110.0,14.7,2021-05-23,Lindesberg-6,Carl Johan Jepson,2.0,2140.0,3.0,2.98,35.0,14.5,27,1,1,1,0,1,3460.466492113392,2098.879024374998,5760.295513310844,6976.064300232707,3935.030968151612,13.0,33.0,40.0,18.0,35.0,0.015109443286471017,-0.001983416080303177,False,-0.0,11,15
2021-10-09,ÅBY,6,10,GLOBAL BADMAN,4,h,Daniel Wäjersten,2140.0,0,2140.0,0.0,10.0,0.0,59.12,8.44,100772.0,2021-09-26,Solvalla-9,Daniel Wäjersten,3.0,2140.0,1.0,14.94,200.0,12.4,2021-09-05,Jägersro-11,Daniel Wäjersten,15.0,2640.0,1.0,70.17,2000.0,12.7,2021-08-24,Jägersro-7,Daniel Wäjersten,2.0,2640.0,1.0,41.5,200.0,13.9,2021-07-28,Boden-6,Daniel Wäjersten,2.0,2140.0,1.0,9.93,100.0,14.9,2021-07-22,Bergsåker-4,Daniel Wäjersten,2.0,2140.0,1.0,8.05,250.0,16.6,27,1,1,1,1,1,5705.344712092407,44.7213595499958,9406.523183503248,6651.416330443618,10516.812635120496,13.0,21.0,12.0,27.0,6.0,0.015109443286471017,-0.0018363680816213608,False,-0.0,12,15
2021-10-09,ÅBY,7,10,VERY KRONOS,7,h,Erik Adielsson,2640.0,0,2640.0,19.0,10.0,19.0,4.28,1.83,121687.0,2021-09-26,Solvalla-11,Erik Adielsson,3.0,2140.0,7.0,4.41,750.0,10.9,2021-08-28,Bergsåker-11,Erik Adielsson,1.0,2140.0,7.0,3.85,1000.0,11.3,2021-08-14,Åby-11,Erik Adielsson,20.0,3140.0,7.0,9.74,1500.0,30.0,2021-07-27,Jägersro-10,Erik Adielsson,20.0,1609.0,7.0,4.13,1609.0,30.0,2021-06-19,Boden-12,Erik Adielsson,20.0,2140.0,7.0,2.84,1000.0,11.4,4,1,1,1,1,1,11048.35252715322,34678.585382982055,3.179138326438188,3.2926215575933586,2.595755573833073,13.0,29.0,14.0,18.0,38.0,0.18273690259119618,-0.06642867588709765,False,-0.0,1,1
2021-10-09,ÅBY,7,2,BROTHER BILL,5,v,Jorma Kontio,2640.0,0,2640.0,17.0,2.0,17.0,6.5,2.3,227958.0,2021-09-11,Bollnäs-11,Carl Johan Jepson,2.0,1640.0,5.0,5.45,150.0,10.0,2021-08-02,Mantorp-4,Carl Johan Jepson,3.0,2140.0,5.0,2.55,100.0,13.0,2021-07-12,Rättvik-4,Carl Johan Jepson,1.0,2140.0,5.0,3.41,100.0,12.3,2021-06-12,Östersund-11,Björn Goop,1.0,2140.0,5.0,5.42,700.0,11.5,2021-05-15,Umåker-10,Magnus A Djuse,1.0,2140.0,5.0,12.14,200.0,30.0,7,1,1,1,1,1,8146.288038201084,4034.287934927351,10966.331584284586,29014.18616668997,15508.734855975692,28.0,40.0,21.0,30.0,28.0,0.16334112287738042,0.01122132703690415,True,2.24426540738083,2,2
2021-10-09,ÅBY,7,3,HANDSOME BRAD,8,h,Carl Johan Jepson,2640.0,0,2640.0,12.0,3.0,12.0,10.14,2.92,106250.0,2021-09-26,Solvalla-11,Carl Johan Jepson,5.0,2140.0,8.0,23.48,750.0,11.0,2021-09-04,Jägersro-4,Carl Johan Jepson,1.0,1640.0,8.0,1.64,150.0,11.0,2021-07-24,Axevalla-11,Carl Johan Jepson,8.0,2640.0,8.0,2.6,150.0,12.6,2021-07-03,Färjestad-7,Carl Johan Jepson,8.0,2140.0,8.0,3.22,300.0,10.7,2021-06-05,Mantorp-7,Carl Johan Jepson,8.0,2640.0,8.0,5.78,150.0,13.4,11,1,1,1,1,1,4064.4617535542193,13430.958365832146,405.5797995022296,573.5764530806138,405.5797995022296,13.0,22.0,42.0,21.0,28.0,0.12865889465459424,0.03332616978091747,True,6.665233956183495,3,3
2021-10-09,ÅBY,7,12,BORN UNICORN,7,v,Örjan Kihlström,2640.0,0,2640.0,10.0,12.0,10.0,9.85,3.33,40748.0,2021-09-05,Jägersro-9,Örjan Kihlström,1.0,2140.0,6.0,1.49,100.0,11.9,2021-08-14,Åby-9,Örjan Kihlström,1.0,2140.0,6.0,1.58,250.0,12.1,2021-07-31,Hagmyren-5,Örjan Kihlström,1.0,2140.0,6.0,2.34,125.0,11.1,2021-07-17,Årjäng-7,Örjan Kihlström,1.0,2640.0,6.0,2.7,125.0,30.0,2021-07-03,Färjestad-10,Örjan Kihlström,1.0,2140.0,6.0,1.77,250.0,11.1,11,1,1,1,1,1,10966.331584284586,17339.292691491028,12260.73144313165,12260.73144313165,17339.292691491028,34.0,22.0,14.0,14.0,14.0,0.08937379213221754,-0.013521824576006475,False,-0.0,4,4
2021-10-09,ÅBY,7,7,ESPRIT SISU,7,v,Daniel Wäjersten,2640.0,0,2640.0,9.0,7.0,9.0,7.98,2.69,54836.0,2021-09-26,Solvalla-11,Daniel Wäjersten,1.0,2140.0,4.0,11.94,750.0,10.7,2021-08-28,Bergsåker-11,Daniel Wäjersten,2.0,2140.0,4.0,46.29,1000.0,11.3,2021-08-21,Gävle-7,Daniel Wäjersten,1.0,2640.0,4.0,13.61,150.0,12.7,2021-07-31,Hagmyren-7,Daniel Wäjersten,1.0,1640.0,4.0,4.99,150.0,10.4,2021-07-22,Bergsåker-9,Ulf Ohlsson,1.0,2640.0,4.0,2.5,100.0,13.5,9,1,1,1,1,1,30032.535908970167,21033.625270240995,13430.958365832146,13430.958365832146,10966.331584284586,13.0,29.0,7.0,21.0,9.0,0.08690370125670199,-0.043912387388469636,False,-0.0,5,4
2021-10-09,ÅBY,7,8,MILLIONDOLLARRHYME,7,v,Mika Forss,2640.0,0,2640.0,8.0,8.0,8.0,9.02,2.85,97064.0,2021-09-26,Solvalla-11,Ulf Ohlsson,2.0,2140.0,5.0,4.62,750.0,10.8,2021-09-11,Bollnäs-11,Ulf Ohlsson,1.0,1640.0,5.0,1.95,150.0,9.9,2021-08-21,Gävle-7,Fredrik B Larsson,2.0,2640.0,5.0,2.53,150.0,12.8,2021-08-07,Rättvik-8,Erik Adielsson,2.0,1640.0,5.0,1.89,150.0,9.5,2021-07-24,Axevalla-11,Fredrik B Larsson,2.0,2640.0,5.0,14.4,150.0,12.9,10,1,1,1,1,1,18215.65381771103,13430.958365832146,8146.288038201084,8146.288038201084,8146.288038201084,13.0,15.0,21.0,14.0,14.0,0.0831966339231495,-0.031118000251021398,False,-0.0,6,4
2021-10-09,ÅBY,7,4,UPSTATE FACE,5,v,Adrian Kolgjini,2640.0,0,2640.0,8.0,4.0,8.0,12.01,3.98,45628.0,2021-08-18,Solvalla-10,Adrian Kolgjini,20.0,2140.0,7.0,13.21,1500.0,30.0,2021-07-27,Jägersro-10,Adrian Kolgjini,3.0,1609.0,7.0,15.08,1609.0,10.9,2021-07-17,Årjäng-7,Adrian Kolgjini,2.0,2640.0,7.0,2.46,125.0,12.7,2021-06-19,Boden-11,Erik Adielsson,2.0,2640.0,7.0,3.24,125.0,12.9,2021-06-12,Östersund-10,Adrian Kolgjini,2.0,1640.0,7.0,2.6,125.0,9.5,13,1,1,1,1,1,3.179138326438188,16182.47383415704,7436.509530762067,7436.509530762067,7436.509530762067,52.0,22.0,10.0,28.0,7.0,0.08164341317611992,-0.0017677209586557492,False,-0.0,7,4
2021-10-09,ÅBY,7,6,GARETH BOKO,8,h,Magnus A Djuse,2640.0,0,2640.0,5.0,6.0,5.0,13.71,4.19,104571.0,2021-09-18,Färjestad-7,Magnus A Djuse,3.0,2140.0,6.0,3.68,150.0,11.5,2021-08-28,Bergsåker-11,Magnus A Djuse,8.0,2140.0,6.0,10.54,1000.0,11.7,2021-07-27,Jägersro-10,Magnus A Djuse,15.0,1609.0,6.0,13.82,1609.0,11.3,2021-07-11,Jarlsberg-10,Tom Erik Solberg,15.0,2100.0,6.0,5.0,,11.8,2021-06-19,Boden-12,Mats E Djuse,15.0,2140.0,6.0,8.84,1000.0,11.7,14,1,1,1,1,1,4940.973458019238,1047.202539353519,40.11234224026316,,31.6227766016838,21.0,21.0,32.0,16.0,22.0,0.05528282637668684,-0.019045826150717805,False,-0.0,8,15
2021-10-09,ÅBY,7,5,DIAMANTEN,8,h,Björn Goop,2640.0,0,2640.0,4.0,5.0,4.0,14.72,3.81,118040.0,2021-09-11,Bollnäs-11,Björn Goop,3.0,1640.0,10.0,11.7,150.0,10.3,2021-08-27,Bergsåker-7,Björn Goop,1.0,1640.0,10.0,3.72,100.0,10.7,2021-07-31,Hagmyren-7,Björn Goop,2.0,1640.0,10.0,7.93,150.0,10.3,2021-07-21,Eskilstuna-4,Carl Johan Jepson,2.0,2140.0,10.0,7.23,60.0,12.6,2021-07-07,Lindesberg-6,Björn Goop,2.0,1640.0,10.0,1.91,100.0,10.5,14,1,1,1,1,1,4940.973458019238,10966.331584284586,8146.288038201084,5152.164935300037,6651.416330443618,28.0,15.0,27.0,10.0,14.0,0.05322404507489878,-0.015782948724306845,False,-0.0,9,15
2021-10-09,ÅBY,7,11,CYBER LANE,8,v,Johan Untersteiner,2640.0,0,2640.0,4.0,11.0,4.0,14.5,5.04,247420.0,2021-09-26,Solvalla-11,Johan Untersteiner,6.0,2140.0,1.0,5.38,750.0,11.1,2021-08-07,Rättvik-11,Johan Untersteiner,5.0,2680.0,1.0,1.87,300.0,13.1,2021-07-27,Jägersro-10,Johan Untersteiner,2.0,1609.0,1.0,22.61,1609.0,10.9,2021-07-10,Halmstad-7,Johan Untersteiner,2.0,2140.0,1.0,1.55,150.0,11.5,2021-05-30,Solvalla-6,Johan Untersteiner,2.0,1609.0,1.0,12.53,250.0,10.7,14,1,0,1,1,1,2465.220668760008,2570.5913207746607,26680.38882292297,8146.288038201084,10516.812635120496,13.0,50.0,11.0,17.0,41.0,0.0530902028908474,-0.017051263561682423,False,-0.0,10,15
2021-10-09,ÅBY,7,1,PINTO BOB,6,v,Robert Bergh,2640.0,0,2640.0,2.0,1.0,2.0,23.42,5.85,50421.0,2021-09-20,Halmstad-9,Johnny Takter,1.0,2140.0,6.0,27.01,125.0,11.4,2021-09-08,Solvalla-7,Robert Bergh,2.0,2640.0,6.0,2.11,60.0,14.1,2021-08-07,Rättvik-11,Robert Bergh,15.0,2680.0,6.0,13.84,300.0,14.6,2021-07-24,Axevalla-3,Kevin Oscarsson,15.0,2180.0,6.0,2.66,110.0,13.3,2021-07-10,Halmstad-7,Robert Bergh,15.0,2140.0,6.0,38.28,150.0,11.8,19,1,1,0,0,1,12260.73144313165,5152.164935300037,17.320508075688775,10.488088481701515,12.24744871391589,19.0,12.0,32.0,14.0,14.0,0.02185175645592038,-0.02177662193587621,False,-0.0,11,15
2021-10-09,ÅBY,7,9,VIKENS HIGH YIELD,7,v,Eric Raffin,2640.0,0,2640.0,1.0,9.0,1.0,55.76,14.17,31668.0,2021-09-15,Åby-6,Robert Bergh,3.0,2640.0,3.0,3.94,60.0,13.6,2021-08-14,Åby-9,Magnus A Djuse,5.0,2140.0,3.0,6.63,250.0,12.5,2021-07-29,Åby-7,Robert Bergh,3.0,1609.0,3.0,9.56,125.0,10.8,2021-07-10,Halmstad-5,Robert Bergh,3.0,2140.0,3.0,1.77,125.0,13.4,2021-07-03,Färjestad-10,Robert Bergh,3.0,2140.0,3.0,12.86,250.0,12.0,26,1,1,1,0,1,3124.9459971558285,2346.6180875254668,4510.471031652402,4510.471031652402,6378.769305653794,24.0,32.0,16.0,19.0,7.0,0.015466981813459995,-0.0025120725727076454,False,-0.0,12,15
